mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0036238670349121095,0.0013295582563961946,0.0884742259979248,0.010135829051634746,auto,20,19,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 19, 'p': 1, 'weights': 'uniform'}",0.7808032675289313,0.7910142954390742,0.7813351498637602,0.7670299727520435,0.782016348773842,0.7804398068715301,0.007681961815450865,157
0.0034940242767333984,0.0012301749851800765,0.062025928497314455,0.006523820415882624,auto,20,19,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 19, 'p': 1, 'weights': 'distance'}",0.7848876786929885,0.8019060585432267,0.7867847411444142,0.7663487738419619,0.7833787465940054,0.7846611997633193,0.011304295681717135,13
0.0037610530853271484,0.0014263462621620696,0.07523856163024903,0.00998147596106536,auto,20,19,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 19, 'p': 2, 'weights': 'uniform'}",0.7842069434989789,0.7903335602450646,0.773841961852861,0.7656675749318801,0.7656675749318801,0.7759435230921329,0.009909228697631825,553
0.0031181812286376954,0.001229218611698043,0.04519257545471191,0.0067838661855094025,auto,20,19,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",0.7842069434989789,0.7903335602450646,0.773841961852861,0.760899182561308,0.771117166212534,0.7760797628741493,0.010288896365219145,529
0.0034657955169677735,0.0011689810962972912,0.08738121986389161,0.010623715829749726,auto,20,21,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 21, 'p': 1, 'weights': 'uniform'}",0.7828454731109599,0.7848876786929885,0.7833787465940054,0.7704359673024523,0.7779291553133515,0.7798954042027515,0.005274589396902157,205
0.0029024124145507813,0.0012137656555226408,0.06559519767761231,0.002294212756502428,auto,20,21,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 21, 'p': 1, 'weights': 'distance'}",0.786929884275017,0.7964601769911505,0.7867847411444142,0.7717983651226158,0.7786103542234333,0.7841167043513261,0.00836008482620781,25
0.0030622005462646483,0.0010134711296514365,0.07530980110168457,0.007659036587029163,auto,20,21,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 21, 'p': 2, 'weights': 'uniform'}",0.786929884275017,0.7842069434989789,0.7752043596730245,0.7717983651226158,0.7690735694822888,0.777442624410385,0.006966673306578181,373
0.003729391098022461,0.000969767814043011,0.049052762985229495,0.004292774101921567,auto,20,21,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 21, 'p': 2, 'weights': 'distance'}",0.7855684138869979,0.7950987066031314,0.773841961852861,0.7683923705722071,0.7717983651226158,0.7789399636075627,0.009932624003297473,301
0.003184223175048828,0.0013903775686216933,0.09267396926879883,0.012262508460139633,auto,20,23,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 23, 'p': 1, 'weights': 'uniform'}",0.7760381211708646,0.786929884275017,0.7806539509536785,0.7677111716621253,0.7758855585831063,0.7774437373289583,0.006315361710079524,361
0.0034963130950927735,0.0012082976116693793,0.0679107666015625,0.005689236281127269,auto,20,23,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 23, 'p': 1, 'weights': 'distance'}",0.7862491490810075,0.7944179714091218,0.7806539509536785,0.7690735694822888,0.7779291553133515,0.7816647592478897,0.0084519297257863,109
0.00313262939453125,0.0011404785803847289,0.08054156303405761,0.00430898290361754,auto,20,23,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 23, 'p': 2, 'weights': 'uniform'}",0.7882913546630361,0.7828454731109599,0.7717983651226158,0.7643051771117166,0.7826975476839237,0.7779875835384504,0.00868867335055725,337
0.0025931835174560548,0.0008710961333973795,0.05213150978088379,0.0038705780020528682,auto,20,23,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 23, 'p': 2, 'weights': 'distance'}",0.7910142954390742,0.7910142954390742,0.7704359673024523,0.7656675749318801,0.7779291553133515,0.7792122576851664,0.010399079245344542,253
0.0044612884521484375,0.00026776641912032965,0.09523191452026367,0.004596200259303437,auto,20,25,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 25, 'p': 1, 'weights': 'uniform'}",0.7808032675289313,0.7848876786929885,0.7813351498637602,0.7663487738419619,0.771117166212534,0.7768984072280352,0.006978231724237262,421
0.0037640094757080077,0.0009743414544787412,0.07064962387084961,0.013301557100126213,auto,20,25,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 25, 'p': 1, 'weights': 'distance'}",0.7848876786929885,0.7923757658270932,0.7813351498637602,0.7690735694822888,0.7745231607629428,0.7804390649258147,0.008090121999243005,169
0.003124380111694336,0.0013078114830190534,0.09054751396179199,0.01061766935370464,auto,20,25,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 25, 'p': 2, 'weights': 'uniform'}",0.7848876786929885,0.7842069434989789,0.7745231607629428,0.7622615803814714,0.776566757493188,0.7764892241659139,0.008202371541519322,493
0.003524637222290039,0.0008636995370829311,0.04992241859436035,0.010127686684725853,auto,20,25,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 25, 'p': 2, 'weights': 'distance'}",0.7862491490810075,0.7910142954390742,0.773841961852861,0.7656675749318801,0.7779291553133515,0.7789404273236349,0.00897085655714638,289
0.0028594017028808595,0.0015143214667995915,0.09950580596923828,0.017272941507265726,auto,20,27,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 27, 'p': 1, 'weights': 'uniform'}",0.7787610619469026,0.7848876786929885,0.779291553133515,0.7683923705722071,0.7724795640326976,0.7767624456756621,0.005741280267048538,469
0.0042897224426269535,0.0015680122209019568,0.07080860137939453,0.013147386138811463,auto,20,27,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 27, 'p': 1, 'weights': 'distance'}",0.7828454731109599,0.7937372362151123,0.7826975476839237,0.7704359673024523,0.776566757493188,0.7812565963611273,0.007738835093712491,121
0.0034856319427490233,0.0012022865520666594,0.09088797569274902,0.014752626399724796,auto,20,27,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 27, 'p': 2, 'weights': 'uniform'}",0.786929884275017,0.7828454731109599,0.7717983651226158,0.760899182561308,0.779291553133515,0.776352891640683,0.009189373806937308,505
0.0035637855529785157,0.0009901283515226051,0.057560062408447264,0.016424683161350373,auto,20,27,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 27, 'p': 2, 'weights': 'distance'}",0.7876106194690266,0.7876106194690266,0.7724795640326976,0.7643051771117166,0.7752043596730245,0.7774420679510984,0.009044452049176383,385
0.0033502101898193358,0.001378489879170864,0.10027923583984374,0.008837535242397523,auto,20,29,1,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 29, 'p': 1, 'weights': 'uniform'}",0.7692307692307693,0.7835262083049693,0.7806539509536785,0.7697547683923706,0.7704359673024523,0.7747203328368479,0.0060975272625253644,601
0.003341531753540039,0.0010849379006872548,0.07970709800720215,0.011016845391892986,auto,20,29,1,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 29, 'p': 1, 'weights': 'distance'}",0.7814840027229408,0.7937372362151123,0.782016348773842,0.7731607629427792,0.7745231607629428,0.7809843022835234,0.007306247489867089,133
0.002956247329711914,0.0011030152947596045,0.08770403861999512,0.007508744158464537,auto,20,29,2,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 29, 'p': 2, 'weights': 'uniform'}",0.7787610619469026,0.776718856364874,0.7704359673024523,0.7643051771117166,0.776566757493188,0.7733575640438268,0.005315570241081345,637
0.0037849903106689452,0.0018804974514423458,0.052802228927612306,0.009889949306475134,auto,20,29,2,distance,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 29, 'p': 2, 'weights': 'distance'}",0.7828454731109599,0.786929884275017,0.7663487738419619,0.7663487738419619,0.7758855585831063,0.7756716927306013,0.008391535897647552,577
0.0032950878143310548,0.0010778871170007568,0.05512561798095703,0.012426908207560719,auto,30,1,1,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.7617426820966644,0.7705922396187883,0.752724795640327,0.7438692098092643,0.7581743869209809,0.757420662817205,0.008926717574628923,673
0.002657651901245117,0.0008664311583996586,0.028048372268676756,0.004888613560600239,auto,30,1,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.7617426820966644,0.7705922396187883,0.752724795640327,0.7438692098092643,0.7581743869209809,0.757420662817205,0.008926717574628923,673
0.0028961181640625,0.0007407361049808755,0.04748516082763672,0.004168968565509577,auto,30,1,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.7522123893805309,0.762423417290674,0.7513623978201635,0.7431880108991825,0.7418256130790191,0.750202365693914,0.007404203258189003,697
0.002824211120605469,0.0007711018386756826,0.020348167419433592,0.006172548860020154,auto,30,1,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.7522123893805309,0.762423417290674,0.7513623978201635,0.7431880108991825,0.7418256130790191,0.750202365693914,0.007404203258189003,697
0.0022588253021240236,0.0005286380568113951,0.06695704460144043,0.009177897173572975,auto,30,3,1,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.7876106194690266,0.776718856364874,0.7758855585831063,0.7677111716621253,0.7704359673024523,0.7756724346763169,0.006847816814627778,565
0.0036172866821289062,0.0008655672820610308,0.038763999938964844,0.0057942810644434385,auto,30,3,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.7882913546630361,0.7773995915588836,0.776566757493188,0.7683923705722071,0.7690735694822888,0.7759447287539206,0.007199911953828449,541
0.003865814208984375,0.0010305747436493715,0.046678352355957034,0.007096990819733087,auto,30,3,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.7726344452008169,0.7828454731109599,0.7731607629427792,0.7554495912806539,0.7724795640326976,0.7713139673135815,0.008844964494303113,661
0.0019625186920166015,7.108114770584162e-05,0.02119617462158203,0.007160982223748744,auto,30,3,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.7726344452008169,0.7835262083049693,0.771117166212534,0.7602179836512262,0.7697547683923706,0.7714501143523834,0.007434789804507906,649
0.0030658721923828127,0.0007723948265123302,0.07624325752258301,0.006416707848275518,auto,30,5,1,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.7964601769911505,0.7821647379169503,0.7697547683923706,0.7649863760217984,0.7833787465940054,0.779348961183255,0.011093185866322079,241
0.0031462669372558593,0.0010468637615242147,0.03557467460632324,0.00957546253317184,auto,30,5,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.8005445881552076,0.786929884275017,0.7752043596730245,0.7683923705722071,0.7833787465940054,0.7828899898538924,0.010931553845445769,49
0.003856945037841797,0.0011286247244467306,0.06144437789916992,0.009620158542407808,auto,30,5,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.7794417971409122,0.7773995915588836,0.7677111716621253,0.771117166212534,0.7724795640326976,0.7736298581214305,0.004258102203536133,613
0.0034227848052978517,0.0012944934712620676,0.02613368034362793,0.008373066877926709,auto,30,5,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.7787610619469026,0.7808032675289313,0.7670299727520435,0.7690735694822888,0.7724795640326976,0.7736294871485727,0.005355902987934898,625
0.0026027202606201173,0.0008403651587832616,0.06747608184814453,0.016636120956737093,auto,30,7,1,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.786929884275017,0.7876106194690266,0.7656675749318801,0.7649863760217984,0.7779291553133515,0.7766247220022147,0.009839695401424861,481
0.0035555362701416016,0.001426386042340965,0.04901390075683594,0.005947334463669082,auto,30,7,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.7930565010211028,0.7964601769911505,0.7690735694822888,0.7677111716621253,0.7758855585831063,0.7804373955479547,0.012064691335598917,181
0.0032354354858398437,0.0007475576828758186,0.059235000610351564,0.009440020046774817,auto,30,7,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.7821647379169503,0.7862491490810075,0.7656675749318801,0.7649863760217984,0.7854223433242506,0.7768980362551774,0.009548362996167636,433
0.003631734848022461,0.0011691279098277629,0.03367404937744141,0.00900033074481538,auto,30,7,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.7862491490810075,0.7855684138869979,0.7670299727520435,0.7643051771117166,0.7833787465940054,0.7773062918851542,0.00958899140960568,397
0.003356790542602539,0.001173817642110261,0.08439164161682129,0.010260007845360665,auto,30,9,1,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",0.7971409121851599,0.7855684138869979,0.7677111716621253,0.7622615803814714,0.7833787465940054,0.7792121649419521,0.012639600028403454,265
0.003310966491699219,0.0009113340210101779,0.047618436813354495,0.006278367013277637,auto,30,9,1,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.7985023825731791,0.7950987066031314,0.7731607629427792,0.7663487738419619,0.782016348773842,0.7830253949469786,0.01234293992990522,37
0.0032888412475585937,0.0011398208408127772,0.06410527229309082,0.010000926844580798,auto,30,9,2,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",0.7801225323349217,0.7896528250510552,0.7772479564032697,0.7615803814713896,0.779291553133515,0.7775790496788302,0.009069123783607573,349
0.003965902328491211,0.0007108662606262544,0.0355010986328125,0.004649927889558203,auto,30,9,2,distance,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.776718856364874,0.7916950306330838,0.776566757493188,0.760899182561308,0.7786103542234333,0.7768980362551774,0.009777405034192653,433
