mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_l1_ratio,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0008158683776855469,0.0004086782095899501,0.0,0.0,0.0001,0.25,elasticnet,liblinear,"{'C': 0.0001, 'l1_ratio': 0.25, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.0025899410247802734,0.0008105323263765339,0.0008971691131591797,0.00013250094032789486,0.0001,0.25,elasticnet,saga,"{'C': 0.0001, 'l1_ratio': 0.25, 'penalty': 'elasticnet', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.49727520435967304,0.5034059945504087,0.5019065222592989,0.0023256569906674575,282
0.000327301025390625,9.76269089311002e-05,0.0,0.0,0.0001,0.25,elasticnet,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.25, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0009436130523681641,0.0006609251551363935,0.0,0.0,0.0001,0.25,none,liblinear,"{'C': 0.0001, 'l1_ratio': 0.25, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.0007478713989257813,0.0004305119575727764,0.0,0.0,0.0001,0.25,none,saga,"{'C': 0.0001, 'l1_ratio': 0.25, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.0002781867980957031,5.6517052514626824e-05,0.0,0.0,0.0001,0.25,none,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.25, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.0023832321166992188,0.0006024773997042795,0.0008991241455078125,0.00027579452475090505,0.0001,0.5,l1,liblinear,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
0.001764392852783203,0.0003457620050707402,0.0007853031158447266,7.98666511989129e-05,0.0001,0.5,l1,saga,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.5030633083730429,0.49693669162695714,0.502724795640327,0.502724795640327,0.5034059945504087,0.5017711171662126,0.00243036037389311,283
0.0003539085388183594,0.00011502045676030806,0.0,0.0,0.0001,0.5,l1,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,301
0.002851581573486328,0.00016410775984820698,0.0009287357330322266,0.00012506645117835985,0.0001,0.5,l2,liblinear,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.7345132743362832,0.7440435670524166,0.747275204359673,0.7173024523160763,0.7275204359673024,0.7341309868063502,0.010936862451958528,258
0.008105993270874023,0.0018751656743844804,0.001558971405029297,0.000619166566596682,0.0001,0.5,l2,saga,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.730428863172226,0.7413206262763785,0.739100817438692,0.7118528610354223,0.7213896457765667,0.7288185627398571,0.011024003478017803,263
0.004136323928833008,0.0008216163406446596,0.0016308307647705078,0.000671988953393903,0.0001,0.5,l2,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.730428863172226,0.7413206262763785,0.7384196185286104,0.7104904632152589,0.7186648501362398,0.7278648842657427,0.011709351229448597,268
0.0006489753723144531,0.0003032492010748509,0.0,0.0,0.0001,0.5,elasticnet,liblinear,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.002344560623168945,0.0012484762193474054,0.0010811805725097657,0.0005890662099483545,0.0001,0.5,elasticnet,saga,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.502724795640327,0.49659400544959126,0.5016340426952663,0.0025245617507777232,284
0.000779104232788086,0.0003066773428694901,0.0,0.0,0.0001,0.5,elasticnet,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0004002571105957031,0.00022538768442130656,0.0,0.0,0.0001,0.5,none,liblinear,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.0007058143615722656,0.0002192734311012044,0.0,0.0,0.0001,0.5,none,saga,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.0007419586181640625,0.0002956951764858418,0.0,0.0,0.0001,0.5,none,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.0026196002960205077,0.0008116913461429685,0.0012519359588623047,0.000506276292211232,0.0001,0.75,l1,liblinear,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
0.0031571388244628906,0.0008116657620768709,0.001609945297241211,0.0006175436758384721,0.0001,0.75,l1,saga,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.502724795640327,0.49659400544959126,0.5016340426952663,0.0025245617507777232,284
0.00029582977294921874,5.661111474747542e-05,0.0,0.0,0.0001,0.75,l1,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,301
0.0031954288482666016,0.0010645681966714887,0.0009523868560791015,0.00011351044201363018,0.0001,0.75,l2,liblinear,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'liblinear'}",0.7345132743362832,0.7440435670524166,0.747275204359673,0.7173024523160763,0.7275204359673024,0.7341309868063502,0.010936862451958528,258
0.00904831886291504,0.0025275021206982756,0.000946664810180664,4.92816681870639e-05,0.0001,0.75,l2,saga,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'saga'}",0.7311095983662356,0.7413206262763785,0.7384196185286104,0.7091280653950953,0.7227520435967303,0.7285459904326099,0.011643689888140369,264
0.004543018341064453,0.0006934113161937722,0.001346588134765625,0.000555812138333755,0.0001,0.75,l2,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'lbfgs'}",0.730428863172226,0.7413206262763785,0.7384196185286104,0.7104904632152589,0.7186648501362398,0.7278648842657427,0.011709351229448597,268
0.0006079673767089844,0.0004822438561018926,0.0,0.0,0.0001,0.75,elasticnet,liblinear,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.0028071880340576174,0.0008551945338406142,0.0011241436004638672,0.0005927904652505276,0.0001,0.75,elasticnet,saga,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'saga'}",0.49693669162695714,0.5030633083730429,0.502724795640327,0.49727520435967304,0.5034059945504087,0.5006811989100817,0.0029290741896281854,288
0.00026679039001464844,2.7346101754459373e-05,0.0,0.0,0.0001,0.75,elasticnet,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0002815723419189453,6.230949943865558e-05,0.0,0.0,0.0001,0.75,none,liblinear,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.00025582313537597656,5.11459812556846e-05,0.0,0.0,0.0001,0.75,none,saga,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.0002718448638916016,6.509855908716814e-05,0.0,0.0,0.0001,0.75,none,lbfgs,"{'C': 0.0001, 'l1_ratio': 0.75, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.0026961326599121093,0.000658413004615901,0.0012718677520751954,0.0007828919860689398,0.0001,1.0,l1,liblinear,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
0.0023126125335693358,0.0007403450928255584,0.0011983871459960937,0.000501332369895382,0.0001,1.0,l1,saga,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'l1', 'solver': 'saga'}",0.49693669162695714,0.5030633083730429,0.502724795640327,0.502724795640327,0.49659400544959126,0.5004087193460491,0.0029793381915465627,290
0.0004425048828125,0.000216282843448024,0.0,0.0,0.0001,1.0,l1,lbfgs,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,301
0.004096412658691406,0.0016251633154667937,0.001273345947265625,0.0005401770439875678,0.0001,1.0,l2,liblinear,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.7345132743362832,0.7440435670524166,0.747275204359673,0.7173024523160763,0.7275204359673024,0.7341309868063502,0.010936862451958528,258
0.007682228088378906,0.0006339294665883313,0.001325225830078125,0.0005593829036438897,0.0001,1.0,l2,saga,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'l2', 'solver': 'saga'}",0.730428863172226,0.7413206262763785,0.7397820163487738,0.7118528610354223,0.7186648501362398,0.728409843393808,0.011568834268240846,265
0.006829833984375,0.001623830745131843,0.0016885757446289062,0.000538998922093212,0.0001,1.0,l2,lbfgs,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.730428863172226,0.7413206262763785,0.7384196185286104,0.7104904632152589,0.7186648501362398,0.7278648842657427,0.011709351229448597,268
0.0005090236663818359,0.0004518940741119753,0.0,0.0,0.0001,1.0,elasticnet,liblinear,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.0032714366912841796,0.00117384372412178,0.001454639434814453,0.0008336985392070626,0.0001,1.0,elasticnet,saga,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.502724795640327,0.49659400544959126,0.5016340426952663,0.0025245617507777232,284
0.0007096290588378906,0.00040163950527765177,0.0,0.0,0.0001,1.0,elasticnet,lbfgs,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0002872943878173828,7.170210352689807e-05,0.0,0.0,0.0001,1.0,none,liblinear,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.000935506820678711,0.00028663202359411005,0.0,0.0,0.0001,1.0,none,saga,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.0006243705749511719,0.0003162603318925449,0.0,0.0,0.0001,1.0,none,lbfgs,"{'C': 0.0001, 'l1_ratio': 1.0, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.0023398399353027344,0.00040803036706952433,0.0008755207061767578,0.00023385896893291753,0.000774263682681127,0.0,l1,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
0.003349161148071289,0.0005953452105202678,0.0011700630187988282,0.00043005532229859573,0.000774263682681127,0.0,l1,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'l1', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.502724795640327,0.5034059945504087,0.5029964405154297,0.0002546601675450001,275
0.00038661956787109373,0.00022788339638143268,0.0,0.0,0.000774263682681127,0.0,l1,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,301
0.0032433986663818358,0.0002489331752536243,0.0009720325469970703,0.00039042481912759876,0.000774263682681127,0.0,l2,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.7460857726344452,0.7549353301565691,0.752724795640327,0.7247956403269755,0.728882833787466,0.7414848745091567,0.012375466178338948,242
0.014008426666259765,0.004484980510426058,0.0011348247528076172,0.0003223746963065528,0.000774263682681127,0.0,l2,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'l2', 'solver': 'saga'}",0.7460857726344452,0.7542545949625595,0.7540871934604905,0.7213896457765667,0.7309264305177112,0.7413487274703547,0.013101593370450878,247
0.0022747993469238283,0.0003386184269141113,0.0007198333740234375,5.715354344629144e-05,0.000774263682681127,0.0,l2,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7467665078284548,0.7542545949625595,0.7534059945504087,0.7213896457765667,0.7309264305177112,0.7413486347271402,0.013025211437516823,253
0.0006649494171142578,0.0003540725412816532,0.0,0.0,0.000774263682681127,0.0,elasticnet,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.014284944534301758,0.0031295135676085843,0.001367664337158203,0.0006479512317399102,0.000774263682681127,0.0,elasticnet,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.7460857726344452,0.7542545949625595,0.7540871934604905,0.7213896457765667,0.7309264305177112,0.7413487274703547,0.013101593370450878,247
0.0003067970275878906,4.748359648738915e-05,0.0,0.0,0.000774263682681127,0.0,elasticnet,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0003628253936767578,0.00019333635278411646,0.0,0.0,0.000774263682681127,0.0,none,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.0002293109893798828,2.7861330333693586e-06,0.0,0.0,0.000774263682681127,0.0,none,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.00024056434631347656,2.423487035322064e-05,0.0,0.0,0.000774263682681127,0.0,none,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.0, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.002920246124267578,0.0008057183313786397,0.0011410713195800781,0.0006098848473288287,0.000774263682681127,0.25,l1,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
0.003844451904296875,0.0004853041047185716,0.0010256290435791016,0.0005038797251483265,0.000774263682681127,0.25,l1,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'l1', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.502724795640327,0.5034059945504087,0.5029964405154297,0.0002546601675450001,275
0.0006560325622558594,0.00021258353523876278,0.0,0.0,0.000774263682681127,0.25,l1,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,301
0.007819128036499024,0.002507860539823131,0.0019384384155273437,0.0010425622804176773,0.000774263682681127,0.25,l2,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'l2', 'solver': 'liblinear'}",0.7460857726344452,0.7549353301565691,0.752724795640327,0.7247956403269755,0.728882833787466,0.7414848745091567,0.012375466178338948,242
0.0167327880859375,0.004833461336171295,0.0018302440643310548,0.001118903594956979,0.000774263682681127,0.25,l2,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'l2', 'solver': 'saga'}",0.7460857726344452,0.7542545949625595,0.7540871934604905,0.7213896457765667,0.7309264305177112,0.7413487274703547,0.013101593370450878,247
0.0035386085510253906,0.0029132988707917516,0.0007194042205810547,5.922494108604538e-05,0.000774263682681127,0.25,l2,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7467665078284548,0.7542545949625595,0.7534059945504087,0.7213896457765667,0.7309264305177112,0.7413486347271402,0.013025211437516823,253
0.0004147529602050781,0.00025954367854437286,0.0,0.0,0.000774263682681127,0.25,elasticnet,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.01826000213623047,0.007323693991466476,0.002430582046508789,0.0016511171312973026,0.000774263682681127,0.25,elasticnet,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'elasticnet', 'solver': 'saga'}",0.7535738597685501,0.7440435670524166,0.7534059945504087,0.7254768392370572,0.7329700272479565,0.7418940575712778,0.011159984215342072,241
0.000813150405883789,0.0001303281181080511,0.0,0.0,0.000774263682681127,0.25,elasticnet,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0003315925598144531,0.00012766057307817702,0.0,0.0,0.000774263682681127,0.25,none,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.0002746105194091797,6.278668971244372e-05,0.0,0.0,0.000774263682681127,0.25,none,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.00025238990783691404,3.7838943916110536e-05,0.0,0.0,0.000774263682681127,0.25,none,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.25, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.0035311222076416016,0.0022016411573808326,0.0009290218353271484,0.0003865936373637449,0.000774263682681127,0.5,l1,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
0.005733680725097656,0.00262639684605392,0.0012701988220214845,0.000522541007175748,0.000774263682681127,0.5,l1,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.5030633083730429,0.5030633083730429,0.502724795640327,0.502724795640327,0.5034059945504087,0.5029964405154297,0.0002546601675450001,275
0.0011072158813476562,0.0004934446985825884,0.0,0.0,0.000774263682681127,0.5,l1,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,301
0.007058620452880859,0.004532022242010586,0.0017024040222167968,0.0010867256989716084,0.000774263682681127,0.5,l2,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.7460857726344452,0.7549353301565691,0.752724795640327,0.7247956403269755,0.728882833787466,0.7414848745091567,0.012375466178338948,242
0.022113609313964843,0.005514007937852541,0.0010682106018066405,0.00033277226865163285,0.000774263682681127,0.5,l2,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.7460857726344452,0.7542545949625595,0.7540871934604905,0.7213896457765667,0.7309264305177112,0.7413487274703547,0.013101593370450878,247
0.0037758350372314453,0.0020219173143611957,0.0014742374420166015,0.0011157324314667405,0.000774263682681127,0.5,l2,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.7467665078284548,0.7542545949625595,0.7534059945504087,0.7213896457765667,0.7309264305177112,0.7413486347271402,0.013025211437516823,253
0.00027904510498046877,5.315966614863454e-05,0.0,0.0,0.000774263682681127,0.5,elasticnet,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,301
0.017339181900024415,0.004559092367259498,0.0018207550048828125,0.0007173915350802248,0.000774263682681127,0.5,elasticnet,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.7263444520081688,0.7263444520081688,0.7336512261580381,0.7125340599455041,0.7138964577656676,0.7225541295771095,0.008089940882430435,274
0.0002917766571044922,5.95369717761097e-05,0.0,0.0,0.000774263682681127,0.5,elasticnet,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,301
0.0005748748779296875,0.00022057913819358165,0.0,0.0,0.000774263682681127,0.5,none,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,,,301
0.0006580829620361328,0.0001635478743780416,0.0,0.0,0.000774263682681127,0.5,none,saga,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'saga'}",,,,,,,,301
0.0007425785064697265,0.00010774838054723587,0.0,0.0,0.000774263682681127,0.5,none,lbfgs,"{'C': 0.000774263682681127, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'lbfgs'}",,,,,,,,301
0.0036389827728271484,0.002291821491464367,0.001291799545288086,0.0011250961723653667,0.000774263682681127,0.75,l1,liblinear,"{'C': 0.000774263682681127, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'liblinear'}",0.49693669162695714,0.49693669162695714,0.49727520435967304,0.49727520435967304,0.49659400544959126,0.49700355948457037,0.00025466016754503577,291
