mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05057449340820312,0.005658526714646699,0.001287078857421875,0.0006075939752141535,gini,,,8,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 15}",0.7882913546630361,0.7998638529611981,0.8044959128065395,0.7881471389645777,0.7752043596730245,0.7912005238136752,0.010251676270622932,307
0.0006621360778808593,0.00017374537983528678,0.0,0.0,gini,,auto,1,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",,,,,,,,577
0.0006237983703613281,0.00018277427652590097,0.0,0.0,gini,,auto,1,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",,,,,,,,577
0.00045795440673828124,0.0001811606845331673,0.0,0.0,gini,,auto,1,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",,,,,,,,577
0.0006252288818359375,0.0002092478917492298,0.0,0.0,gini,,auto,1,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 15}",,,,,,,,577
0.0007895469665527344,5.6873421512520745e-05,0.0,0.0,gini,,auto,2,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",,,,,,,,577
0.0006562232971191406,0.00019552420294363508,0.0,0.0,gini,,auto,2,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",,,,,,,,577
0.0006991863250732422,0.00010538992261540976,0.0,0.0,gini,,auto,2,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",,,,,,,,577
0.0005252838134765625,0.00016050323162195956,0.0,0.0,gini,,auto,2,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 15}",,,,,,,,577
0.0005014896392822266,0.0002142670091695898,0.0,0.0,gini,,auto,4,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",,,,,,,,577
0.0005209445953369141,0.00029155521667827584,0.0,0.0,gini,,auto,4,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",,,,,,,,577
0.0005619049072265625,0.00016590489380952387,0.0,0.0,gini,,auto,4,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",,,,,,,,577
0.0005735397338867187,0.00019696154640661714,0.0,0.0,gini,,auto,4,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 15}",,,,,,,,577
0.0007997512817382813,8.773643036076015e-05,0.0,0.0,gini,,auto,8,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 2}",,,,,,,,577
0.00047702789306640624,0.0001764817676666169,0.0,0.0,gini,,auto,8,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 5}",,,,,,,,577
0.00042705535888671876,0.00019168749377217935,0.0,0.0,gini,,auto,8,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 10}",,,,,,,,577
0.0006515979766845703,0.00023484566487647115,0.0,0.0,gini,,auto,8,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 15}",,,,,,,,577
0.020494985580444335,0.0018799010566578546,0.0023613929748535155,0.000908064283533105,gini,,sqrt,1,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7746766507828454,0.7678692988427501,0.7854223433242506,0.7670299727520435,0.7663487738419619,0.7722694079087702,0.007220264214085969,553
0.017775249481201173,0.0012638326985121003,0.001423788070678711,0.0005969832763793625,gini,,sqrt,1,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7889720898570456,0.7780803267528931,0.7683923705722071,0.7670299727520435,0.7581743869209809,0.772129829371034,0.010524273534587661,555
0.01989264488220215,0.003491273598665079,0.0014884471893310547,0.0006201139919553483,gini,,sqrt,1,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7862491490810075,0.7828454731109599,0.784741144414169,0.7806539509536785,0.7731607629427792,0.7815300961005189,0.0045852781117053844,443
0.021412134170532227,0.0039032443883293476,0.0024355411529541015,0.0020541062045363835,gini,,sqrt,1,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 15}",0.7773995915588836,0.8039482641252553,0.7717983651226158,0.7704359673024523,0.7697547683923706,0.7786673913003155,0.012923657034577344,485
0.019803237915039063,0.0032633563874294633,0.001237344741821289,0.0003855713163297464,gini,,sqrt,2,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7848876786929885,0.8107556160653506,0.7772479564032697,0.7663487738419619,0.7561307901907357,0.7790741630388613,0.018596668242816947,480
0.02060227394104004,0.005025620939630346,0.0014295578002929688,0.0005289307445555885,gini,,sqrt,2,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7705922396187883,0.7733151803948264,0.773841961852861,0.7656675749318801,0.7431880108991825,0.7653209935395077,0.011439309410289832,575
0.019730377197265624,0.0027941217377238825,0.001648283004760742,0.0005844317742749796,gini,,sqrt,2,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7896528250510552,0.7794417971409122,0.784741144414169,0.7772479564032697,0.7629427792915532,0.7788053004601919,0.009026107240190089,483
0.02036418914794922,0.0035647909819740034,0.0020006179809570314,0.0005980867826613534,gini,,sqrt,2,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 15}",0.7821647379169503,0.7896528250510552,0.7874659400544959,0.7826975476839237,0.7935967302452316,0.7871155561903314,0.004303382855208477,371
0.02048497200012207,0.0028963144154412895,0.0015431880950927735,0.0005840280918692985,gini,,sqrt,4,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2}",0.786929884275017,0.7821647379169503,0.7574931880108992,0.7758855585831063,0.7663487738419619,0.7737644285255869,0.010659632432268265,540
0.019177913665771484,0.0030803472375019567,0.0013821125030517578,0.0005170901161428734,gini,,sqrt,4,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5}",0.786929884275017,0.7821647379169503,0.7574931880108992,0.7758855585831063,0.7663487738419619,0.7737644285255869,0.010659632432268265,540
0.01988539695739746,0.002381687231248438,0.001670074462890625,0.00045223185303111307,gini,,sqrt,4,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7889720898570456,0.7964601769911505,0.7806539509536785,0.771117166212534,0.7643051771117166,0.7803017122252249,0.011633060861946832,467
0.020419836044311523,0.002165939172097765,0.001934814453125,0.0005547355410275581,gini,,sqrt,4,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 15}",0.7678692988427501,0.7998638529611981,0.7752043596730245,0.7799727520435967,0.7786103542234333,0.7803041235488005,0.010641373345081912,465
0.019818830490112304,0.0041520141708057835,0.0016959190368652343,0.0008451203756842066,gini,,sqrt,8,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.01945338249206543,0.003658356058194506,0.001618671417236328,0.0005978441289937042,gini,,sqrt,8,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.017093563079833986,0.0025606042561557734,0.0010265827178955079,6.047385625851854e-05,gini,,sqrt,8,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.017164182662963868,0.0018458567943177228,0.0013934135437011718,0.0004822252224145019,gini,,sqrt,8,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 15}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.023862600326538086,0.003086837026416238,0.0015797615051269531,0.000679892338947231,gini,,log2,1,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7746766507828454,0.7678692988427501,0.7854223433242506,0.7670299727520435,0.7663487738419619,0.7722694079087702,0.007220264214085969,553
0.02247443199157715,0.005158313133191898,0.002438640594482422,0.0017659100084088837,gini,,log2,1,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7889720898570456,0.7780803267528931,0.7683923705722071,0.7670299727520435,0.7581743869209809,0.772129829371034,0.010524273534587661,555
0.021068763732910157,0.0017709406611955269,0.0016913890838623046,0.0007783624064503148,gini,,log2,1,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7862491490810075,0.7828454731109599,0.784741144414169,0.7806539509536785,0.7731607629427792,0.7815300961005189,0.0045852781117053844,443
0.018932151794433593,0.0011712457304103095,0.001278257369995117,0.00039797620516346106,gini,,log2,1,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 15}",0.7773995915588836,0.8039482641252553,0.7717983651226158,0.7704359673024523,0.7697547683923706,0.7786673913003155,0.012923657034577344,485
0.018037033081054688,0.0026539915510494644,0.0013856887817382812,0.00033825488342265753,gini,,log2,2,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7848876786929885,0.8107556160653506,0.7772479564032697,0.7663487738419619,0.7561307901907357,0.7790741630388613,0.018596668242816947,480
0.023154830932617186,0.0026382737941699095,0.0017015933990478516,0.0006103724237691617,gini,,log2,2,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7705922396187883,0.7733151803948264,0.773841961852861,0.7656675749318801,0.7431880108991825,0.7653209935395077,0.011439309410289832,575
0.02724137306213379,0.012302847261345744,0.0014586925506591796,0.0005550052364150481,gini,,log2,2,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7896528250510552,0.7794417971409122,0.784741144414169,0.7772479564032697,0.7629427792915532,0.7788053004601919,0.009026107240190089,483
0.028418207168579103,0.014429175385950715,0.0012484073638916015,0.0005007989694316942,gini,,log2,2,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 15}",0.7821647379169503,0.7896528250510552,0.7874659400544959,0.7826975476839237,0.7935967302452316,0.7871155561903314,0.004303382855208477,371
0.018221664428710937,0.0016507423605645114,0.0015157699584960938,0.0006608861279771132,gini,,log2,4,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2}",0.786929884275017,0.7821647379169503,0.7574931880108992,0.7758855585831063,0.7663487738419619,0.7737644285255869,0.010659632432268265,540
0.017791080474853515,0.0014640788987864367,0.002084493637084961,0.0006883422266547152,gini,,log2,4,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5}",0.786929884275017,0.7821647379169503,0.7574931880108992,0.7758855585831063,0.7663487738419619,0.7737644285255869,0.010659632432268265,540
0.019942855834960936,0.0016156713096239642,0.0011595726013183595,0.0003558114526206961,gini,,log2,4,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7889720898570456,0.7964601769911505,0.7806539509536785,0.771117166212534,0.7643051771117166,0.7803017122252249,0.011633060861946832,467
0.0264951229095459,0.015267238592084106,0.0015306472778320312,0.0005977820114681389,gini,,log2,4,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 15}",0.7678692988427501,0.7998638529611981,0.7752043596730245,0.7799727520435967,0.7786103542234333,0.7803041235488005,0.010641373345081912,465
0.02623753547668457,0.015932143393325725,0.001631450653076172,0.0005227929698249634,gini,,log2,8,2,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 2}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.017254447937011717,0.0016872222393446087,0.00132598876953125,0.0006857216368287736,gini,,log2,8,5,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 5}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.016131877899169922,0.0015860045444674893,0.0011998653411865235,0.00046071772297427385,gini,,log2,8,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 10}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.023374128341674804,0.006637584442712936,0.004870271682739258,0.004530156692141687,gini,,log2,8,15,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 15}",0.7821647379169503,0.7930565010211028,0.7758855585831063,0.8099455040871935,0.7826975476839237,0.7887499698584554,0.011943927773224113,332
0.033416748046875,0.012773767319879354,0.001128244400024414,0.0003765813539804008,gini,5,,1,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8175629680054459,0.820285908781484,0.8126702997275205,0.8072207084468664,0.7970027247956403,0.8109485219513914,0.008273863184281343,25
0.026840591430664064,0.002881060786197482,0.0012577533721923827,0.0004963545829578453,gini,5,,1,5,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.8168822328114363,0.820285908781484,0.8126702997275205,0.8072207084468664,0.7970027247956403,0.8108123749125895,0.008168835998461181,26
0.03221144676208496,0.018196056751018746,0.0011530876159667968,0.00019951316863063342,gini,5,,1,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8168822328114363,0.820285908781484,0.8126702997275205,0.8072207084468664,0.7970027247956403,0.8108123749125895,0.008168835998461181,26
0.03231935501098633,0.01696310703013497,0.0019958972930908202,0.0016924214846600308,gini,5,,1,15,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 15}",0.8168822328114363,0.820285908781484,0.8126702997275205,0.8072207084468664,0.7970027247956403,0.8108123749125895,0.008168835998461181,26
0.0342768669128418,0.012800704638099205,0.0024008750915527344,0.002402565421690238,gini,5,,2,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8168822328114363,0.8209666439754936,0.8133514986376021,0.8079019073569482,0.797683923705722,0.8113572412974405,0.008071457860904723,13
0.024882698059082033,0.006066326066543585,0.0011017322540283203,0.0003354105245579108,gini,5,,2,5,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8168822328114363,0.8209666439754936,0.8133514986376021,0.8079019073569482,0.797683923705722,0.8113572412974405,0.008071457860904723,13
0.03199214935302734,0.01314959350079733,0.001525115966796875,0.0005190933799091005,gini,5,,2,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8168822328114363,0.8209666439754936,0.8133514986376021,0.8079019073569482,0.797683923705722,0.8113572412974405,0.008071457860904723,13
0.022740697860717772,0.0014032217751302383,0.001131439208984375,0.0004008294002742527,gini,5,,2,15,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 15}",0.8168822328114363,0.8209666439754936,0.8133514986376021,0.8072207084468664,0.797683923705722,0.8112210015154242,0.008134137016234043,16
0.026882266998291014,0.005277654347846233,0.0014377593994140624,0.0005022063030725915,gini,5,,4,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8168822328114363,0.821647379169503,0.8133514986376021,0.805858310626703,0.797683923705722,0.8110846689901934,0.008452406818968843,21
0.024947071075439455,0.0014692134752796037,0.0011911869049072265,0.0005442407888674044,gini,5,,4,5,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8168822328114363,0.821647379169503,0.8133514986376021,0.805858310626703,0.797683923705722,0.8110846689901934,0.008452406818968843,21
0.025828075408935548,0.0023515151449293404,0.0019078731536865234,0.0005439569995330768,gini,5,,4,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8168822328114363,0.821647379169503,0.8133514986376021,0.805858310626703,0.797683923705722,0.8110846689901934,0.008452406818968843,21
0.02674384117126465,0.0032367184372887946,0.002170372009277344,0.0012096030403322222,gini,5,,4,15,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 15}",0.8168822328114363,0.821647379169503,0.8133514986376021,0.805858310626703,0.797683923705722,0.8110846689901934,0.008452406818968843,21
0.024712467193603517,0.0012432547765553787,0.0015102386474609374,0.0003809025720673184,gini,5,,8,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.8162014976174268,0.8196051735874744,0.8126702997275205,0.8065395095367848,0.7963215258855586,0.810267601270953,0.008204462555507592,29
0.02277679443359375,0.0017254493234980031,0.0013263702392578125,0.00043076908846042535,gini,5,,8,5,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.8162014976174268,0.8196051735874744,0.8126702997275205,0.8065395095367848,0.7963215258855586,0.810267601270953,0.008204462555507592,29
0.02440814971923828,0.0017151986448347054,0.001758432388305664,0.000600114739975956,gini,5,,8,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.8162014976174268,0.8196051735874744,0.8126702997275205,0.8065395095367848,0.7963215258855586,0.810267601270953,0.008204462555507592,29
0.02175593376159668,0.001238022250741786,0.001191425323486328,0.00038396159728863337,gini,5,,8,15,"{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 15}",0.8162014976174268,0.8196051735874744,0.8126702997275205,0.8065395095367848,0.7963215258855586,0.810267601270953,0.008204462555507592,29
0.0006240367889404297,0.0001962263179900379,0.0,0.0,gini,5,auto,1,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",,,,,,,,577
0.0006762981414794922,0.00011868175128796284,0.0,0.0,gini,5,auto,1,5,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",,,,,,,,577
0.0005901813507080078,0.00013353148419260075,0.0,0.0,gini,5,auto,1,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",,,,,,,,577
0.0008721351623535156,0.0006043487078757055,0.0,0.0,gini,5,auto,1,15,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 15}",,,,,,,,577
0.0004887580871582031,0.0002496020034814266,0.0,0.0,gini,5,auto,2,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",,,,,,,,577
0.0005759716033935547,2.9924865552123085e-05,0.0,0.0,gini,5,auto,2,5,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",,,,,,,,577
0.0005625724792480469,0.00018951494384532945,0.0,0.0,gini,5,auto,2,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",,,,,,,,577
0.0002262592315673828,6.668904776400409e-06,0.0,0.0,gini,5,auto,2,15,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 15}",,,,,,,,577
0.0005980968475341797,3.399170062754811e-05,0.0,0.0,gini,5,auto,4,2,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",,,,,,,,577
