toi,tid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,ra,dec,tfopwg_disp,fe_h,gaia_source_id,Prediction,source_id,teff_gspspec,flags_gspspec,lum_flame,mass_flame,r_med_geo,r_lo_geo,r_hi_geo,flags_flame,teff_gspphot,ruwe,teff,hz_inner,hz_outer,a_orbit,isInHabitableZone
1011.01,TIC 114018671,2.4704981,2.191,250.0,1.44656,1364.0,575.597,5413.7,4.46,0.94,113.984761,-32.841999,PC,-0.1099999994039535,Gaia DR3 5592015297342611968,1,Gaia DR3 5592015297342611968,5374.0,00000000000009911009900019900991199999999,0.6729387,0.89208543,52.345104,52.280975,52.38133,00,5454.17,0.9479325,5374.0,0.8280856761721539,1.4494042057516874,0.03442919958152373,out
1036.01,TIC 146172354,3.7795212,2.952,2761.0,5.98375,1294.0,466.528,5771.0,4.31,1.18,157.867112,-42.240448,PC,0.0399999991059303,Gaia DR3 5368266433430785280,1,Gaia DR3 5368266433430785280,5700.0,00000000000009999001100119900999999999999,1.300065,0.93966824,182.281,181.83157,182.75114,00,5664.6846,1.0047425,5700.0,1.1359683275603247,1.958036232473602,0.046510513438834535,out
1056.01,TIC 421894914,5.3079507,3.2158594,391.3830934,3.0486928,1263.9861129,603.2401116,6124.3,4.38,1.36963,339.258703,-76.917605,PC,0.1000000014901161,Gaia DR3 6357011163877476096,1,Gaia DR3 6357011163877476096,6192.0,00000000000000299000000029900999999999999,1.9318995,1.1063583,167.26251,166.9836,167.56337,00,6070.805,1.0302962,6192.0,1.3579453829328216,2.290793251756389,0.061591145201303044,out
1057.01,TIC 323132914,51.1701501,6.6641048,851.4547808,2.9366826,466.7322968,11.2148229,5599.0,4.46138,0.943356,127.996917,-78.407564,PC,-0.1099999994039535,Gaia DR3 5209299420242893184,1,Gaia DR3 5209299420242893184,5661.0,00000000000009999019900999900999999999999,0.8212418,0.91018057,98.10141,97.980896,98.2148,00,5557.8633,1.0416116,5661.0,0.9042817064948911,1.561493773653967,0.26140992628719634,out
1063.01,TIC 406976746,10.0665238,2.4023189,839.9044871,2.7272824,694.1792631,54.8791715,5552.0,4.61783,0.791742,230.555493,-83.056214,PC,0.0900000035762786,Gaia DR3 5771517717394679424,1,Gaia DR3 5771517717394679424,5255.0,00000002000009999999999999999999999999999,0.42751423,0.82069397,61.24192,61.202774,61.28233,00,5135.517,1.0190543,5135.51708984375,0.6662710572442323,1.17965531945174,0.08542438445148419,out
1074.01,TIC 327301957,13.9428705,3.7522756,1015.395543,2.4233421,587.1759148,28.0927293,5206.0,4.63095,0.741671,310.761004,-72.010267,PC,-0.2199999988079071,Gaia DR3 6373601591750055424,1,Gaia DR3 6373601591750055424,4932.0,00000000000009999999900019900999999999999,0.32332203,0.8301993,107.40561,107.25859,107.55037,00,4996.7056,0.8927187,4932.0,0.5839467038288798,1.0441356825047998,0.10655259011226469,out
1086.01,TIC 468148930,3.7178828,5.5277827,4864.8405125,14.6986197,1689.4116185,1925.1426172,5818.0,4.33787,2.0840001,305.56982,-88.568495,PC,0.1899999976158142,Gaia DR3 6341398511080515712,1,Gaia DR3 6341398511080515712,6463.0,00000020000009999999999999999999999999999,3.5787065,1.2001854,723.47253,717.91034,729.0509,00,5793.276,1.1465193,6463.0,1.829568790534779,3.053758965970639,0.0499131531509221,out
1105.01,TIC 274151135,10.8680523,2.375,1553.0,2.90726,594.0,20.7383,4664.0,4.55,0.76,146.053969,-89.471513,PC,0.0199999995529651,Gaia DR3 5188175980806170624,1,Gaia DR3 5188175980806170624,4923.0,00000001000009999999900999900999999999999,0.2456347,0.737069,79.301125,79.22864,79.375496,00,4678.4644,0.98955137,4678.46435546875,0.5137099514634095,0.9298125718446535,0.08673724519286366,out
1116.01,TIC 304100538,5.0100708,2.0644756,409.4812214,2.3107394,971.6657708,210.6631712,5551.0,4.46214,0.906282,27.699972,-75.848774,PC,0.1099999994039535,Gaia DR3 4636943797678881408,1,Gaia DR3 4636943797678881408,5708.0,00000001000009922009900129900999999999999,0.66505605,0.9453524,94.24473,94.14434,94.36396,00,5523.859,0.949999,5523.85888671875,0.8182817831906236,1.4220799422755257,0.05623787596492655,out
1117.01,TIC 295541511,2.2281625,2.015,630.0,2.56778,1434.0,702.927,5731.0,4.43,1.02,273.602061,-66.419974,PC,0.1800000071525573,Gaia DR3 6436995652638923392,1,Gaia DR3 6436995652638923392,5675.0,00000000000009921001200129900999999999999,0.97822535,0.95610636,166.14626,165.71776,166.5058,00,5685.946,1.0008682,5675.0,0.9863746997460275,1.7021474082593582,0.032890343140355195,out
1154.01,TIC 459970307,21.745537,4.196,659.0,2.10208,642.0,28.2504,5704.0,4.51,0.93,254.924043,64.699214,PC,0.0640999972820282,Gaia DR3 1632298579931398272,1,Gaia DR3 1632298579931398272,5675.0,00000011000009999999999999999999999999999,0.81850636,0.96559393,93.62406,93.53428,93.725586,00,5640.217,1.0294701,5640.216796875,0.9035331466084413,1.561705862985563,0.1507000379633457,out
1176.01,TIC 230088370,14.0077666,5.8727493,5924.8349672,12.4023108,1028.5320293,264.4796635,6557.7,4.18,1.57435,247.35668,71.505873,PC,0.093199998140335,Gaia DR3 1653285267606752128,1,Gaia DR3 1653285267606752128,5995.0,22200001000009999999999999999999999999999,4.03906,1.3212459,296.81833,295.67007,298.08826,00,6443.9,1.1415601,6443.89990234375,1.945029710369379,3.248797782050186,0.12478879102988351,out
119.01,TIC 278683844,5.5411114,2.467,633.0,2.04482,1117.0,258.843,5332.0,4.56429,0.82,99.238421,-58.016153,PC,0.0834000036120414,Gaia DR3 5484357574075622784,1,Gaia DR3 5484357574075622784,5274.0,00000001000009922009900009900999999999999,0.43000627,0.85527956,66.74539,66.69444,66.79041,00,5184.842,0.9149572,5184.841796875,0.6669252049933038,1.1779994863026213,0.058170444219671734,out
119.02,TIC 278683844,10.6917268,3.002,535.0,1.79811,710.0,42.2657,5332.0,4.56429,0.82,99.238421,-58.016153,PC,0.0834000036120414,Gaia DR3 5484357574075622784,1,Gaia DR3 5484357574075622784,5274.0,00000001000009922009900009900999999999999,0.43000627,0.85527956,66.74539,66.69444,66.79041,00,5184.842,0.9149572,5184.841796875,0.6669252049933038,1.1779994863026213,0.0901577423549429,out
1208.01,TIC 273985865,3.4239436,1.9601023,443.6391381,1.7581475,1056.3800546,294.3078003,5626.0,4.56195,0.823019,30.508742,-83.227962,PC,-0.0099999997764825,Gaia DR3 4618022851832408832,1,Gaia DR3 4618022851832408832,5410.0,00000000000009999999900029900999999999999,0.5304411,0.9389368,133.99776,133.7814,134.21202,00,5416.9746,0.8345325,5410.0,0.734142696996131,1.28276690086477,0.043534305492735514,out
1208.02,TIC 273985865,10.983042,3.7478987,725.1724567,2.5070075,716.2888325,62.2119369,5626.0,4.56195,0.823019,30.508742,-83.227962,PC,-0.0099999997764825,Gaia DR3 4618022851832408832,1,Gaia DR3 4618022851832408832,5410.0,00000000000009999999900029900999999999999,0.5304411,0.9389368,133.99776,133.7814,134.21202,00,5416.9746,0.8345325,5410.0,0.734142696996131,1.28276690086477,0.09468815373176363,out
1208.03,TIC 273985865,17.726449,3.4404719,747.7725499,2.261664,610.6445415,32.8605569,5626.0,4.56195,0.823019,30.508742,-83.227962,PC,-0.0099999997764825,Gaia DR3 4618022851832408832,1,Gaia DR3 4618022851832408832,5410.0,00000000000009999999900029900999999999999,0.5304411,0.9389368,133.99776,133.7814,134.21202,00,5416.9746,0.8345325,5410.0,0.734142696996131,1.28276690086477,0.13028518960591226,out
1209.01,TIC 30037565,40.7199388,4.2436925,355.619391,3.2352713,668.3063106,47.143655,5914.0,3.98,1.55953,73.541918,-70.379109,PC,0.1305000036954879,Gaia DR3 4654747845890497920,1,Gaia DR3 4654747845890497920,6134.0,00000000000009999999900119901999999999999,2.213452,1.1321032,173.47418,173.0937,173.93845,00,6019.991,0.78451365,6134.0,1.456804684870516,2.463476993900342,0.2414173685680107,out
1211.01,TIC 50312495,18.1663644,2.464,624.0,2.80447,562.0,16.6472,5572.9,3.83,1.14,31.178933,-73.126759,PC,-0.2399999946355819,Gaia DR3 4638613921481685248,1,Gaia DR3 4638613921481685248,5607.0,00000010000009999999900999900999999999999,1.0497212,0.95876366,132.34935,132.12308,132.62628,00,5708.7188,1.1188196,5607.0,1.024596978645606,1.773699022836385,0.13335755666057766,out
1212.01,TIC 389924075,105.5850893,11.6068811,462.9116325,2.5033335,429.5758177,8.047858,5909.57,4.26154,1.1142,87.874157,-70.991808,PC,-0.2673999965190887,Gaia DR3 4656943398818314752,1,Gaia DR3 4656943398818314752,5685.0,00000010000009999999900999999999999999999,1.3650492,1.0967801,192.16116,191.62047,192.63887,00,6022.1396,0.92196995,5685.0,1.164718838049772,2.0089809074487834,0.4508616930067035,out
1214.01,TIC 451606970,19.1807264,3.9621084,544.5602695,2.4311768,611.0168649,32.9407734,5262.4,3.98,0.937973,285.049519,-84.448187,PC,-0.0099999997764825,Gaia DR3 6346866038808305152,1,Gaia DR3 6346866038808305152,5317.0,00000000000009999009900999900999999999999,0.5501434,0.8368096,107.186966,107.066826,107.33578,00,5280.6626,1.042157,5317.0,0.7504335262949101,1.317083672332138,0.1321459958702048,out
1218.01,TIC 294781547,13.7738265,2.9992376,338.2166234,1.8971927,730.4597521,67.2831271,5455.96,4.46737,1.01825,71.484109,-68.761805,PC,-0.0631999969482421,Gaia DR3 4655454831877302016,1,Gaia DR3 4655454831877302016,5627.0,00000000000009999999900999900999999999999,0.6552804,0.9774799,134.49637,134.20029,134.72243,00,5608.5776,0.8776157,5627.0,0.8088698602375148,1.3989451746238157,0.11160254741507647,out
1222.01,TIC 374997123,10.1944993,2.2648785,317.3261147,2.7392825,994.4291411,231.1087411,6082.0,4.33287,1.32661,99.224785,-63.079384,PC,0.1086999997496604,Gaia DR3 5477206904502241920,1,Gaia DR3 5477206904502241920,5924.0,00000000000009911999900999900999999999999,1.8482772,1.0218778,220.64923,220.17163,221.03752,00,5839.9634,0.7989265,5924.0,1.3423096319195835,2.29044228917277,0.09267843204144459,out
1226.01,TIC 177115354,3.9287851,1.8165271,485.9762569,2.329279,1123.4398689,376.4612937,5668.15,4.52573,0.986943,103.754836,-69.867129,PC,-0.0461999997496604,Gaia DR3 5268375458447445120,1,Gaia DR3 5268375458447445120,5539.0,00000010000009999999999999999999999999999,0.77666724,0.8747698,255.85196,255.33516,256.4288,00,5434.915,1.0894938,5539.0,0.8837431254131487,1.534748891547174,0.04660206970264736,out
1232.01,TIC 364395234,14.2545623,4.7250029,7899.6939555,10.7048234,785.7055082,90.0658585,5739.0,4.28235,1.09597,116.501399,-61.879794,PC,0.1988999992609024,Gaia DR3 5289147737059634560,1,Gaia DR3 5289147737059634560,5686.0,00000010000009999999999999999999999999999,1.018314,0.9212015,325.79947,324.77383,327.03317,00,5403.6416,0.9862141,5686.0,1.005935759156409,1.7350217374802928,0.11194960567839364,out
1241.01,TIC 159107668,4.7802597,1.4588658,1015.4550043,7.6126429,1654.2989516,1770.0151344,5826.0,3.7213,2.3387201,289.73973,44.647347,PC,0.1054999977350235,Gaia DR3 2126945668448657664,1,Gaia DR3 2126945668448657664,5989.0,00000010000009999999900999999999999999999,5.6308174,1.3203424,558.71216,535.3115,579.60596,00,5813.982,4.89135,5989.0,2.3368463497338925,3.976138149423748,0.060925384794636515,out
1245.01,TIC 229781583,4.8204512,1.756,1930.0,2.36747,572.0,17.8782,3692.0,4.71598,0.52,283.53553,69.633534,PC,-0.0866999998688697,Gaia DR3 2262315066153905280,1,Gaia DR3 2262315066153905280,3865.0,00011121000009999999999999999999999999999,0.06267457,0.5700481,79.97646,79.90713,80.04542,00,3816.0078,1.1277891,3816.0078125,0.2664420970357685,0.501397049942738,0.04630530194856776,out
1258.01,TIC 288132261,10.2613397,4.855,726.0,3.60391,1152.0,372.358,6124.0,4.15391,1.49,209.484313,79.583322,PC,0.0399999991059303,Gaia DR3 1715619914680155904,1,Gaia DR3 1715619914680155904,6068.0,00000000000000212000000999900011299999999,2.6443052,1.1083474,152.88515,152.64302,153.15312,00,5988.677,0.9336843,6068.0,1.5964085270387862,2.707074006227978,0.09563784359623712,out
1261.01,TIC 356311210,18.0574016,3.592177,1198.0572128,3.8092663,704.2235859,58.1250403,5897.0,4.45922,1.01,268.016064,53.730699,PC,0.0042939854199717,Gaia DR3 1417009251113227648,1,Gaia DR3 1417009251113227648,5951.0,00100021000009999999999999999999999999999,1.0844496,1.0402179,198.56418,198.15956,198.9443,00,5857.3623,0.8810576,5857.3623046875,1.030940092595485,1.7643523747011443,0.1364834639807816,out
1262.01,TIC 365938305,20.8774413,3.562,771.0,2.16145,572.0,17.8402,5396.0,4.50457,0.9,180.726502,74.061009,PC,-0.0599999986588954,Gaia DR3 1690920790414859520,1,Gaia DR3 1690920790414859520,5366.0,00000000000009999009900229900999999999999,0.6495039,0.9136726,92.94662,92.86136,93.0297,00,5470.405,0.84888065,5366.0,0.8137990579026159,1.424943730789106,0.14398485482416915,out
1269.02,TIC 198241702,9.2378703,2.535,660.0,2.22995,757.0,54.6767,5591.0,4.38111,0.85,249.69664,64.559181,PC,-0.1280000060796737,Gaia DR3 1635108588053258752,1,Gaia DR3 1635108588053258752,5586.0,00000000000009999999900999900999999999999,0.6167512,0.96909446,172.10913,171.66792,172.46333,00,5554.02,0.89576423,5586.0,0.786030756683858,1.362048722575378,0.08526517819799627,out
1274.01,TIC 459969957,19.3203478,4.215,13910.0,9.38964,534.0,13.544,4968.1,4.5,0.8,254.816154,65.747438,PC,0.2369000017642974,Gaia DR3 1635452975711399168,1,Gaia DR3 1635452975711399168,4753.0,00000010000009999999999999999999999999999,0.27682468,0.7732364,178.37886,177.98985,178.7513,00,4780.653,0.98694164,4753.0,0.5439007133952428,0.980954870098591,0.1293349252958937,out
1277.02,TIC 153949511,14.8559691,3.711,1127.0,2.72638,788.0,64.0545,5544.0,4.5609,0.86,172.747799,66.796529,PC,-0.2300000041723251,Gaia DR3 1057653808518093056,1,Gaia DR3 1057653808518093056,5657.0,00000001000009999999999999999999999999999,0.6549921,0.9770944,100.80175,100.676125,100.9216,00,5611.7007,0.8496787,5611.70068359375,0.8091920671279865,1.4005003641243732,0.11735851232418544,out
1280.01,TIC 230017324,9.6926392,3.0182304,1838.2370548,3.289074,626.5734732,36.4257934,4665.0,4.56182,0.746003,291.465322,61.776153,PC,0.209999993443489,Gaia DR3 2240116441786134912,1,Gaia DR3 2240116441786134912,4805.0,00000010000009999999900999999999999999999,0.23801233,0.7893451,92.04604,91.93819,92.12634,00,4780.795,0.7204033,4805.0,0.5033819656540427,0.9056124527506328,0.08222150624626248,out
1281.01,TIC 232971294,6.390888,3.766,435.0,2.47201,1227.0,376.532,6191.0,4.27017,1.32,199.442645,71.721051,PC,0.1599999964237213,Gaia DR3 1687807458817203584,1,Gaia DR3 1687807458817203584,6156.0,00000000000009999000000999900999999999999,2.2039297,1.1337091,177.8069,177.4934,178.1406,00,6048.175,0.9316773,6156.0,1.4524249178147106,2.4538211661557416,0.07027644313948543,out
1287.01,TIC 352764091,9.6001126,4.9882857,380.4193796,2.4070295,950.8147029,193.1543783,5891.0,4.30161,1.2103699,308.747621,63.474938,PC,-0.0299999993294477,Gaia DR3 2243601962363799680,1,Gaia DR3 2243601962363799680,5946.0,00000000000001299001000019900012299999999,1.61086,1.0041692,92.66675,92.53989,92.78212,00,5831.7393,1.0856812,5946.0,1.252035353495585,2.1343371995234803,0.08852276038855189,out
1291.01,TIC 198186769,7.16199,7.668,800.0,5.05452,1649.0,1230.42,6229.0,4.0,1.81,245.818009,62.925121,PC,0.2300000041723251,Gaia DR3 1628902566468951296,1,Gaia DR3 1628902566468951296,6304.0,00000000000009999999900999901999999999999,3.9569368,1.302301,414.71637,413.10953,416.23535,00,6139.9536,0.8780793,6304.0,1.9351508985346841,3.2497970740360125,0.07940747097275168,out
1293.01,TIC 202504234,1.6849938,0.916,990.0,3.76716,1198.0,342.918,5923.0,4.38,1.11,230.310094,63.565285,PC,-0.1000000014901161,Gaia DR3 1640813919530112512,1,Gaia DR3 1640813919530112512,5828.0,00000010000009999999999999999999999999999,1.2643768,0.97893953,234.80455,234.03865,235.69264,00,5763.217,1.3517137,5828.0,1.1144987702493883,1.9098686055162701,0.027516039321613613,out
1302.01,TIC 441797803,5.6666168,3.604,9780.0,14.8589,1277.0,442.536,6530.0,4.23,1.47,264.378942,73.261193,PC,0.3033409855761081,Gaia DR3 1652365594850012288,1,Gaia DR3 1652365594850012288,6684.0,00100010000009999999900999900999999999999,3.1462665,1.2536061,332.62262,331.51822,333.7154,00,6378.3765,0.993721,6684.0,1.702342253189125,2.8191952396311515,0.06707150026075397,out
1346.01,TIC 219852882,5.5025577,3.1711008,844.7022676,2.7049797,811.847988,102.6644008,4965.0,4.56,0.784109,256.622675,68.843303,PC,0.1199999973177909,Gaia DR3 1636979235288735744,1,Gaia DR3 1636979235288735744,5046.0,00000011000009999999999999999999999999999,0.34164384,0.8269604,114.19102,114.06933,114.30851,00,5023.522,0.80348074,5023.52197265625,0.5981874650119587,1.0648711493067802,0.05725407459135739,out
1346.02,TIC 219852882,1.7622537,0.8779711,733.5550822,2.5235818,1186.6066429,468.5415425,4965.0,4.56,0.784109,256.622675,68.843303,PC,0.1199999973177909,Gaia DR3 1636979235288735744,1,Gaia DR3 1636979235288735744,5046.0,00000011000009999999999999999999999999999,0.34164384,0.8269604,114.19102,114.06933,114.30851,00,5023.522,0.80348074,5023.52197265625,0.5981874650119587,1.0648711493067802,0.026800462164296945,out
1349.01,TIC 272635712,12.71672,2.529,388.126,2.7546,673.0,34.1387,5711.1,4.24,1.27,231.162129,67.464751,APC,-0.209999993443489,Gaia DR3 1645618373025648512,1,Gaia DR3 1645618373025648512,5694.0,00000000000009999000100999900999999999999,1.4563357,0.92512155,126.89161,125.90344,127.843735,00,5577.229,5.0379496,5694.0,1.2025959106298498,2.0734531225342026,0.1038926359755773,out
1404.01,TIC 352239069,6.8674054,3.488,779.0,2.4024,1157.0,297.944,6051.5,4.48,1.03,292.196087,58.614764,PC,-0.0579232593099272,Gaia DR3 2238641309498813696,1,Gaia DR3 2238641309498813696,5996.0,00100011000009999999999999999999999999999,1.3439581,1.0879931,248.5524,248.0077,249.10829,00,6002.1777,0.79234004,6002.177734375,1.1410645087410842,1.9404094444696132,0.07272308115640752,out
1404.02,TIC 352239069,14.431887,3.265,1687.0,3.73311,749.0,52.4908,6051.5,4.48,1.03,292.196087,58.614764,PC,-0.0579232593099272,Gaia DR3 2238641309498813696,1,Gaia DR3 2238641309498813696,5996.0,00100011000009999999999999999999999999999,1.3439581,1.0879931,248.5524,248.0077,249.10829,00,6002.1777,0.79234004,6002.177734375,1.1410645087410842,1.9404094444696132,0.1193143172256836,out
1412.01,TIC 116483734,4.731977,0.361,3470.0,6.97384,367.0,3.01841,4223.45,4.61744,0.66,233.065833,47.860746,APC,-0.3125,Gaia DR3 1401878119985268480,1,Gaia DR3 1401878119985268480,4155.0,00000010000009999999900999999999999999999,0.1349146,0.6770615,79.25317,78.183464,80.59075,00,4252.296,17.787148,4155.0,0.38727407496086885,0.7181568890433265,0.04843651447819146,out
1415.01,TIC 148782377,14.4193583,5.1635709,1090.1001767,4.7835825,943.0215543,186.8992158,6383.0,4.24518,1.41048,219.037047,42.378458,PC,0.2000000029802322,Gaia DR3 1493016325278025088,1,Gaia DR3 1493016325278025088,6426.0,00100000000009999000000119900019999999999,2.8717215,1.2216978,111.65114,111.502106,111.806206,00,6288.5376,0.97302085,6426.0,1.6411198276047427,2.7430254225286035,0.12394251791342391,out
1424.01,TIC 418959198,4.8962484,2.362418,1186.0289925,3.5246468,796.4215716,95.080851,4528.99,4.48318,0.799965,344.907267,36.517666,PC,-0.0640000030398368,Gaia DR3 1915640389946957312,1,Gaia DR3 1915640389946957312,4692.0,00000000000001199009900009900999999999999,0.23307118,0.7368732,87.50725,87.34201,87.669365,00,4691.821,1.2195097,4692.0,0.5001602304351929,0.9047031890236711,0.050969258044326525,out
1432.01,TIC 256783784,6.1095756,2.441,510.0,2.19963,916.0,117.102,5587.0,4.51,0.91,329.401792,36.321404,PC,-0.0599999986588954,Gaia DR3 1949538745753745408,1,Gaia DR3 1949538745753745408,5739.0,00000000000009921000000119900991299999999,0.7595171,0.9364271,96.06671,95.91896,96.22643,00,5566.9385,1.1816671,5739.0,0.8668985726509555,1.4915770193719706,0.06398828198490586,out
1434.01,TIC 138588540,29.902663,3.6993733,760.5977208,2.0294563,474.9009927,12.0207983,5393.86,4.67802,0.735511,176.380591,65.541314,PC,-0.4799999892711639,Gaia DR3 1056698985748238720,1,Gaia DR3 1056698985748238720,5452.0,00000001000009999999999999999999999999999,0.4130904,0.890765,37.77804,37.758465,37.798054,00,5228.793,0.9916806,5228.79296875,0.6525484654509387,1.1501612889851087,0.18141062590419899,out
1435.01,TIC 153976959,0.6858278,1.169,200.0,1.216,1753.0,1568.58,5142.0,4.54622,0.82,203.537946,67.62123,PC,0.0,Gaia DR3 1684522599109738368,1,Gaia DR3 1684522599109738368,5146.0,00000000000009999019900119900999999999999,0.44722742,0.86596763,92.917274,92.82048,93.00115,00,5220.515,1.0455598,5146.0,0.6811812784536208,1.2054426608028235,0.014507047643003007,out
1436.01,TIC 154383539,0.8675883,1.3814953,321.4840933,1.4302423,1474.8095115,1118.0589981,5011.22,4.6136,0.74524,215.602155,55.334259,PC,-0.1309999972581863,Gaia DR3 1608884685974411776,1,Gaia DR3 1608884685974411776,5150.0,00000000000009999999900999999999999999999,0.3113029,0.82233906,130.53757,130.35793,130.72313,00,4966.377,0.9173848,5150.0,0.5682277013287944,1.005361377924793,0.016678661372575985,out
1438.01,TIC 229650439,5.1396666,0.8991981,769.5996824,2.259057,883.3765229,143.9144538,5374.0,5.96065,0.815924,280.923784,74.937833,PC,0.025900000706315,Gaia DR3 2268101727131230464,1,Gaia DR3 2268101727131230464,5322.0,00000000000009999999900999900999999999999,0.43114322,0.8665498,110.54537,110.41619,110.67129,00,5201.728,0.853397,5322.0,0.6641997344620836,1.1654550726105835,0.05556776124897301,out
1438.02,TIC 229650439,9.4280902,1.377,799.0,2.49195,623.0,25.1545,5374.0,5.96065,0.82,280.923784,74.937833,PC,0.025900000706315,Gaia DR3 2268101727131230464,1,Gaia DR3 2268101727131230464,5322.0,00000000000009999999900999900999999999999,0.43114322,0.8665498,110.54537,110.41619,110.67129,00,5201.728,0.853397,5322.0,0.6641997344620836,1.1654550726105835,0.08326875803763256,out
1440.01,TIC 233617847,15.5174519,5.322,434.0,2.43592,1056.0,207.048,5780.0,4.438,1.34,283.794562,64.53137,PC,-0.3876389951406517,Gaia DR3 2253602707815296896,1,Gaia DR3 2253602707815296896,,,3.6227436,1.2848711,235.24706,234.26596,236.3165,00,6346.344,0.86564386,6346.34423828125,1.8486926153743328,3.0994416708142207,0.1323635947187384,out
1440.02,TIC 233617847,4.6274206,4.6582573,152.4142924,1.43332,1239.4886654,557.8163511,5780.0,4.438,1.34,283.794562,64.53137,PC,-0.3876389951406517,Gaia DR3 2253602707815296896,1,Gaia DR3 2253602707815296896,,,3.6227436,1.2848711,235.24706,234.26596,236.3165,00,6346.344,0.86564386,6346.34423828125,1.8486926153743328,3.0994416708142207,0.05908096746087835,out
1441.01,TIC 233951353,22.092974,5.813,435.0,2.33525,790.0,64.932,5885.0,4.27782,1.24,305.412906,58.140828,PC,0.0099999997764825,Gaia DR3 2188093049121201408,1,Gaia DR3 2188093049121201408,5998.0,00000000000009999001000119900999999999999,1.6655602,0.9765305,143.29974,143.0437,143.53044,00,5716.888,0.96115404,5998.0,1.2704847723100783,2.1608828496812706,0.15287383181216532,out
1445.01,TIC 259172391,9.8130697,3.91,630.0,2.67352,1013.0,175.261,6240.0,4.46607,1.06,292.76774,71.497358,PC,0.0524000003933906,Gaia DR3 2263555212190732160,1,Gaia DR3 2263555212190732160,5978.0,00000010000009999999900999999999999999999,1.3344175,1.0396801,214.42117,213.87875,214.96552,00,5913.8994,0.97840166,5978.0,1.138099204478228,1.9373993848493654,0.09087371098812455,out
1445.02,TIC 259172391,4.7842093,2.947,390.0,2.14401,1267.0,428.772,6240.0,4.46607,1.06,292.76774,71.497358,PC,0.0524000003933906,Gaia DR3 2263555212190732160,1,Gaia DR3 2263555212190732160,5978.0,00000010000009999999900999999999999999999,1.3344175,1.0396801,214.42117,213.87875,214.96552,00,5913.8994,0.97840166,5978.0,1.138099204478228,1.9373993848493654,0.056291366115225894,out
1446.01,TIC 294471966,6.3170657,2.4466954,688.3375977,2.4720516,822.8089031,108.3220651,5180.0,4.54308,0.83031,302.001457,51.361796,PC,0.2010000050067901,Gaia DR3 2088369302991968128,1,Gaia DR3 2088369302991968128,5186.0,00000000000009999999900999900999999999999,0.44480708,0.8170721,134.04465,133.8468,134.24213,00,5143.8916,0.83708775,5186.0,0.6782751234213648,1.1979799362253376,0.0625218973759588,out
1446.02,TIC 294471966,4.5057387,1.885675,428.7456455,1.7133121,920.906304,169.9741138,5180.0,4.54308,0.83031,302.001457,51.361796,PC,0.2010000050067901,Gaia DR3 2088369302991968128,1,Gaia DR3 2088369302991968128,5186.0,00000000000009999999900999900999999999999,0.44480708,0.8170721,134.04465,133.8468,134.24213,00,5143.8916,0.83708775,5186.0,0.6782751234213648,1.1979799362253376,0.04991133905284464,out
145.01,TIC 265612438,5.13002,4.78,3376.0,8.86428,1501.0,842.866,5430.7,4.4,1.58,333.174716,-55.978803,PC,0.4900000095367431,Gaia DR3 6508060731270968064,1,Gaia DR3 6508060731270968064,5584.0,00000000000009999999900999999999999999999,2.0589755,0.98534286,448.98035,446.98236,451.36084,00,5542.166,0.9588472,5584.0,1.4363001629288858,2.489080658447245,0.05792645141552448,out
1454.01,TIC 294179385,2.6794168,2.988801,13578.3447901,13.6925582,1444.134709,1027.9022729,6075.0,4.38,1.14394,300.842307,53.294181,PC,0.2000000029802322,Gaia DR3 2089566018314274048,1,Gaia DR3 2089566018314274048,5963.0,00000010000009999999900999999999999999999,1.440933,1.0169188,288.411,287.3922,289.34933,00,5862.439,0.7372584,5963.0,1.1833558368770134,2.015758717337279,0.03796563783679023,out
1464.01,TIC 229944666,11.3125266,2.5943007,861.7265878,2.686447,698.0518398,56.1140618,5290.0,4.53286,0.854841,288.384969,62.203124,PC,-0.2117999941110611,Gaia DR3 2252380836861070848,1,Gaia DR3 2252380836861070848,,,0.51864785,0.9013459,151.35033,151.1029,151.60585,00,5350.781,0.79127896,5350.78076171875,0.7276564241889814,1.2750391538298276,0.0952661615445142,out
1491.01,TIC 53875855,4.4902667,2.758,2513.0,5.56985,1180.0,322.83,5899.0,4.29,1.23,14.652947,34.148042,PC,0.25,Gaia DR3 362760466898749696,1,Gaia DR3 362760466898749696,5930.0,00000000000009911990100999900999999999999,1.514887,0.95685345,207.00574,206.19705,207.80287,00,5682.067,1.3118513,5930.0,1.2149409210032238,2.072559454461229,0.05248860060942153,out
1532.01,TIC 327579226,8.905407,2.71,6702.0,12.3602,1092.0,236.656,6659.0,4.29,1.41,4.736238,57.200629,PC,0.2017085762326145,Gaia DR3 422006585818161280,1,Gaia DR3 422006585818161280,,,3.2545843,1.2926428,252.29637,251.24413,253.2056,00,6561.66,1.0040053,6561.66015625,1.7386442976510563,2.8915623879424954,0.09159331762313316,out
1533.01,TIC 345143460,3.6458046,1.828,1168.0,2.93272,1011.0,173.908,5053.0,4.48,0.88,355.246721,57.485242,PC,0.4000000059604645,Gaia DR3 1998672961158273024,1,Gaia DR3 1998672961158273024,5294.0,00000000000009922999900999900999999999999,0.43999487,0.80791205,99.76367,99.631996,99.89685,00,5062.1216,1.1039528,5294.0,0.6717299963754836,1.1802556012884429,0.04317695875043026,out
