toi,tid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,ra,dec,tfopwg_disp,fe_h,gaia_source_id
458.01,TIC 64071894,17.5288347,2.1115133,1131.5075681,2.8950078,572.8570065,25.4510626,5164.0,4.5371,0.829519,39.136304,-22.244996,PC,0.11999999731779099,Gaia DR3 5125649915628660480
4580.01,TIC 219742885,0.9167992,1.3578155,39.0383592,0.6115871,1792.0450656,2437.3433306,5659.0,5.62196,0.973028,242.415045,65.828021,PC,0.12999999523162842,Gaia DR3 1642036851337747072
4581.01,TIC 273231214,22.3428773,6.700128,5934.9200116,11.3355032,804.6793626,99.086036,6184.0,4.20121,1.42864,297.333072,41.891119,KP,0.10639999806880951,Gaia DR3 2076970047474270208
4582.01,TIC 219854519,31.0343214,12.0587354,1572.1891091,10.1577688,614.6639792,33.7343273,5234.0,4.438,2.56935,256.860137,68.865626,CP,0.17000000178813934,Gaia DR3 1636984973365053056
4584.01,TIC 120255950,31.5786847,2.1295055,2119.3256676,4.8743389,581.4317504,27.0094647,5696.0,4.40025,1.05178,284.472247,39.911889,KP,0.12960000336170197,Gaia DR3 2103392720630278656
4586.01,TIC 416534875,5.3909915,1.954,570.0,2.22182,861.0,91.5265,5405.0,4.53628,0.87,164.524644,59.430179,PC,0.14000000059604645,Gaia DR3 860603251598328320
4587.01,TIC 137683938,3.2903136,1.7465253,15334.2181362,7.5296069,629.3977311,37.0869991,3579.0,4.67905,0.567309,292.579856,37.376262,KP,0.12960000336170197,Gaia DR3 2051815759742763264
4588.01,TIC 48031665,13.1187746,4.5278413,333.0027831,2.9857871,1181.1005716,459.9054123,7800.0,4.31091,1.57458,282.00042,48.542256,PC,-0.7243341386278688,Gaia DR3 2119765376479083264
4589.01,TIC 164458714,17.8335899,3.642,289.0,2.16267,782.0,62.1044,6304.0,4.22164,1.43,283.151045,45.140084,KP,0.003100000089034438,Gaia DR3 2106904148451706752
459.01,TIC 38603673,4.4291253,0.9461342,700.0516873,6.3443547,1727.6835992,2105.6095608,6559.17,3.95184,2.0848899,64.415043,-61.39201,APC,-0.12700000405311584,Gaia DR3 4676885550423032064
4590.01,TIC 154923406,25.9213509,2.1208392,589.3171527,1.9119702,488.4956168,13.4574783,5011.0,4.56555,0.786678,203.195141,84.514705,PC,0.1599999964237213,Gaia DR3 1726579777865987584
4592.01,TIC 122785299,8.8849511,1.9958507,16966.9658671,12.6838437,794.7680813,94.2936984,5160.0,4.39775,0.977054,291.13762,36.577344,KP,0.23000000417232513,Gaia DR3 2050231848829944320
4593.01,TIC 399954349,7.8344688,3.1260803,2017.3628771,3.7973353,683.7010001,51.6399559,4837.0,4.60493,0.731146,287.605703,49.523394,KP,0.12600000202655792,Gaia DR3 2132768956905956352
4593.02,TIC 399954349,3.0051929,1.8111648,737.8355831,2.1434355,940.9761542,185.282957,4837.0,4.60493,0.731146,287.605703,49.523394,KP,0.12600000202655792,Gaia DR3 2132768956905956352
4594.01,TIC 158555987,5.5460811,2.7509711,2119.4485757,10.0832239,1588.547085,1504.9475685,6963.86,4.07013,1.88937,287.807212,43.188801,FP,0.03200000151991844,Gaia DR3 2102974833192340224
4595.01,TIC 159725995,3.7705865,3.9149764,12789.7368577,15.822462,1388.6809829,878.8827779,5897.0,4.18651,1.38188,291.275663,47.329511,KP,-0.28389118099748334,Gaia DR3 2129158710476149376
4596.01,TIC 86951294,4.1194175,2.057,722.0,2.68492,1087.0,232.099,5598.0,4.45,0.98,98.707848,27.388017,PC,0.05000000074505806,Gaia DR3 3385963688580041088
4597.01,TIC 68573534,4.6663795,2.526,6900.0,13.2255,1438.0,711.568,7712.0,4.31,1.57,73.705654,22.146384,PC,-1.0440645024212065,Gaia DR3 3412431441720096128
4598.01,TIC 29017001,8.2003748,2.168,1521.0,15.9053,1337.0,530.919,6011.0,3.99,1.76,50.787196,24.690039,PC,0.07999999821186066,Gaia DR3 69056412627218432
4599.01,TIC 307809773,2.7694936,1.031,712.0,1.27326,602.0,21.8758,3807.0,4.77,0.47,99.291543,17.56627,CP,-1.6426129624547405,Gaia DR3 3359074685047632640
4599.02,TIC 307809773,5.7060868,0.863,821.0,1.89602,593.0,20.536,3807.0,4.77,0.47,99.291543,17.56627,CP,-1.6426129624547405,Gaia DR3 3359074685047632640
4600.01,TIC 232608943,82.6901439,7.5240298,6529.5765126,6.8236925,344.1684282,3.3159282,5073.0,4.53,0.831915,258.450367,64.566173,CP,0.10050000250339508,Gaia DR3 1631416599805196544
4600.02,TIC 232608943,482.8191,10.8504687,6928.144617,6.9087752,672.6687765,48.3867084,5073.0,4.53,0.831915,258.450367,64.566173,CP,0.10050000250339508,Gaia DR3 1631416599805196544
4601.01,TIC 349071261,2.7875233,1.7384121,8077.6726128,15.2099907,1554.2526706,1379.1372564,6408.3,4.34,1.27487,75.814118,24.22327,PC,-0.05999999865889549,Gaia DR3 3418778441311673728
4602.01,TIC 467651916,3.9812985,3.4682004,478.7322035,2.5669894,1264.2140656,603.675393,6011.9,4.36,1.1566401,60.600332,31.329835,CP,-0.27000001072883606,Gaia DR3 169256041140206848
4603.01,TIC 437856897,7.2455997,2.734,1106.0,14.2395,1637.0,1192.46,6169.1,3.65,2.68,83.865929,21.294242,CP,0.24483205390990587,Gaia DR3 3402980516507429888
4604.01,TIC 27039476,2.2251639,1.545,284.0,1.50436,1203.0,348.601,5509.0,4.5,0.92,76.44594,21.548199,KP,0.09779395163059235,Gaia DR3 3409148746676599168
4605.01,TIC 19155785,3.1442556,1.81,2095.0,4.69096,1425.0,685.022,5691.0,4.45,1.0,81.715698,18.419816,FP,0.019999999552965164,Gaia DR3 3400649109477479424
4606.01,TIC 68577662,11.1684037,5.354,9660.0,12.77,1171.0,312.155,5981.0,4.31,1.22,73.766793,18.654323,KP,0.07209999859333038,Gaia DR3 3406687485600728192
4608.01,TIC 427740976,2.3494903,2.014,9053.0,14.6551,1690.0,1355.37,7418.5,4.31,1.51,59.647191,25.388587,PC,0.24400000274181366,Gaia DR3 67042622722099200
461.01,TIC 4646810,10.9245478,1.8716477,653.537141,1.9015018,621.4224577,35.242668,4884.0,4.49,0.74413,38.271253,-10.352178,CP,-0.05000000074505806,Gaia DR3 5175239363214344960
4610.01,TIC 1950736,3.1129681,2.308,585.0,1.5002,977.0,151.507,4104.0,4.57,0.69,79.04324,30.585072,FP,-0.2800000011920929,Gaia DR3 180186934769703936
4611.01,TIC 68646526,5.2289874,3.386,320.0,2.3513,1342.0,538.64,6213.0,4.3,1.28,73.841599,19.280926,PC,0.05999999865889549,Gaia DR3 3408408740991353344
4612.01,TIC 97735908,4.1137862,5.235,5739.0,15.0368,2080.0,3108.45,6327.0,3.99,1.88,92.664023,30.957133,KP,0.03999999910593033,Gaia DR3 3438059369839738624
4615.01,TIC 84599716,5.3193755,6.6913995,6537.0839819,19.6684639,1698.9307701,1968.900323,6350.0,3.78918,2.3693399,96.679195,25.205001,PC,-0.203624958912472,Gaia DR3 3383830051906983680
4616.01,TIC 258796169,1.5538188,0.923936,3449.9519182,1.2643202,525.2017443,17.9814886,3244.0,5.07736,0.192729,14.818088,13.860795,PC,-0.07100000232458115,Gaia DR3 2777125789169639296
4617.01,TIC 18373995,3.4878754,2.8827447,18093.4842065,16.8851071,1314.8674761,706.3971426,5752.44,4.27789,1.22041,71.022672,22.567602,PC,-0.18655794285628224,Gaia DR3 3413023082054639104
4618.01,TIC 284326455,3.7998536,1.8114914,25455.0849851,13.2670623,782.6461795,88.67126,4133.4,4.48806,0.759375,99.897992,25.482401,KP,0.12999999523162842,Gaia DR3 3383298227579280640
4619.01,TIC 238586172,3.4732399,4.3731099,10338.2192807,16.6589645,1767.1168865,2304.5286397,7406.97,4.27763,1.56373,91.108286,22.49945,PC,0.30984854343963586,Gaia DR3 3423794756955355136
462.01,TIC 420049884,4.1074291,3.0844055,900.9217753,3.971632,1171.7048355,445.4447971,5205.0,4.45924,1.30055,36.276465,1.32355,PC,0.13230000436306,Gaia DR3 2501532267659460608
4621.01,TIC 293457754,4.5195089,3.1628648,17738.8625444,14.3049176,1127.8807531,382.449189,5887.0,4.44001,1.0321,26.793225,3.132932,KP,0.05999999865889549,Gaia DR3 2512413932376364288
4623.01,TIC 56399553,3.2588316,2.2220346,22743.2337536,12.8714868,1047.3879178,284.4141772,5387.06,4.58431,0.817114,62.670422,24.401656,KP,0.12999999523162842,Gaia DR3 150054788545735424
4624.01,TIC 84339983,2.7908285,2.2599869,10049.6938823,16.7559488,1705.3403223,1998.7811524,6635.91,4.24728,1.4707,100.848014,27.252182,KP,-0.2199999988079071,Gaia DR3 3385777286999240576
4628.01,TIC 404421005,6.32668,2.0310601,520.8002154,2.2901554,953.9690748,195.7303563,5673.0,4.46318,0.975383,202.01619,-15.937975,KP,0.07000000029802322,Gaia DR3 3604866386264961792
4629.01,TIC 304339227,714.6970956,5.6919436,457.0864505,2.491011,221.0985478,0.5647608,6324.0,4.37047,1.12577,275.943112,-68.34495,PC,-0.2199999988079071,Gaia DR3 6432805482548304384
463.01,TIC 176831592,2.53405,1.944,4070.0,26.5362,2162.0,3632.83,6497.8,4.17,1.65,48.957233,-32.802396,FP,0.05000000074505806,Gaia DR3 5054495054996235648
4630.01,TIC 292202337,721.5622191,4.5933413,2177.931991,4.5521238,195.7514704,0.3470093,6294.0,4.53886,0.968886,230.887224,-25.370615,PC,-0.019999999552965164,Gaia DR3 6214868495365748096
4631.01,TIC 313006381,33.6357031,3.729,640.0,2.29227,642.0,28.2932,5614.0,4.60434,0.82,137.524773,75.610842,PC,-0.36000001430511475,Gaia DR3 1124605373636185600
4632.01,TIC 336075472,63.1448519,4.9925509,1697.0188103,2.8828549,295.9907568,1.8139846,4152.0,4.55825,0.702045,276.862418,45.454489,PC,0.10000000149011612,Gaia DR3 2118264027711007872
4633.01,TIC 307958020,271.938639,11.1292466,483.1688883,3.5295923,268.5690786,1.2295467,5490.04,4.02198,1.5819,256.843102,62.475548,CP,0.19040000438690186,Gaia DR3 1630906044157332224
4634.01,TIC 17150865,0.8706763,1.007,1861.0,6.52133,1729.0,1486.34,6121.0,4.16573,1.47,64.644978,19.179039,FP,-0.05860000103712082,Gaia DR3 47836418030074368
4637.01,TIC 306485267,14.3540583,2.5122529,1053.0719668,2.8052104,635.2583194,38.4877433,5142.48,4.50291,0.86465,33.26482,19.402667,PC,0.28999999165534973,Gaia DR3 93081222729399936
4638.01,TIC 58824746,10.2829583,3.5348916,865.1246457,2.7186716,779.8300521,87.4018996,5700.0,4.54131,0.894563,12.820663,12.787986,CP,0.009999999776482582,Gaia DR3 2775311010868306048
4639.01,TIC 91251292,3.990679,2.7900392,670.2495772,2.7025526,1207.4504214,502.3405437,6153.0,4.48335,1.02672,27.314546,21.703491,PC,0.23999999463558197,Gaia DR3 98115096198891776
4639.02,TIC 91251292,13.0780555,4.4541336,932.1214968,3.3632641,812.9001083,103.1976309,6153.0,4.48335,1.02672,27.314546,21.703491,PC,0.23999999463558197,Gaia DR3 98115096198891776
4640.01,TIC 337216118,2.6857229,2.2391182,632.8097747,2.8622325,1378.8564659,854.2741042,5978.0,4.42301,1.06715,38.205319,10.072466,PC,0.2199999988079071,Gaia DR3 23544671414999680
4641.01,TIC 436873727,22.0933922,5.4095076,2633.6009111,9.7603293,950.1073168,192.5802083,6798.4,4.11,1.75449,42.558202,25.333533,CP,-0.4024595382538994,Gaia DR3 114340658009875072
4644.01,TIC 387423096,0.3181853,0.762,480.0,1.78228,1776.0,1654.43,4242.23,4.5065,0.75,41.72889,10.025975,PC,-0.03999999910593033,Gaia DR3 22030197226887808
4646.01,TIC 286696849,8.9299483,3.2002668,26516.4016202,12.6566078,625.1069435,36.0859625,4379.0,4.49,0.777586,72.799607,50.097926,PC,-0.22566352638088916,Gaia DR3 259217872069068544
4647.01,TIC 303204165,8.8346147,3.0143987,646.0966072,2.5385619,884.5519427,144.6819536,5991.0,4.50886,0.968041,5.246066,12.324003,PC,-0.10000000149011612,Gaia DR3 2755335049255477504
4647.02,TIC 303204165,11.0696104,3.1681143,591.1055416,2.5924247,820.4934142,107.1078742,5991.0,4.50886,0.968041,5.246066,12.324003,PC,-0.10000000149011612,Gaia DR3 2755335049255477504
4648.01,TIC 257774438,15.3886607,4.3300643,407.1050545,2.5382638,779.1712437,87.1069216,6101.0,4.44514,1.0623,16.46252,11.753717,KP,-0.21960000693798065,Gaia DR3 2584093844170270720
4649.01,TIC 404713783,15.0758735,3.502,645.0,2.41942,735.0,48.6781,5744.71,4.44026,1.01,29.956527,16.346694,PC,0.15000000596046448,Gaia DR3 90684665337890560
465.01,TIC 270380593,3.8361623,2.4128495,5357.5774934,6.2369926,947.796565,190.7135382,4910.0,4.60108,0.84738,32.782085,2.418194,KP,0.3050000071525574,Gaia DR3 2514360548993901312
4650.01,TIC 60646268,2.6672418,2.858,11150.0,8.5917,1166.0,307.867,4432.0,4.5,0.77,334.328447,-32.861291,PC,0.13096795725271743,Gaia DR3 6612031444146309760
4651.01,TIC 147302550,11.1878978,2.457,8190.0,10.1018,683.0,36.1679,5721.0,4.39,1.07,325.099478,-46.296628,PC,0.11341057815726546,Gaia DR3 6563687086104934016
4652.01,TIC 139877968,18.6224802,4.088,9890.0,12.759,843.0,84.0311,5654.5,4.44,0.99,326.341174,-48.133805,PC,-0.9732849597930908,Gaia DR3 6562542357061558528
4653.01,TIC 238854767,16.3764188,4.775,1230.0,4.23355,913.0,115.374,6397.0,4.36,1.24,342.755394,-71.741896,PC,-0.6600000262260437,Gaia DR3 6383941192938737024
4654.01,TIC 99648579,10.6936683,2.411,10680.0,12.2512,688.0,37.24,5820.0,4.34,1.14,321.394406,-21.79841,PC,0.12089993059635162,Gaia DR3 6828414301700413056
4655.01,TIC 209310912,3.6749802,1.743,23820.0,11.714,864.0,92.6245,5134.0,4.66,0.72,337.171555,-23.935763,PC,-0.3145793403801927,Gaia DR3 6627143746138246016
4656.01,TIC 120523488,3.439221,1.693,5050.0,6.2369,916.0,117.243,5053.0,4.48,0.87,2.911029,-38.010267,PC,0.19674470259950982,Gaia DR3 2308149032990060288
4657.01,TIC 434110695,8.115667,0.9600196,1807.4400226,5.8543726,1098.7796748,344.4795703,6200.0,4.25,1.35175,355.018479,-15.946346,PC,-0.7986842275237237,Gaia DR3 2395520590619923328
4658.01,TIC 224279091,6.0142432,2.262,1210.0,2.96676,887.0,103.111,5575.0,4.58,0.85,355.53548,-39.061086,PC,-0.20000000298023224,Gaia DR3 6537666245784009344
4659.01,TIC 178215634,1.0451165,0.794,1010.0,6.13091,1638.0,1195.11,5921.2,4.11,1.52,58.814237,-20.31271,PC,-0.28999999165534973,Gaia DR3 5094066100522785920
466.01,TIC 4616072,4.1876154,3.0070217,10906.185708,13.9002369,1361.1997652,811.3504171,6675.0,4.20094,1.23733,101.994246,-21.910711,KP,-0.07000000029802322,Gaia DR3 2926039005480063616
4660.01,TIC 435259601,1.5090806,1.796,26050.0,14.3177,1218.0,365.719,4674.0,4.46,0.84,51.999785,12.523415,PC,0.09884604328901705,Gaia DR3 16781094356187264
4662.01,TIC 166778944,4.7034187,1.937,1390.0,2.58065,741.0,50.104,4481.0,4.6,0.69,57.516031,-31.094025,PC,-0.18000000715255737,Gaia DR3 4887550157238874496
4663.01,TIC 237358490,5.2916448,2.645,17870.0,10.1289,745.0,51.2343,4397.1,4.56,0.75,61.083254,-49.123531,PC,-0.0003190594214194098,Gaia DR3 4830606587474912384
4664.01,TIC 299551666,3.0002713,3.519,8490.0,12.4821,1587.0,1054.22,5902.3,4.27,1.26,54.66524,4.92143,PC,-0.43189076120465164,Gaia DR3 3275014100522607360
4665.01,TIC 165201455,3.6831574,4.43,6190.0,12.4845,1733.0,1500.66,6304.0,4.09,1.66,56.300399,-41.309838,PC,-0.2374526170052869,Gaia DR3 4854907546795105152
4666.01,TIC 165202476,2.9093856,2.075,45160.0,12.8688,729.0,46.992,3666.0,4.66,0.59,56.289886,-39.06318,PC,-1.2593466045490378,Gaia DR3 4855422771071903232
4667.01,TIC 422884521,17.9450925,1.673,16550.0,13.3791,427.0,5.5686,5681.0,4.44,1.01,37.24398,1.309474,PC,-0.4211665580887807,Gaia DR3 2501434965175688448
4668.01,TIC 142938659,1.0049552,0.92,8600.0,5.19137,787.0,63.8249,3210.0,4.81,0.42,52.647353,-35.203715,PC,-2.6020268681936023,Gaia DR3 4860787013426321664
4669.01,TIC 71401634,0.2476684,0.401,2460.0,5.81442,1599.0,1087.04,4886.0,4.59,0.75,46.905585,-17.894406,FP,-0.28956301306015986,Gaia DR3 5104677006207080064
467.01,TIC 20178111,1.734422,2.32,1230.0,4.24151,2326.0,4861.83,5890.0,4.48757,0.94,89.897418,-40.395746,FP,0.12093759315582156,Gaia DR3 2882441823242899456
4671.01,TIC 439873430,17.1470323,3.895,2310.0,5.37173,727.0,46.4785,5689.0,4.34,1.13,43.695622,-4.863004,PC,0.23999999463558197,Gaia DR3 5184436193865103744
4672.01,TIC 332911893,6.6132132,5.646,10010.0,15.5423,1389.0,619.404,6110.0,4.1,1.58,35.215761,-1.826042,PC,-0.26006352722568216,Gaia DR3 2493785078665571200
4673.01,TIC 118573065,4.8667353,0.728,6370.0,16.8337,679.0,35.4585,5383.0,4.38,1.03,53.296574,-8.258428,PC,-0.8125691542170764,Gaia DR3 5165493605679586304
4674.01,TIC 89062142,4.2430633,3.582,7270.0,12.965,1289.0,459.164,5595.0,4.07,1.53,54.457028,-24.612628,PC,0.39842021057016014,Gaia DR3 5085464346183185024
4675.01,TIC 279095914,3.5779775,1.795,830.0,2.15124,755.0,54.0709,3991.0,4.67,0.61,50.542788,-4.111673,PC,-0.25,Gaia DR3 3260713126441520768
4676.01,TIC 219225319,13.291966,2.48,7360.0,8.65633,652.0,30.0086,5042.0,4.45,0.9,62.72425,-49.383201,PC,0.45804002626569384,Gaia DR3 4830321092408887808
4677.01,TIC 100974694,4.0589926,0.789,2440.0,5.84962,640.0,28.012,5556.0,4.44,0.99,54.371568,-43.70451,PC,0.32383048099136613,Gaia DR3 4848290685819252608
4678.01,TIC 206717400,4.7743169,2.968,10690.0,12.3583,1096.0,239.866,5549.0,4.29,1.18,55.001711,-14.068976,PC,0.4220962484325696,Gaia DR3 5112588061088232192
468.01,TIC 33521996,3.3252703,2.0538144,34741.7763037,11.5039006,668.9710175,47.331494,3724.0,4.68255,0.596801,88.146808,-19.031627,KP,0.3499999940395355,Gaia DR3 2966680597368750720
4680.01,TIC 31258738,17.4314043,4.06,8180.0,9.8169,714.0,43.2591,5923.0,4.4,1.08,82.157034,-27.031688,PC,-0.027743394072187844,Gaia DR3 2908604771145980800
4681.01,TIC 248689510,3.0421828,2.628,20390.0,14.5498,1257.0,414.535,5582.5,4.43,1.0,68.143794,-4.785446,PC,-0.15000000596046448,Gaia DR3 3201297137281350656
4685.01,TIC 431693152,7.0308254,3.198,1560.0,3.61495,973.0,149.202,5516.0,4.51,0.9,74.236863,2.66232,PC,0.3799999952316284,Gaia DR3 3232341019161143296
4687.01,TIC 302759417,3.313358,3.014,6230.0,14.6999,1489.0,817.242,6209.0,3.97,1.87,82.82353,14.314367,PC,0.2650377030624276,Gaia DR3 3389659387677818240
4688.01,TIC 245793479,7.7688831,1.353,7970.0,11.4556,704.0,40.9939,5851.0,4.35,1.14,67.157759,14.533291,PC,-0.6402697739875489,Gaia DR3 3310911437183360512
469.01,TIC 33692729,13.6308024,4.3426564,1179.1033339,3.5493962,710.3089208,60.1603117,6114.0,4.5101,1.00528,93.057845,-14.649317,CP,0.3319999873638153,Gaia DR3 2993561629444856960
4691.01,TIC 200321577,8.5725884,4.495,4880.0,10.4135,1076.0,222.607,5807.0,4.11,1.5,76.320243,-44.654977,PC,-0.25019168853759766,Gaia DR3 4810837230968895744
4692.01,TIC 153723304,4.0519584,0.666,5310.0,10.7206,619.0,24.4556,5147.0,4.28,1.12,66.070044,-47.111686,PC,-0.6428055404497195,Gaia DR3 4789303123940091008
4693.01,TIC 117843365,1.9113216,1.167,7400.0,10.1581,1076.0,223.347,4578.0,4.25,1.05,70.222013,-16.590025,APC,-0.10476093739271164,Gaia DR3 3172807858995595392
4695.01,TIC 139550876,35.7861915,2.924,20160.0,13.2073,478.0,8.69035,5755.0,4.59,0.85,64.197037,-21.610135,PC,-0.6200486375967742,Gaia DR3 5089893174722445312
4696.01,TIC 243011228,4.1249095,3.025,5480.0,10.7709,1285.0,453.643,6007.5,4.16,1.44,60.585987,12.414279,PC,-0.5333470321122038,Gaia DR3 3304955313977264384
4698.01,TIC 411781649,4.2333233,2.325,10850.0,12.5093,1070.0,217.929,5696.0,4.33,1.14,78.673355,14.447352,PC,0.3728554071667051,Gaia DR3 3391960596795320832
4699.01,TIC 34395020,10.1766089,4.474,7980.0,11.0026,981.0,154.351,5452.0,4.26,1.19,82.30396,-10.328696,PC,0.06873137702537202,Gaia DR3 3013184613463174528
470.01,TIC 37770169,12.1914558,3.3188127,2625.0570737,4.6131319,659.6756823,44.7551381,5418.0,4.57259,0.840971,94.009904,-25.031411,CP,0.18000000715255737,Gaia DR3 2912264564319611136
4701.01,TIC 9344899,8.5821795,3.835,6790.0,9.30439,974.0,149.861,5818.0,4.38,1.1,72.793934,-8.44732,PC,0.15204985501586202,Gaia DR3 3186620924792864000
4702.01,TIC 248690688,3.121702,3.323,12650.0,14.8115,1500.0,842.648,5944.0,4.25,1.29,68.219308,-3.737468,PC,0.08240383863449097,Gaia DR3 3204481907070745728
4703.01,TIC 293514367,5.1155806,3.042,6250.0,13.6976,1219.0,366.902,6349.0,4.07,1.71,76.580083,13.772207,PC,-0.18188130231300995,Gaia DR3 3391491174049093120
4704.01,TIC 455030519,2.6875966,1.469,2480.0,13.3886,1132.0,272.867,5885.0,3.77,2.24,76.579417,3.588516,APC,0.19055216073654607,Gaia DR3 3238311165439599232
4705.01,TIC 436637677,11.9140328,5.076,3050.0,9.89059,1040.0,194.396,5359.0,4.08,1.77,72.164943,12.95525,PC,-0.33000001311302185,Gaia DR3 3296377130415025280
4708.01,TIC 232194097,3.3560085,3.354,10850.0,15.1419,1771.0,1635.6,5906.0,4.26,1.27,91.473323,0.357256,PC,0.09052396213986669,Gaia DR3 3122569729613623424
471.01,TIC 47911178,3.5857076,2.7072065,11813.302926,15.8525901,1465.1893915,1089.1709863,6400.0,4.34435,1.34556,98.351102,-23.486086,KP,0.9599999785423279,Gaia DR3 2924661867160818304
4710.01,TIC 144486060,1.4798437,2.702,3090.0,8.37272,1909.0,2205.43,5475.0,4.07,1.5,84.166705,-38.519128,PC,0.14395595941309458,Gaia DR3 4808923599700040576
4718.01,TIC 234958949,5.1409029,2.265,5830.0,8.29803,1057.0,207.445,6282.4,4.47,1.07,98.690645,4.395871,PC,0.38501312015996697,Gaia DR3 3130492054490389248
4719.01,TIC 306363166,14.3953055,2.87,17315.0,11.615,612.0,23.3681,4850.0,4.56,0.77,91.094456,-16.340258,PC,0.1718183566854498,Gaia DR3 2991460084766605696
4723.01,TIC 322824542,3.6590997,2.955,8630.0,14.6976,1488.0,814.239,6624.0,4.18,1.58,101.227819,-14.290038,PC,0.104585200548172,Gaia DR3 2952116431990593152
4724.01,TIC 119638424,3.572359,2.731,1300.0,3.43709,1314.0,495.575,5730.0,4.52,0.92,100.907325,-10.584142,PC,-0.05000000074505806,Gaia DR3 2954148943654049408
4725.01,TIC 26587613,2.0763072,1.223,16220.0,12.6426,1100.0,243.693,5805.0,4.5,0.95,108.008894,15.348909,PC,0.2145788155702002,Gaia DR3 3167706262483225088
4726.01,TIC 409009431,4.2971136,2.775,26010.0,14.1426,1000.0,166.22,5203.0,4.53,0.85,92.729819,-13.166915,PC,0.3199999928474426,Gaia DR3 2994754462121944448
4727.01,TIC 39824732,7.151653,1.193,11740.0,22.4773,720.0,44.731,5635.0,4.32,1.14,90.272905,-2.287897,PC,0.17871920706557842,Gaia DR3 3025112768436228480
4728.01,TIC 270716565,6.0879495,1.639,26720.0,12.8134,526.0,12.8029,3971.0,4.6,0.66,104.856724,9.377591,PC,-0.3169329000070813,Gaia DR3 3157896355318708096
4729.01,TIC 52738649,6.9279673,1.868,6830.0,9.55039,806.0,70.231,5950.0,4.44,1.04,99.131437,-2.137649,PC,0.25441202308666566,Gaia DR3 3106753190428934912
473.01,TIC 52640302,1.5732848,2.4285285,16875.7909849,14.7247524,1603.8131115,1563.6373659,5400.0,4.38782,1.09539,101.114922,-32.858388,KP,-0.07999999821186066,Gaia DR3 5583523425437258240
4730.01,TIC 97866515,4.0681112,3.284,2150.0,9.75584,2283.0,4517.28,7070.0,4.13,1.78,90.620926,16.49946,PC,0.03999999910593033,Gaia DR3 3349276795195577472
4732.01,TIC 78489364,1.8911553,1.085,14530.0,21.7999,1342.0,538.48,5711.0,4.44,1.01,102.67513,-18.384855,PC,0.1747519968844759,Gaia DR3 2933525511432835712
4733.01,TIC 438149332,5.3054422,3.785,18200.0,17.4742,1324.0,510.647,6473.0,4.35,1.27,96.000589,14.012921,PC,0.18003648448330445,Gaia DR3 3332588137130430720
4734.01,TIC 97714451,6.2356356,5.544,2470.0,9.02698,1397.0,633.344,5854.0,3.97,1.76,90.358122,12.547883,PC,0.1599999964237213,Gaia DR3 3343402074506386176
4736.01,TIC 265619984,2.8564778,4.678,5320.0,21.5886,2665.0,8379.19,5777.0,4.02,1.65,94.809455,0.651664,PC,0.2912909636785884,Gaia DR3 3122030870135098752
4737.01,TIC 142532090,9.3202467,4.963,2200.0,7.8768,1108.0,250.474,5916.0,4.02,1.67,103.410508,-13.436384,CP,0.21252286434173584,Gaia DR3 2949605211853441664
474.01,TIC 59843967,2.5167257,2.5896099,16406.5457432,12.9083148,1240.0502722,558.8280149,5403.0,4.50146,0.982638,94.112091,-22.546882,KP,0.5944219101234995,Gaia DR3 2937583121652951936
4741.01,TIC 291198795,2.4849639,2.977,6830.0,14.0194,1710.0,1421.21,6252.0,4.11,1.6,105.418571,2.18915,PC,0.10620170387513339,Gaia DR3 3115498598539339392
4742.01,TIC 237637903,4.1034672,2.918,6920.0,10.5038,1427.0,689.785,6753.0,4.39,1.27,103.526509,5.47603,PC,0.19520907686664762,Gaia DR3 3129535071356125824
4744.01,TIC 293931909,4.8013522,4.644,4690.0,14.2355,1622.0,1151.39,6399.9,3.9,2.11,95.81556,4.896407,PC,0.07765507702225727,Gaia DR3 3131505533632019456
4746.01,TIC 160180298,7.5395871,2.44,2920.0,4.39334,759.0,55.2646,5223.0,4.6,0.78,79.129717,-41.447416,PC,-0.18000000715255737,Gaia DR3 4806853421166504320
4747.01,TIC 235078021,5.2192426,2.45,1500.0,3.8343,1035.0,190.795,5688.0,4.45,0.99,86.427665,-45.029229,PC,0.3199999928474426,Gaia DR3 4802161568829551616
4748.01,TIC 59770954,4.1018859,3.576,10690.0,13.8992,1462.0,759.181,6327.7,4.3,1.31,100.933213,13.599214,PC,0.10417609318664722,Gaia DR3 3352859729933195520
4749.01,TIC 153412485,1.3832999,2.774,9020.0,16.4864,2842.0,10840.4,5786.0,4.33,1.16,93.128141,6.245159,PC,0.3759591059235129,Gaia DR3 3318836064163392512
475.01,TIC 100608026,8.2617663,2.5663307,1418.3308985,2.3414536,531.2398464,18.8227716,4105.0,4.60015,0.6194,86.748329,-32.532543,PC,-0.5600000023841858,Gaia DR3 2901089987127041920
4752.01,TIC 237700098,5.0467874,4.516,7190.0,9.9097,1564.0,995.585,6252.0,4.45,1.08,103.832704,1.1053,PC,0.13242705505425179,Gaia DR3 3114002820347607936
4754.01,TIC 61344769,3.6307276,3.198,10550.0,14.0586,1506.0,855.031,6350.0,4.35,1.25,99.476085,-14.040744,PC,0.004806876746275723,Gaia DR3 2950915318615837184
