,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_smet,ExoplanetCandidate
0,9.48803557,2.9575,615.8,2.26,793.0,93.59,5455.0,4.467,0.927,0.14,1
1,54.4183827,4.507,874.8,2.83,443.0,9.11,5455.0,4.467,0.927,0.14,1
2,19.89913995,1.7822,10829.0,14.6,638.0,39.3,5853.0,4.544,0.868,-0.18,1
3,1.736952453,2.40641,8079.2,33.46,1395.0,891.96,5805.0,4.564,0.791,-0.52,0
4,2.525591777,1.6545,603.3,2.75,1406.0,926.16,6031.0,4.438,1.046,0.07,1
5,11.09432054,4.5945,1517.5,3.9,835.0,114.81,6046.0,4.486,0.972,-0.08,1
6,4.13443512,3.1402,686.0,2.77,1160.0,427.65,6046.0,4.486,0.972,-0.08,1
7,2.56658897,2.429,226.5,1.59,1360.0,807.74,6046.0,4.486,0.972,-0.08,1
8,7.36178958,5.022,233.7,39.21,1342.0,767.22,6227.0,3.986,1.958,0.0,0
9,16.06864674,3.5347,4914.3,5.76,600.0,30.75,5031.0,4.485,0.848,0.16,1
10,2.470613377,1.74319,14231.0,13.04,1339.0,761.46,5820.0,4.457,0.964,-0.06,1
11,2.204735417,3.88864,6674.7,16.1,2048.0,4148.92,6440.0,4.019,1.952,0.14,1
12,3.522498429,3.19843,9145.7,14.59,1521.0,1264.67,6225.0,4.169,1.451,-0.04,1
13,3.709214104,2.6302,131.1,1.16,1206.0,500.46,5833.0,4.407,1.022,-0.04,1
14,11.521446064,3.6399,17984.0,150.51,753.0,75.88,5795.0,4.554,0.848,-0.2,0
15,19.40393776,12.2155,8918.7,7.18,523.0,17.69,5043.0,4.591,0.68,-0.54,0
16,19.221388942,4.79843,74284.0,49.29,698.0,55.97,6117.0,4.496,0.947,-0.22,0
17,16.46983774,9.4378,10479.0,7.94,595.0,29.61,5152.0,4.517,0.786,-0.2,0
18,9.27358173,3.2875,1288.3,2.47,649.0,41.85,4856.0,4.583,0.696,-0.3,1
19,6.02930329,1.5821,1912.7,2.85,678.0,50.04,4537.0,4.648,0.672,0.21,1
20,2.696370652,3.6129,397.9,1.58,1066.0,305.34,4989.0,4.504,0.819,0.1,0
21,5.349553819,3.0278,831.0,2.55,919.0,168.99,5185.0,4.44,0.91,0.16,1
22,3.94105221,2.5984,363.3,1.7,1018.0,253.15,5185.0,4.44,0.91,0.16,1
23,8.10904807,3.596,217.4,1.3,800.0,97.03,5185.0,4.44,0.91,0.16,1
24,386.6030528,6.8057,24927.0,41.5,297.0,1.84,5543.0,4.081,1.58,0.44,0
25,21.67699193,3.4555,857.2,2.95,530.0,18.64,4954.0,4.5,0.828,0.18,1
26,4.99677968,2.1717,934.7,2.78,917.0,166.95,5339.0,4.552,0.847,0.18,1
27,4.280963604,2.875,750.8,2.3,1012.0,247.87,5644.0,4.564,0.831,-0.14,1
28,1.50635409,1.5155,2211.7,4.53,1452.0,1054.12,5714.0,4.563,0.831,-0.2,0
29,670.645531,53.412,18091.0,14.14,196.0,0.35,5520.0,4.466,0.983,0.48,0
30,61.2563628,7.633,5123.3,39.87,505.0,15.43,6144.0,4.402,1.091,0.0,0
31,38.3775486,5.588,724.2,2.82,529.0,18.53,5481.0,4.369,1.036,0.16,1
32,41.19725502,4.6297,2213.9,3.86,439.0,8.76,5031.0,4.485,0.848,0.16,1
33,6.252962249,2.5819,1036.9,2.65,823.0,108.3,5031.0,4.485,0.848,0.16,1
34,16.01308419,3.2554,1121.9,3.1,593.0,29.31,5015.0,4.499,0.826,0.1,1
35,32.62876672,4.7971,1804.8,3.36,506.0,15.55,5586.0,4.56,0.798,-0.3,1
36,91.7732862,6.473,652.0,2.12,359.0,3.92,5586.0,4.56,0.798,-0.3,1
37,4.959319244,2.22739,9802.0,12.21,1103.0,349.4,5712.0,4.359,1.082,0.1,1
38,2.701287801,3.3827,860.4,6.54,1222.0,527.81,5550.0,4.468,0.91,-0.04,0
39,4.49876511,3.7362,460.0,2.1,1133.0,389.62,6075.0,4.486,0.969,-0.12,1
40,19.651209505,5.2514,11766.0,12.42,730.0,67.03,6074.0,4.391,1.063,-0.12,0
41,5.412203927,2.9472,601.6,2.94,1093.0,337.68,5779.0,4.339,1.087,-0.06,1
42,41.43958662,10.5989,2793.1,5.5,516.0,16.72,5468.0,4.367,1.046,0.22,1
43,8.35389523,2.2514,1041.6,2.52,790.0,91.9,5592.0,4.582,0.787,-0.28,1
44,4.125543472,3.1744,1487.3,4.43,1243.0,565.35,6174.0,4.417,1.103,0.1,1
45,2.816504904,2.50587,16814.0,12.21,1219.0,521.13,5532.0,4.452,0.955,0.14,1
46,33.93373447,14.561,8503.7,7.34,430.0,8.11,5040.0,4.628,0.705,-0.24,0
47,3.689920099,2.6557,426.7,1.89,1147.0,408.99,5880.0,4.518,0.917,-0.06,1
48,4.431238488,3.15,1010.9,3.25,1104.0,351.23,5714.0,4.428,1.015,0.16,1
49,11.37936986,2.6255,1023.5,3.95,806.0,99.68,5714.0,4.428,1.015,0.16,1
50,26.39432897,3.573,1510.9,3.07,489.0,13.49,5129.0,4.595,0.763,0.02,1
51,13.57078281,3.3539,511.7,2.64,785.0,89.61,5854.0,4.406,1.012,-0.12,1
52,7.12594387,3.0014,192.4,1.79,997.0,233.31,5779.0,4.339,1.087,-0.06,1
53,7.442652004,2.3078,24446.0,15.03,967.0,206.78,6108.0,4.469,0.956,-0.3,0
54,16.38489988,3.0249,1127.1,2.0,433.0,8.35,4126.0,4.661,0.615,0.04,1
55,7.8774163,2.0805,1306.1,2.16,553.0,22.18,4126.0,4.661,0.615,0.04,1
56,36.4454001,4.007,1122.3,1.99,332.0,2.88,4126.0,4.661,0.615,0.04,1
57,3.728732147,2.683,5226.5,6.02,1023.0,258.34,5497.0,4.577,0.809,-0.1,1
58,40.4195037,3.362,6256.0,7.51,467.0,11.29,5446.0,4.507,0.781,-0.54,1
59,2.243380573,1.1196,821.7,1.99,822.0,107.6,4149.0,4.698,0.564,-0.32,1
60,10.405998015,6.5036,14489.0,11.23,833.0,113.94,5746.0,4.393,0.924,-0.54,0
61,2.337437946,1.9982,971.2,2.34,1070.0,311.16,5005.0,4.595,0.765,0.14,1
62,7.2406612,0.558,556.4,19.45,734.0,68.63,5005.0,4.595,0.765,0.14,1
63,3.43591631,3.133,23.2,0.55,1272.0,617.61,5779.0,4.339,1.087,-0.06,1
64,11.59822233,2.5237,2804.5,2.65,396.0,5.82,3688.0,4.79,0.473,0.0,1
65,6.575315881,4.3084,2793.3,5.31,1015.0,251.38,5992.0,4.415,0.989,-0.32,1
66,7.275040844,7.5377,3001.0,4.86,833.0,113.64,5485.0,4.556,0.867,0.21,1
67,19.27153892,2.7594,1219.8,1.93,393.0,5.66,4077.0,4.702,0.56,-0.24,1
68,10.06524317,1.369,1053.3,1.91,488.0,13.43,4077.0,4.702,0.56,-0.24,1
69,12.3935651,3.8896,916.6,2.66,677.0,49.68,5557.0,4.603,0.75,-0.4,1
70,43.84439721,6.802,615.2,2.87,531.0,18.77,5854.0,4.406,1.012,-0.12,1
71,3.341913228,3.813,725.3,21.55,1032.0,268.67,5295.0,4.551,0.811,-0.02,0
72,1.626630225,2.1145,1620.6,32.43,1547.0,1355.88,5735.0,4.41,0.973,-0.18,0
73,2.711504086,3.0099,837.5,3.12,1420.0,960.79,6214.0,4.442,1.076,0.07,1
74,7.21203748,4.0491,950.4,3.32,1025.0,260.58,6214.0,4.442,1.076,0.07,1
75,14.1798187,2.505,459.9,1.88,711.0,60.35,5799.0,4.539,0.878,-0.1,0
76,8.47237911,2.7245,1123.5,2.59,751.0,75.44,5354.0,4.587,0.788,-0.08,1
77,60.4189369,5.039,931.3,2.36,390.0,5.49,5354.0,4.587,0.788,-0.08,1
78,12.611904345,5.1497,6105.6,7.4,753.0,76.15,5795.0,4.508,0.919,-0.02,1
79,1.433769925,1.8868,1976.3,46.58,1920.0,3209.29,6017.0,4.22,1.339,0.02,0
80,10.31872301,3.836,871.7,28.59,876.0,139.26,5927.0,4.409,1.06,0.07,0
81,2.539183147,2.4282,382.1,2.06,1332.0,743.09,5519.0,4.35,1.062,0.14,1
82,6.770300385,2.0844,1304.0,2.77,812.0,102.87,5653.0,4.656,0.679,-0.84,1
83,0.444291966,2.0792,10967.0,27.51,1836.0,2706.26,5255.0,4.678,0.636,-0.72,0
84,10.181584004,3.5089,5741.1,7.73,812.0,102.91,5988.0,4.541,0.836,-0.52,1
85,20.06036336,3.3203,1494.7,1.96,361.0,4.0,3950.0,4.754,0.493,-0.46,1
86,46.1842039,4.758,1394.7,1.83,273.0,1.32,3950.0,4.754,0.493,-0.46,1
87,23.9800854,5.351,104.0,1.31,649.0,41.94,5854.0,4.406,1.012,-0.12,1
88,7.82502168,2.186,520.8,1.2,494.0,14.05,3950.0,4.754,0.493,-0.46,1
89,3.895936525,2.3111,8544.8,7.34,1005.0,241.62,5557.0,4.592,0.774,-0.3,1
90,22.36646466,5.228,986.8,2.32,536.0,19.45,5395.0,4.615,0.734,-0.34,1
91,1.625522174,2.38963,7969.0,9.73,1579.0,1467.41,5539.0,4.322,1.106,0.16,1
92,19.620346923,2.0038,21725.0,13.6,643.0,40.39,5710.0,4.492,0.905,-0.1,1
93,7.544039,6.222,322.6,17.47,838.0,116.46,5657.0,4.567,0.824,-0.18,0
94,9.02930689,3.1449,1019.8,2.57,757.0,77.75,5349.0,4.526,0.82,-0.12,1
95,10.328035714,7.7915,16918.0,13.28,843.0,119.31,5627.0,4.359,1.024,-0.1,0
96,143.2063047,8.9302,10566.0,8.9,308.0,2.14,5485.0,4.556,0.867,0.21,1
97,6.164876,3.262,55.8,0.79,1021.0,256.35,5854.0,4.406,1.012,-0.12,1
98,60.32494216,6.6188,20280.0,12.19,411.0,6.77,5485.0,4.556,0.867,0.21,1
99,29.1598615,4.803,488.0,1.91,524.0,17.85,5485.0,4.556,0.867,0.21,1
100,1.540397253,2.1541,816.1,25.69,1470.0,1105.68,5663.0,4.53,0.915,0.21,0
101,2.99025443,5.414,589.2,1.7,918.0,168.45,4667.0,4.578,0.731,0.1,0
102,1.594745374,1.9604,15044.0,11.3,1539.0,1329.42,5934.0,4.491,0.893,-0.38,1
103,4.783002698,2.335,1008.7,2.5,886.0,145.48,5170.0,4.574,0.807,0.18,1
104,20.50588921,4.0595,2105.5,3.41,518.0,17.06,4905.0,4.544,0.761,-0.04,1
105,3.340218842,1.9104,1632.6,2.03,656.0,43.73,3950.0,4.754,0.493,-0.46,1
106,2.507089906,2.0067,1339.2,30.26,1326.0,730.47,5926.0,4.506,0.939,-0.04,0
107,18.64932728,4.4056,893.6,3.12,701.0,57.13,5775.0,4.405,1.053,0.16,1
108,4.90144976,4.1654,140.7,1.7,1262.0,598.74,5847.0,4.191,1.402,0.26,1
109,9.75192101,4.793,418.0,2.76,870.0,135.66,5775.0,4.405,1.053,0.16,1
110,38.5576546,5.794,993.0,4.02,550.0,21.71,5775.0,4.405,1.053,0.16,1
111,3.525632539,2.59959,22335.0,11.58,975.0,213.12,5150.0,4.572,0.793,0.08,1
112,34.84398644,2.9315,4523.6,7.61,511.0,16.1,5509.0,4.482,0.871,-0.16,1
113,7.748094239,3.5957,2472.1,5.52,964.0,204.39,5973.0,4.439,1.085,0.36,1
114,23.96793669,3.827,1182.3,1.8,329.0,2.77,3747.0,4.728,0.524,0.1,1
115,8.29561738,1.3421,824.3,1.82,469.0,11.39,3747.0,4.728,0.524,0.1,1
116,8.11437482,2.2736,1558.0,2.1,460.0,10.55,3692.0,4.753,0.517,0.28,1
117,38.036729482,4.34617,82872.0,27.5,500.0,14.81,5575.0,4.521,0.932,0.36,0
118,4.64090031,35.512,2450.6,30.09,1155.0,421.08,6463.0,4.5,0.826,-1.66,1
119,3.747838198,5.0642,616.0,13.65,1031.0,266.76,5514.0,4.569,0.826,-0.04,0
120,14.74914825,6.0995,430.2,2.89,874.0,137.91,5847.0,4.191,1.402,0.26,1
121,21.81295996,4.3791,1175.4,3.38,639.0,39.33,5601.0,4.41,0.999,0.08,1
122,7.91936937,3.3148,15148.0,10.34,814.0,104.0,5690.0,4.588,0.776,-0.4,0
123,1.028436523,1.8606,8098.0,72.77,1947.0,3400.48,6228.0,4.428,0.99,-0.44,1
124,15.37562369,3.3169,15337.0,11.01,600.0,30.54,4986.0,4.496,0.833,0.16,1
125,8.10363271,3.161,887.9,2.11,687.0,52.82,4861.0,4.574,0.732,-0.08,1
126,4.71510843,2.506,417.5,1.46,823.0,108.84,4861.0,4.574,0.732,-0.08,1
127,6.365839713,2.9721,780.7,2.44,914.0,165.33,5776.0,4.554,0.849,-0.18,1
128,5.97581754,3.065,962.4,3.86,1047.0,284.25,6108.0,4.471,0.997,-0.08,0
129,2.446737317,4.7211,1177.9,26.25,1261.0,597.19,5764.0,4.548,0.863,-0.12,0
130,3.04033046,1.8411,10859.0,8.99,1021.0,257.29,5035.0,4.519,0.791,-0.06,1
131,15.33528675,3.897,3081.4,5.0,610.0,32.67,5251.0,4.581,0.817,0.21,1
132,7.95825328,4.377,50.0,1.06,1074.0,314.15,5847.0,4.191,1.402,0.26,1
133,31.33046135,5.176,5073.8,6.5,481.0,12.61,5251.0,4.581,0.817,0.21,1
134,3.9043425,3.831,16228.0,12.28,1104.0,351.05,5810.0,4.526,0.898,-0.06,0
135,9.286358079,3.49949,44791.0,17.61,796.0,95.03,5670.0,4.523,0.821,-0.4,0
136,3.951405455,2.1862,2453.9,31.44,1133.0,388.71,6046.0,4.539,0.869,-0.38,0
137,23.65369415,8.2183,3341.8,7.89,731.0,67.65,5739.0,4.191,1.384,0.3,1
138,13.23352214,6.7372,504.6,3.06,888.0,146.67,5739.0,4.191,1.384,0.3,1
139,6.15560285,4.9843,285.0,2.32,1146.0,406.94,5739.0,4.191,1.384,0.3,1
140,2.090811305,3.388,115.9,1.62,1642.0,1718.04,5739.0,4.191,1.384,0.3,1
141,3.180027898,3.5797,120.3,1.53,1458.0,1066.86,5847.0,4.191,1.402,0.26,1
142,50.4467417,7.159,370.3,2.67,568.0,24.64,5739.0,4.191,1.384,0.3,1
143,11.76307164,2.9076,1037.3,2.35,616.0,33.99,4959.0,4.603,0.756,0.16,1
144,56.2279271,3.57,862.7,2.37,366.0,4.22,4959.0,4.603,0.756,0.16,1
145,2.384052875,3.0918,1268.1,17.06,1010.0,244.87,4794.0,4.58,0.701,-0.22,0
146,7.953547,2.6312,875.4,2.25,696.0,55.37,4768.0,4.536,0.779,0.18,1
147,4.14451656,2.3421,391.8,1.48,864.0,132.08,4768.0,4.536,0.779,0.18,1
148,4.859386384,2.2757,6044.3,38.33,1114.0,364.23,6072.0,4.47,0.988,-0.1,0
149,10.526294577,2.5211,9768.0,8.24,713.0,61.16,5386.0,4.553,0.793,-0.2,1
150,4.583520948,2.7055,3812.1,5.39,1038.0,274.98,5815.0,4.54,0.877,-0.12,1
151,3.76181843,3.5176,510.6,2.66,1121.0,372.62,5653.0,4.472,0.949,0.1,1
152,8.20396958,2.9667,1024.4,3.01,742.0,71.5,5015.0,4.499,0.826,0.1,1
153,14.49645186,4.016,647.5,3.01,613.0,33.48,5015.0,4.499,0.826,0.1,1
154,6.54626149,2.75,655.9,2.19,810.0,101.78,5251.0,4.581,0.817,0.21,1
155,12.71809866,3.0957,1149.4,2.31,562.0,23.6,4702.0,4.592,0.686,-0.22,1
156,36.06588163,4.3246,1563.8,2.64,397.0,5.88,4702.0,4.592,0.686,-0.22,1
157,4.190425659,2.8589,2877.4,6.21,1234.0,547.9,6073.0,4.392,1.135,0.2,1
158,3.709870784,3.0694,2020.3,4.35,1151.0,415.1,5727.0,4.463,0.978,0.14,1
159,16.3297527,6.271,1187.5,3.75,727.0,66.08,5878.0,4.444,0.987,-0.06,1
160,27.807566216,4.21587,25391.0,13.84,554.0,22.24,5862.0,4.584,0.785,-0.52,1
161,80.8723469,11.195,3604.6,7.59,452.0,9.88,5510.0,4.222,1.238,0.16,1
162,3.166465862,2.9381,4357.2,26.82,954.0,196.31,4968.0,4.575,0.704,-0.36,0
163,24.99324319,5.9409,269.6,2.29,712.0,60.88,5718.0,4.181,1.317,0.0,1
164,10.35533116,3.1775,750.6,2.47,777.0,86.22,5501.0,4.462,0.918,0.02,1
165,16.08518937,3.984,1442.4,3.68,613.0,33.43,5239.0,4.523,0.826,0.0,1
166,235.9986399,8.2284,20715.0,10.59,188.0,0.29,4245.0,4.627,0.657,0.12,1
167,7.49018305,2.7297,1123.6,2.56,753.0,76.06,5103.0,4.562,0.787,0.04,1
168,36.2761238,4.7865,1572.6,3.03,445.0,9.29,5103.0,4.562,0.787,0.04,1
169,17.46087931,2.2641,812.4,2.32,568.0,24.6,5103.0,4.562,0.787,0.04,1
170,56.0560754,4.685,1626.0,1.94,233.0,0.69,3593.0,4.757,0.491,0.26,1
171,41.408316686,5.0264,22839.0,11.38,453.0,9.93,5522.0,4.586,0.747,-0.46,1
172,39.74893077,7.3051,15179.0,14.21,552.0,21.87,6122.0,4.487,0.964,-0.18,1
173,5.715425977,2.5242,908.1,2.47,850.0,123.03,5237.0,4.572,0.826,0.24,1
174,49.18394185,11.3364,1646.2,8.2,669.0,47.4,5626.0,3.907,2.057,0.36,1
175,20.0261412,1.611,421.2,2.28,559.0,23.14,5237.0,4.572,0.826,0.24,1
176,13.61014819,2.594,5732.9,19.02,733.0,68.29,5697.0,4.46,0.903,-0.26,1
177,10.44331991,2.743,1159.8,2.66,667.0,46.94,4947.0,4.516,0.802,0.08,0
178,2.237489571,1.8119,315.8,1.41,1160.0,427.17,5265.0,4.58,0.81,0.14,1
179,5.851520671,3.11058,33004.0,14.62,901.0,155.89,5532.0,4.53,0.806,-0.34,0
180,3.167893418,2.1814,781.2,2.62,1221.0,526.23,5895.0,4.503,0.94,-0.02,1
181,4.311780262,2.7251,1154.0,3.11,1038.0,274.84,5527.0,4.484,0.927,0.16,1
182,20.0504494,4.556,840.9,2.69,622.0,35.44,5527.0,4.484,0.927,0.16,1
183,9.76734503,1.6585,569.1,2.67,791.0,92.46,5527.0,4.484,0.927,0.16,1
184,119.0207044,8.1405,7430.5,8.98,366.0,4.25,5453.0,4.342,1.062,0.16,1
185,190.3200468,15.284,1141.7,7.78,426.0,7.8,5626.0,3.907,2.057,0.36,1
186,2.861159894,1.8832,1014.3,4.37,1355.0,797.1,6126.0,4.458,1.021,-0.04,0
187,26.44439337,3.9783,1843.5,3.91,562.0,23.54,5427.0,4.463,0.929,0.16,1
188,51.53997972,6.3994,3644.3,5.51,450.0,9.67,5427.0,4.463,0.929,0.16,1
189,5.902245782,2.9003,702.3,2.43,926.0,173.74,5427.0,4.463,0.929,0.16,1
190,2.382951591,1.8876,391.6,1.86,1253.0,583.01,5427.0,4.463,0.929,0.16,1
191,21.02250608,4.1072,1772.5,3.07,521.0,17.48,5067.0,4.585,0.75,-0.08,1
192,3.219814777,2.0642,488.2,1.69,998.0,234.93,5103.0,4.562,0.787,0.04,1
193,5.912273234,2.3254,961.4,1.73,585.0,27.72,4072.0,4.696,0.57,-0.18,1
194,8.98581901,2.8606,881.3,1.65,509.0,15.9,4072.0,4.696,0.57,-0.18,1
195,12.940668656,2.4845,42450.0,22.94,723.0,64.64,5875.0,4.572,0.809,-0.42,1
196,20.5452375,2.517,218.5,2.41,742.0,71.57,5670.0,4.206,1.264,0.0,0
197,33.60123371,4.4056,7425.9,8.46,495.0,14.22,5149.0,4.447,0.93,0.42,1
198,6.76652928,2.9004,450.7,1.97,845.0,120.48,5149.0,4.447,0.93,0.42,1
199,4.347288783,2.1024,451.6,2.36,1174.0,449.79,5754.0,4.345,1.122,0.16,1
200,4.601811819,2.2607,755.9,2.35,896.0,152.91,4986.0,4.496,0.833,0.16,1
201,11.18719905,3.252,353.6,1.55,667.0,46.65,4986.0,4.496,0.833,0.16,1
202,4.220965778,3.0854,2260.0,2.62,595.0,29.68,3837.0,4.747,0.517,-0.06,1
203,6.998099523,2.0488,20285.0,588.66,853.0,125.22,5612.0,4.566,0.829,-0.12,0
204,5.95489993,2.3892,1410.7,2.33,635.0,38.52,4261.0,4.641,0.633,-0.06,1
205,12.03987488,2.7363,1250.6,2.18,502.0,15.06,4261.0,4.641,0.633,-0.06,1
206,20.83762895,2.3734,439.0,1.42,418.0,7.24,4261.0,4.641,0.633,-0.06,1
207,8.8111022,5.0683,401.1,63.66,1399.0,904.92,6200.0,3.8,2.404,-0.12,0
208,23.58917143,5.073,1200.7,3.16,487.0,13.34,4919.0,4.566,0.721,-0.24,1
209,6.481633073,3.784,298.5,2.54,1145.0,406.25,5945.0,4.213,1.302,-0.08,1
210,10.37168928,3.035,1254.9,3.2,720.0,63.68,5121.0,4.457,0.888,0.18,1
211,3.96996298,1.1757,299.2,1.78,992.0,229.37,5121.0,4.457,0.888,0.18,1
212,4.40841331,5.012,549.4,2.66,1139.0,398.0,6007.0,4.457,0.961,-0.24,1
213,7.9426176,6.703,1590.7,4.68,878.0,140.57,5811.0,4.521,0.926,0.07,0
214,226.8904775,7.558,3136.4,4.53,236.0,0.73,5067.0,4.585,0.75,-0.08,1
215,1.956811408,2.1958,24905.0,21.58,1109.0,357.16,5209.0,4.657,0.603,-1.24,0
216,2.688899233,2.11275,37492.0,12.04,929.0,175.76,4820.0,4.667,0.639,-0.4,1
217,9.439459486,2.8979,3036.1,4.16,686.0,52.32,5097.0,4.597,0.779,0.21,1
218,11.523067458,3.8757,507.3,3.13,927.0,174.81,5644.0,4.162,1.411,0.3,1
219,20.47748843,2.8364,1382.4,2.92,530.0,18.65,5097.0,4.597,0.779,0.21,1
220,3.336123113,1.9616,516.3,1.74,970.0,209.79,5097.0,4.597,0.779,0.21,1
221,8.01078456,2.312,1333.6,1.72,453.0,9.9,3713.0,4.779,0.47,-0.12,1
222,12.07134205,4.3224,759.2,1.29,395.0,5.74,3713.0,4.779,0.47,-0.12,1
223,20.99587872,2.6333,767.3,1.3,328.0,2.74,3713.0,4.779,0.47,-0.12,1
224,7.41113177,2.5242,620.5,2.45,905.0,158.11,5849.0,4.517,0.919,-0.02,1
225,1.000747038,0.9967,1823.5,4.14,1620.0,1635.2,5472.0,4.499,0.79,-0.54,0
226,8.884922995,2.07004,16053.0,10.51,770.0,83.21,5332.0,4.5,0.843,-0.08,1
227,8.09888906,4.20241,6911.1,8.95,986.0,223.19,6214.0,4.442,1.076,0.07,1
228,10.00653012,5.344,936.1,3.52,876.0,139.21,6063.0,4.47,1.001,-0.02,1
229,17.855221681,7.41287,9065.2,13.16,911.0,163.04,6823.0,4.308,1.367,0.07,1
230,12.732624065,2.2083,6465.7,4.87,432.0,8.22,3950.0,4.721,0.541,-0.14,1
231,83.92494032,6.7904,7958.7,4.78,226.0,0.62,3960.0,4.746,0.509,-0.36,1
232,5.007316661,4.2362,6932.3,6.96,998.0,234.28,5865.0,4.563,0.827,-0.34,1
233,2.211116989,1.6485,724.2,1.85,931.0,177.19,4500.0,4.656,0.646,-0.02,1
234,27.9541337,3.95,942.5,1.9,400.0,6.04,4500.0,4.656,0.646,-0.02,1
235,12.69104387,3.7727,252.1,2.57,1008.0,244.3,5869.0,4.024,1.626,-0.16,1
236,4.409409243,3.8636,12861.0,10.95,1101.0,347.06,5600.0,4.368,0.975,-0.26,0
237,16.23947096,4.0374,2590.7,4.14,598.0,30.14,5191.0,4.564,0.837,0.34,1
238,6.308201629,2.9785,1328.5,2.96,819.0,106.44,5191.0,4.564,0.837,0.34,1
239,2.052349884,2.0778,14281.0,13.12,1497.0,1183.18,5855.0,4.393,1.08,0.14,1
240,9.7704486,2.4517,1897.8,2.23,460.0,10.59,3906.0,4.73,0.509,-0.32,1
241,5.169804269,2.153,1037.4,1.66,569.0,24.75,3906.0,4.73,0.509,-0.32,1
242,21.22261195,6.5093,366.0,2.48,771.0,83.56,5945.0,4.213,1.302,-0.08,1
243,20.09017037,4.154,1432.1,2.25,362.0,4.05,3906.0,4.73,0.509,-0.32,1
244,7.11373257,2.1764,807.6,1.16,429.0,8.01,3561.0,4.855,0.411,0.0,1
245,3.306551643,1.8177,509.2,0.91,554.0,22.19,3561.0,4.855,0.411,0.0,1
246,15.36845737,2.4714,756.1,1.11,332.0,2.86,3561.0,4.855,0.411,0.0,1
247,13.81020318,3.048,1309.7,4.56,833.0,113.75,5942.0,4.327,1.142,-0.04,1
248,4.093578461,2.5833,538.6,2.85,1182.0,461.07,6077.0,4.471,0.999,-0.04,1
249,105.145959,8.593,685.4,3.43,401.0,6.09,6077.0,4.471,0.999,-0.04,1
250,10.8484518,2.9993,1675.6,2.34,499.0,14.66,4201.0,4.682,0.591,-0.2,1
251,6.66833241,1.915,362.3,1.18,587.0,28.06,4201.0,4.682,0.591,-0.2,1
252,4.082274889,3.23015,17859.0,10.55,1016.0,251.48,5655.0,4.581,0.794,-0.3,1
253,3.886655224,3.1646,581.6,1.87,1010.0,246.29,5662.0,4.61,0.738,-0.54,1
254,42.1406089,5.083,895.5,1.85,349.0,3.49,4500.0,4.656,0.646,-0.02,1
255,4.617490562,2.2618,575.8,1.62,728.0,66.47,4500.0,4.656,0.646,-0.02,1
256,10.19849255,2.4283,634.1,1.75,559.0,23.11,4500.0,4.656,0.646,-0.02,1
257,5.795063956,3.2496,1692.9,4.33,950.0,192.74,5865.0,4.563,0.827,-0.34,0
258,7.15681552,2.5882,867.0,2.47,782.0,88.23,5029.0,4.494,0.838,0.14,1
259,17.64830851,2.0873,763.3,2.43,579.0,26.49,5029.0,4.494,0.838,0.14,1
260,4.14810719,2.535,175.2,1.08,938.0,182.76,5029.0,4.494,0.838,0.14,1
261,16.51410989,4.1575,973.5,2.72,655.0,43.57,5527.0,4.488,0.866,-0.18,1
262,30.1329298,5.172,1015.8,3.14,536.0,19.55,5527.0,4.488,0.866,-0.18,1
263,4.79090809,2.603,251.3,1.36,990.0,227.24,5527.0,4.488,0.866,-0.18,1
264,31.71981013,4.819,363.4,3.09,743.0,71.97,5869.0,4.024,1.626,-0.16,1
265,99.6415962,4.448,952.5,2.64,360.0,3.97,5527.0,4.488,0.866,-0.18,1
266,4.708326451,3.16114,7912.7,10.6,1162.0,431.02,5560.0,4.246,1.21,0.14,1
267,16.37198661,3.8449,4147.6,540.37,438.0,8.71,4187.0,4.656,0.592,-0.28,0
268,5.392026903,2.9804,1151.4,2.68,850.0,123.33,5198.0,4.589,0.801,0.21,1
269,2.494170338,1.1221,863.7,2.42,1194.0,480.19,5569.0,4.566,0.829,-0.08,1
270,6.491682808,4.301,7163.3,9.66,1062.0,301.54,6123.0,4.413,1.107,0.14,1
271,3.044770796,10.0134,1695.0,24.54,1076.0,317.36,5525.0,4.603,0.753,-0.36,0
272,3.855603916,3.2179,16653.0,13.61,1212.0,508.65,6033.0,4.46,1.046,0.21,1
273,3.855599139,3.183,1030.9,3.57,1158.0,425.74,5936.0,4.501,0.965,0.07,0
274,38.47876629,5.04169,23530.0,13.26,484.0,13.01,5510.0,4.539,0.879,0.16,1
275,37.601661282,8.30604,59130.0,27.22,606.0,31.86,6140.0,4.354,1.096,-0.24,0
276,3.314947362,1.8007,1398.2,3.94,1155.0,421.03,5609.0,4.481,0.944,0.16,1
277,6.71969089,3.0231,969.7,4.37,952.0,194.18,5931.0,4.479,0.866,-0.6,0
278,39.6431552,6.5292,15664.0,10.98,472.0,11.74,5231.0,4.455,0.9,0.14,1
279,51.42598578,16.9422,66068.0,29.66,549.0,21.4,6257.0,4.41,1.147,0.21,0
280,21.80451611,3.4097,1144.9,2.6,543.0,20.48,5481.0,4.629,0.708,-0.5,1
281,10.28194593,3.4366,1110.7,2.53,680.0,50.6,5196.0,4.593,0.775,0.04,1
282,18.11993039,4.2309,1506.9,2.95,563.0,23.77,5196.0,4.593,0.775,0.04,1
