toi,tid,tfopwg_disp,ra,dec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,gaia_id,SOURCE_ID,phot_g_mean_mag,mh_gspphot,teff_gspphot,logg_gspphot,azero_gspphot,ebpminrp_gspphot,ag_gspphot,mg_gspphot,libname_gspphot,alphafe_gspspec,mh_gspspec,fem_gspspec,flags_gspspec,radius_flame,lum_flame,mass_flame,age_flame,r_med_geo,r_lo_geo,r_hi_geo,calibrated_gspphot,calibrated gspspec,metallicity,source_of_met,Prediction,multi_pl,spectral_type
175.03,TIC 307210830,CP,124.53286,-68.314466,5202.728304000106,2.2531134,0.909,666.0,1.01428,82.284,839.0,3469.0,4.9401,0.31,5271055243163629056,5.27105524316363e+18,10.605513,-0.7106,3178.8445,4.4731,0.0031,0.0013,0.002,10.4308,PHOENIX,0.01,-0.61,,00100101000009999999999999999999999999999,0.36068335,0.011924623,,,10.605484,10.603799,10.607224,-4.599956322739382,-0.61,-0.6164065330143896,a_spec,1,1,M
1751.01,TIC 287080092,CP,243.488853,63.53353,5699.128986000083,37.4686602,7.16,402.0,2.3352,40.5679,703.0,6114.0,4.293,1.27,1629404184289170688,1.6294041842891707e+18,9.196317,-0.5441,5956.688,4.1106,0.0014,0.0006,0.0012,3.9156,MARCS,0.41,-0.85,-0.01,00000010000009999019900999900999999999999,1.3332856,2.0166993,1.1011263,5.900735,113.32252,113.21431,113.477715,-0.5535203132037123,-0.85,-0.86,f_spec,1,0,F
1752.01,TIC 287139872,PC,253.461486,60.70962,4829.731174000073,0.9351891,0.7694649,1150.2871156,1.8032935,194.1728744,952.065635,3652.0,4.71387,0.526987,1438168463332034816,1.4381684633320348e+18,13.799104,-0.2497,3691.475,4.6249,0.4313,0.1737,0.2958,8.4152,MARCS,,,,,0.5810933,0.05630457,0.55412966,13.148961,102.950066,102.78676,103.07979,-0.865169906004457,,-0.865169906004457,cal_phot,1,1,M
1752.02,TIC 287139872,PC,253.461486,60.70962,3871.63657400012,32.7135406,5.075467,1469.2598788,2.4202837,1.6972705,291.1102616,3652.0,4.71387,0.526987,1438168463332034816,1.4381684633320348e+18,13.799104,-0.2497,3691.475,4.6249,0.4313,0.1737,0.2958,8.4152,MARCS,,,,,0.5810933,0.05630457,0.55412966,13.148961,102.950066,102.78676,103.07979,-0.865169906004457,,-0.865169906004457,cal_phot,1,1,M
1753.01,TIC 289580577,PC,252.469835,61.173577,4820.733754000161,5.3846239,3.2617296,630.6901313,2.6170633,237.9959598,1001.7564461,5700.0,4.48088,0.959022,1630385635856016256,1.6303856358560164e+18,11.658577,-0.1019,5585.5293,4.3945,0.0262,0.0116,0.0218,4.8876,MARCS,0.09,0.09,,00000010000009999999900999999999999999999,0.9710212,0.82611215,0.92735696,8.237902,224.31778,223.68689,224.97748,0.0738434155443163,0.09,0.0304701017715046,a_spec,1,0,G
1754.01,TIC 332477926,PC,265.59431,57.447771,4829.80222300021,16.2143217,3.8395249,1553.7064339,2.8235075,6.3061639,404.1671972,3849.0,4.65688,0.593295,1422202558064520576,1.4222025580645207e+18,12.678684,0.1332,4161.956,4.6775,0.6977,0.2729,0.4988,7.5498,PHOENIX,0.03,-0.19,,00001001000009999999999999999999999999999,0.5999372,0.09732426,0.6522182,,81.19718,81.111084,81.28975,-0.1382918734501861,-0.19,-0.2093777512371894,a_spec,1,0,K
1758.01,TIC 367858035,PC,354.741581,75.685232,5588.696841000114,20.7051499,3.348,1822.0,3.39245,13.1989,531.0,5169.0,4.57,0.81,2232494455385669760,2.2324944553856696e+18,10.62546,-0.1076,5129.2393,4.5235,0.0538,0.023,0.0434,5.6737,MARCS,0.02,-0.03,0.03,00000000000009999009900999900999999999999,0.8209255,0.42036918,0.82275534,10.205324,95.77002,95.68166,95.8387,0.1824284243661477,-0.03,0.0,f_spec,1,0,K
1759.01,TIC 408636441,CP,326.851662,62.753816,5571.266148999799,18.8500438,3.407,2610.0,3.09094,5.95531,435.0,3960.0,4.62853,0.63,2216420110788943744,2.216420110788944e+18,10.838576,-0.5449,3926.7197,4.5337,0.1805,0.0712,0.1296,7.6624,MARCS,0.17,-0.13,-0.08,00000000000009999999900999900999999999999,0.66908073,0.09580629,0.6241885,12.348483,40.082085,40.068302,40.09462,-0.1550062994616227,-0.13,-0.21,f_spec,1,0,K
1761.01,TIC 424391516,PC,281.577645,75.303367,4881.913736000191,11.5922513,3.4868947,373.1625573,2.4230886,174.3466841,926.7725725,6311.0,4.37813,1.19407,2268464325450037120,2.2684643254500367e+18,10.986051,0.0461,5963.8735,4.3004,0.0044,0.002,0.0037,4.1094,MARCS,0.31,-0.26,0.21,00000010000009999999900999901999999999999,1.2025013,1.6494327,1.0605814,5.828473,237.70618,237.10251,238.34961,0.2395067769624999,-0.26,-0.05,f_spec,1,0,F
1762.01,TIC 435680451,PC,17.915004,79.165492,3977.921260999981,24.141229,3.069765,1612.7795426,4.0770689,38.9416122,637.122924,6156.0,4.55262,0.94842,565485809489763200,5.654858094897632e+17,11.051314,0.1621,5699.8594,4.4659,0.0856,0.0379,0.0713,4.7621,MARCS,0.16,0.03,,00000011000009999999999999999999999999999,0.9757389,0.90489423,0.9786901,5.027066,175.35844,175.00194,175.70119,0.4542746747591122,0.03,-0.0786294777674346,a_spec,1,0,F
1764.01,TIC 1551345500,PC,277.29301,55.313107,4911.020241999999,47.3860753,1.81,19550.0,9.77368,0.636581,248.0,4415.0,4.69831,0.62,2150615301929051136,2.1506153019290511e+18,11.910885,,,,,,,,,0.53,-0.67,,00100111000009999999999999999999999999999,,,,,87.082275,86.992874,87.16559,,-0.67,-1.0720593612219251,a_spec,1,0,K
1766.01,TIC 67666096,KP,148.643119,40.387945,4802.207262999844,2.7033942,2.927,10340.0,16.72,1704.57,1790.0,6518.0,4.15,1.61,806492023789218688,8.064920237892187e+17,9.768903,-0.1046,6343.3413,4.1314,0.0014,0.0007,0.0012,3.1877,MARCS,0.2,-0.13,0.06,00000000000009999010100999900999999999999,1.6269872,3.8632586,1.3019793,2.9943764,207.64308,206.57114,208.70079,0.0375001498363597,-0.13,-0.07,f_spec,0,0,F
1767.01,TIC 8767448,KP,140.102965,33.882329,4059.510627000127,4.3532339,3.869,10270.0,16.2509,617.309,1388.0,5914.0,4.07,1.59,702295464353437952,7.02295464353438e+17,10.382959,0.0227,6052.2764,4.1858,0.1084,0.0495,0.0923,3.5659,MARCS,0.19,0.03,-0.23,00000000000009912000100029900999999999999,1.5481696,2.895136,1.2058655,4.4544044,229.26648,228.22133,230.20024,0.0434199815409724,0.03,-0.2,f_spec,0,0,G
1768.01,TIC 137906197,PC,152.102783,55.53996,5498.444718000013,7.3377236,4.243,795.0,3.2807,998.435,1566.0,5994.0,4.4,1.1,852857845015534080,8.528578450155341e+17,10.314586,0.0988,6083.673,4.4371,0.1154,0.0526,0.0982,4.249,MARCS,0.14,0.06,-0.02,00000000000009999009900999900999999999999,1.0913445,1.467348,1.1222835,1.7032012,158.25447,157.89839,158.58173,0.1695310310451234,0.06,0.0399999999999999,f_spec,1,0,G
177.01,TIC 262530407,CP,20.438428,-46.714723,5371.963281000033,2.8531016,1.142,1395.0,2.02068,23.0419,610.0,3703.0,4.76229,0.52,4933912198895807104,4.933912198895807e+18,10.556652,,,,,,,,,0.03,0.25,,01001001000009999999999999999999999999999,,,,,22.441189,22.428596,22.454391,,0.25,0.2306222487628105,a_spec,1,0,K
1771.01,TIC 252479260,KP,155.681459,50.128711,5529.10522700008,3.2122302,2.653,14429.0,13.0356,325.569,1183.0,5357.7,4.37,1.04,846946629987527168,8.469466299875272e+17,9.525489,0.1308,5280.567,4.395,0.0419,0.018,0.0341,4.9367,MARCS,0.02,0.24,-0.09,00000000000009910009900011200991199999995,1.0692809,0.8007786,,,81.30109,81.20873,81.398796,0.2737165148464493,0.24,0.15,f_spec,1,0,G
1772.01,TIC 85293053,PC,156.837704,34.39095,4795.84987200005,8.0542207,3.0287161,706.8165307,2.8337706,140.2332705,877.6725493,5583.1,4.44,0.995254,749676822006222464,7.496768220062225e+17,9.804727,0.0587,5732.709,4.4704,0.0985,0.0439,0.0823,4.7823,MARCS,0.09,0.05,0.0,00000000000009999000000999900999999999999,0.95405126,0.8854981,1.0028262,2.99354,97.09463,96.92788,97.22257,0.1454225829157335,0.05,0.05,f_spec,1,0,G
1773.01,TIC 332064670,KP,133.146837,28.329815,4037.6928280000575,0.7365463,1.5732208,384.6733121,2.0231121,2657.8322415,1831.2668801,5250.0,4.42,0.963515,704967037090946688,7.049670370909467e+17,5.732681,0.2849,5184.4775,4.4506,0.0,0.0,0.0,5.2316,MARCS,-0.12,0.4,-0.12,00000000000001000009900009900991099999995,0.9740495,0.6176441,,,12.580838,12.574432,12.587991,0.4554006746351359,0.4,0.28,f_spec,1,0,G
1774.01,TIC 4897275,CP,148.161931,35.111008,4039.341155000031,16.7100422,5.4004652,615.2873631,2.7396616,73.7609475,747.4400609,5853.7,4.38636,1.09271,796063843195758208,7.960638431957582e+17,8.094008,-0.3098,5635.401,4.3208,0.0,0.0,0.0,4.43,MARCS,0.07,-0.06,-0.14,00000000000009920000000009900011099999995,1.1717998,1.2477033,0.927007,12.649369,53.742325,53.678288,53.8053,-0.1913970726694059,-0.06,-0.2,f_spec,1,0,G
1775.01,TIC 9348006,PC,150.115101,39.457751,4802.364326000214,10.2405483,3.538,9950.0,8.69623,55.4426,760.0,5251.0,4.54337,0.84,803285607362611840,8.032856073626118e+17,11.450736,0.0603,5202.0425,4.5184,0.0668,0.0286,0.054,5.521,MARCS,0.07,0.35,,00000001000009999999999999999999999999999,0.8436299,0.46987602,0.8358811,10.3514805,148.7351,148.29944,149.13974,0.116022212371444,0.35,0.3040574629624947,a_spec,1,0,G
1776.01,TIC 21535395,PC,164.777291,40.983718,4038.488566000015,2.8009915,1.4985399,204.8553325,1.4033915,560.3349224,1240.8853925,5723.87,4.49543,0.945408,778052193462283648,7.780521934622836e+17,8.101935,-0.5288,5636.447,4.4111,0.0,0.0,0.0,4.838,MARCS,0.14,-0.3,-0.05,00000000000009911000000019900991299999999,0.9753264,0.86498463,0.9500234,6.771914,44.68822,44.628754,44.757114,-0.4591969971750028,-0.3,-0.35,f_spec,1,0,G
1777.01,TIC 29191624,PC,151.807032,46.114881,4802.1165240001865,14.6503935,2.08,330.0,1.81908,18.7938,580.0,5859.45,4.4776,0.98,810069697186043264,8.100696971860433e+17,9.161319,-0.2372,5773.6987,4.3534,0.0012,0.0006,0.001,4.6331,MARCS,0.26,-0.4,0.12,00000000000009999000000009900999999999999,1.0107499,1.023536,0.9969442,5.0936017,79.961334,79.86843,80.04719,-0.1258739156244955,-0.4,-0.28,f_spec,1,0,G
1778.01,TIC 39699648,PC,136.777644,46.672425,4043.025022999849,6.5159507,2.5334309,434.5843468,2.8299713,414.0679194,1150.502709,6023.0,4.23995,1.32944,1011435012611767552,1.0114350126117676e+18,8.859901,-0.0171,5952.164,4.2514,0.002,0.0009,0.0017,3.8661,MARCS,0.14,0.16,-0.08,00000000000009921000000999900029999999999,1.3396513,2.0332482,1.1021931,5.9377975,98.957825,98.71827,99.19802,0.1051309662674067,0.16,0.08,f_spec,1,0,F
178.01,TIC 251848941,CP,7.302011,-30.454116,5363.4370880001225,6.5578513,2.08,1596.0,2.54474,24.9125,622.0,4111.0,4.55528,0.66,2318295979126499200,2.3182959791265e+18,11.15755,,,,,,,,,0.19,-0.4,0.03,00000000000009999999900019900999999999999,,,,,62.797436,62.700016,62.891083,,-0.4,-0.37,f_spec,1,1,K
178.02,TIC 251848941,CP,7.302011,-30.454116,3521.552190000192,20.708504,2.236524,1657.067907,3.751004,19.4977725,535.9397866,4111.0,4.55528,0.701202,2318295979126499200,2.3182959791265e+18,11.15755,,,,,,,,,0.19,-0.4,0.03,00000000000009999999900019900999999999999,,,,,62.797436,62.700016,62.891083,,-0.4,-0.37,f_spec,1,1,K
178.03,TIC 251848941,CP,7.302011,-30.454116,3529.954198999796,9.9616347,2.4648052,1084.4327062,2.2807327,21.8201851,551.2319188,4111.0,4.55528,0.660806,2318295979126499200,2.3182959791265e+18,11.15755,,,,,,,,,0.19,-0.4,0.03,00000000000009999999900019900999999999999,,,,,62.797436,62.700016,62.891083,,-0.4,-0.37,f_spec,1,1,K
178.04,TIC 251848941,KP,7.302011,-30.454116,3523.107512000017,3.2384253,1.9941055,532.7580623,1.5148369,97.6159379,801.6779386,4111.0,4.55528,0.660806,2318295979126499200,2.3182959791265e+18,11.15755,,,,,,,,,0.19,-0.4,0.03,00000000000009999999900019900999999999999,,,,,62.797436,62.700016,62.891083,,-0.4,-0.37,f_spec,1,1,K
1780.01,TIC 99834717,KP,165.167198,64.963845,4799.745041999966,1.7063264,1.359,10980.0,10.1999,235.772,1091.0,4974.0,4.44059,0.9,1055895483267019392,1.0558954832670194e+18,12.782998,0.4666,4981.2197,4.5087,0.0316,0.0131,0.025,5.6665,MARCS,-0.08,0.6,,00000010000009999999999999999999999999999,0.87743044,0.4329921,0.8069101,,262.28238,261.58228,263.16495,0.4486089386971301,0.6,0.6493113537750708,a_spec,1,0,K
1781.01,TIC 137881699,KP,150.572626,53.950824,4800.496923999861,2.9720774,4.41,6440.0,15.6498,1939.51,1848.0,6101.12,3.92024,1.95,852608874351434752,8.526088743514348e+17,12.878518,-0.0768,6002.9424,4.0739,0.0004,0.0002,0.0004,3.1778,MARCS,,,,,1.8901178,4.179398,1.2122219,5.045568,903.82056,892.71466,915.2859,-0.0231768526007197,,-0.0231768526007197,cal_phot,0,0,F
1782.01,TIC 160045097,PC,213.078772,74.411791,4802.737443999853,4.9877056,2.2769107,1192.3398198,2.4703077,56.0452278,697.8376698,4336.0,4.62012,0.668693,1711970906169443584,1.7119709061694436e+18,12.032501,0.4277,4484.471,4.6764,0.2785,0.11,0.2096,6.9388,MARCS,0.15,-0.02,,00000011000009999999999999999999999999999,0.65703946,0.15731613,0.7233566,0.3410717,94.76971,94.66901,94.87121,-0.141961715019704,-0.02,-0.1214717571976025,a_spec,1,1,K
1782.02,TIC 160045097,PC,213.078772,74.411791,4799.816808000207,1.8290294,1.6679098,704.8493933,2.1268375,213.5233995,974.9472494,4336.0,4.62012,0.668693,1711970906169443584,1.7119709061694436e+18,12.032501,0.4277,4484.471,4.6764,0.2785,0.11,0.2096,6.9388,MARCS,0.15,-0.02,,00000011000009999999999999999999999999999,0.65703946,0.15731613,0.7233566,0.3410717,94.76971,94.66901,94.87121,-0.141961715019704,-0.02,-0.1214717571976025,a_spec,1,1,K
1782.03,TIC 160045097,PC,213.078772,74.411791,4792.059504999779,18.7559765,2.5550705,1506.818331,2.9737536,9.5841474,448.7537809,4336.0,4.62012,0.668693,1711970906169443584,1.7119709061694436e+18,12.032501,0.4277,4484.471,4.6764,0.2785,0.11,0.2096,6.9388,MARCS,0.15,-0.02,,00000011000009999999999999999999999999999,0.65703946,0.15731613,0.7233566,0.3410717,94.76971,94.66901,94.87121,-0.141961715019704,-0.02,-0.1214717571976025,a_spec,1,1,K
1783.01,TIC 229938290,PC,287.681017,64.153662,4038.091165999882,1.4198659,1.3058497,465.2106205,2.2822776,1263.1832531,1520.4997021,5406.0,4.42475,0.984511,2252830953732162560,2.2528309537321623e+18,9.774448,0.3076,5623.111,4.5135,0.1419,0.0621,0.1173,4.8739,MARCS,,,,,0.93897027,0.7941428,0.9618157,4.7150016,89.402855,89.330414,89.484825,0.5863633158927286,,0.5863633158927286,cal_phot,1,0,G
1785.01,TIC 230386259,PC,285.728523,63.948849,5111.890087000094,11.0023133,5.305,298.0,4.25882,261.664,1120.0,6264.0,4.25903,2.87,2252777867935505792,2.252777867935506e+18,10.061412,-0.3643,5949.436,3.6124,0.0001,0.0,0.0001,2.1045,MARCS,0.16,0.01,-0.02,00000000000009910000000999900019999999999,3.0128245,10.246183,1.5933772,2.2488365,383.65985,381.75375,385.41974,-0.4107936162040697,0.01,-0.01,f_spec,1,0,F
1789.01,TIC 172518755,CP,142.743406,26.539995,5446.071212999988,3.2087149,1.639,1960.0,12.3921,455.479,1287.0,5971.4,3.77,2.26,646125297938578944,6.46125297938579e+17,9.590924,-0.0912,6011.8174,3.9685,0.0006,0.0003,0.0005,2.7751,PHOENIX,0.04,0.29,-0.21,00000000000000121000000119900010199999999,2.103899,5.2103496,1.2763009,4.261416,221.7331,220.79854,222.72948,0.3612482229050781,0.29,0.0799999999999999,f_spec,1,0,G
179.01,TIC 207141131,CP,44.262014,-56.191869,3521.5881980000995,4.1374379,1.8454937,1125.5354645,2.6757659,168.3361754,918.6796864,5058.0,4.51761,0.802633,4728513943538448512,4.728513943538448e+18,8.741666,-0.1016,5009.829,4.5186,0.0,0.0,0.0,5.7942,MARCS,0.13,0.19,,00000001000009999999999999999999999999999,0.8189768,0.38064533,0.79291415,13.143323,38.61663,38.59733,38.63292,-0.0326954432015528,0.19,0.102701996972496,a_spec,1,0,K
1792.01,TIC 29191596,PC,151.720029,45.883328,4796.386516000144,8.8164887,3.895,170.0,1.28915,149.167,973.0,5502.5,4.43,0.99,810054200944070528,8.100542009440705e+17,9.142358,0.0094,5663.217,4.461,0.0813,0.0362,0.0678,4.8739,MARCS,0.17,0.02,,00000011000009999999999999999999999999999,0.935612,0.8110038,0.98146844,3.426422,68.67931,68.60124,68.75397,0.1052539605418202,0.02,-0.0958338086337224,a_spec,1,0,G
1793.01,TIC 304142124,CP,164.856336,-56.623556,5184.429225000087,55.087,5.709,2509.0,4.36639,16.5899,562.0,5175.0,4.51,0.87,5340648488081462528,5.340648488081462e+18,8.392268,0.0766,5075.6543,4.4878,0.0001,0.0,0.0,5.5483,MARCS,-0.0,0.12,-0.08,00000000000001010009900009900991099999995,0.88861,0.4721779,,,36.946888,36.924168,36.973396,0.1016326218410618,0.12,0.0399999999999999,f_spec,1,0,K
1794.01,TIC 286916251,PC,203.397486,49.060843,4828.993637999985,8.765603,3.552,530.0,2.96768,134.543,948.0,5707.0,4.21803,1.3,1552562615159689088,1.5525626151596892e+18,10.150532,-0.1992,5571.8184,4.2573,0.0007,0.0003,0.0005,4.1925,MARCS,0.14,-0.06,-0.05,00000000000009902001100999900991299999999,1.3382072,1.5553131,0.93250257,,154.81975,154.51985,155.12445,-0.0153937215440395,-0.06,-0.11,f_spec,1,0,G
1796.01,TIC 138819293,KP,175.550536,26.703067,4806.9633320001885,2.6438856,0.9689289,6404.7051471,3.812114,29.4322068,594.0533593,3456.0,4.8,0.425432,4017860992519744384,4.017860992519745e+18,9.582008,-1.2188,3228.1418,4.0089,0.0001,0.0,0.0001,9.5547,MARCS,-0.0,-0.38,,00100101000009999999999999999999999999999,0.4825565,0.022784673,,,9.770281,9.767894,9.773658,-1.0734793564776528,-0.38,-0.38,a_spec,1,0,M
1797.01,TIC 368435330,CP,162.776697,25.641065,4798.90147599997,3.6451549,2.055,780.0,2.99324,283.719,1143.0,5922.0,4.43,1.05,729899906357408768,7.298999063574088e+17,9.040344,-0.1276,5846.199,4.3429,0.0014,0.0006,0.0012,4.455,MARCS,0.1,0.07,-0.18,00000000000009910000000999900019999999999,1.0651045,1.1947262,1.0150398,5.463187,82.08497,81.97578,82.20305,0.0488177555074598,0.07,-0.1099999999999999,f_spec,1,1,G
1797.02,TIC 368435330,CP,162.776697,25.641065,4802.926283000037,1.0376109,1.588,210.0,1.53671,2287.71,1926.0,5922.0,4.43,1.05,729899906357408768,7.298999063574088e+17,9.040344,-0.1276,5846.199,4.3429,0.0014,0.0006,0.0012,4.455,MARCS,0.1,0.07,-0.18,00000000000009910000000999900019999999999,1.0651045,1.1947262,1.0150398,5.463187,82.08497,81.97578,82.20305,0.0488177555074598,0.07,-0.1099999999999999,f_spec,0,1,G
1798.01,TIC 198153540,PC,211.093937,46.519283,4855.133816000074,8.0215043,2.979,870.0,2.25689,86.0527,848.0,5165.2,4.59,0.78,1505890751741673856,1.505890751741674e+18,11.069064,-0.0238,5067.847,4.5385,0.0269,0.0114,0.0216,5.7756,MARCS,0.1,-0.04,0.07,00000000000009999999900999900999999999999,0.80772847,0.38781637,0.8062786,11.230528,113.47456,113.27937,113.63791,0.0210751983321673,-0.04,0.03,f_spec,1,0,K
1799.01,TIC 8967242,PC,167.232915,34.303015,4071.81577300001,7.093853,2.5107626,284.2381135,1.6277147,163.4661355,911.9619079,5690.0,4.48062,0.956941,761300339243646848,7.613003392436468e+17,8.818791,-0.1548,5613.2134,4.3826,0.0077,0.0034,0.0064,4.8417,MARCS,0.04,-0.15,-0.06,00000000000009912000200019900999999999999,0.9774818,0.8549627,0.93800884,7.6611814,62.085888,62.01408,62.15461,0.0316624282879892,-0.15,-0.21,f_spec,1,0,G
1800.01,TIC 17993892,KP,171.274935,41.028021,4799.338336000219,4.1244833,3.567,9590.0,12.4249,459.542,1289.0,5634.0,4.24009,1.26,770622651659107712,7.706226516591077e+17,11.557181,-0.1072,5572.2466,4.2935,0.0021,0.0009,0.0017,4.316,MARCS,-0.08,0.44,,00000010000009999999999999999999999999999,1.2670937,1.3962722,0.92300737,,280.22534,278.50925,282.14435,0.1092207979327182,0.44,0.4893113537750708,a_spec,1,0,G
1801.01,TIC 119584412,CP,175.575599,23.027033,4815.619735000189,10.6439385,2.713,1240.0,1.98891,10.7276,504.0,3815.0,4.69775,0.55,3980045523465047168,3.980045523465047e+18,10.829635,-0.7186,3619.4524,4.4453,0.001,0.0004,0.0007,8.3775,PHOENIX,0.11,-0.15,,00000001000009999999999999999999999999999,0.6141039,0.058323495,,,30.856472,30.833246,30.880514,-1.32985039174117,-0.15,-0.2233161995554581,a_spec,1,0,K
1802.01,TIC 138762614,PC,164.255313,24.882338,4071.154502000194,16.7961107,3.4989302,1816.2755985,2.5066457,5.9204002,397.8391483,3859.0,4.66612,0.582436,3996169204356323584,3.9961692043563233e+18,12.080858,,,,,,,,,0.12,-0.08,,00000011000009999999999999999999999999999,,,,,60.40413,60.34256,60.470844,,-0.08,-0.1602828829640841,a_spec,1,0,K
1803.01,TIC 144401492,PC,178.046105,35.1718,4826.0556450001895,12.8858629,2.098,3170.0,4.21693,18.3406,576.0,4868.61,4.6604,0.69,4031575166693272832,4.0315751666932726e+18,11.767985,0.0136,4866.0166,4.6167,0.0857,0.0352,0.067,6.261,PHOENIX,0.16,-0.04,,00000001000009999999999999999999999999999,0.6919344,0.2419186,,,118.47621,118.24005,118.71387,0.0416948869175384,-0.04,-0.1486294777674346,a_spec,1,1,K
1803.02,TIC 144401492,PC,178.046105,35.1718,4826.815411000047,6.2932111,2.188,1810.0,2.98555,58.2524,769.0,4868.61,4.6604,0.69,4031575166693272832,4.0315751666932726e+18,11.767985,0.0136,4866.0166,4.6167,0.0857,0.0352,0.067,6.261,PHOENIX,0.16,-0.04,,00000001000009999999999999999999999999999,0.6919344,0.2419186,,,118.47621,118.24005,118.71387,0.0416948869175384,-0.04,-0.1486294777674346,a_spec,1,1,K
1804.01,TIC 148679712,PC,172.171122,46.480464,5531.133409000002,4.9246365,2.756,803.0,2.74529,210.206,1060.0,5428.81,4.3631,1.06,785455377051288960,7.85455377051289e+17,10.617162,0.2689,5615.016,4.4574,0.1438,0.063,0.1189,4.8058,MARCS,-0.01,0.16,-0.06,00000000000009912009900019900999999999999,0.9894856,0.8767984,0.93381894,8.323647,138.23828,138.01355,138.48016,0.3480394577210783,0.16,0.1,f_spec,1,0,G
1805.01,TIC 165763244,PC,232.140492,55.18532,4838.142070999835,24.0509437,3.25,1030.0,2.87107,10.5047,501.0,5232.43,4.52455,0.86,1601127631440423424,1.6011276314404234e+18,11.300456,-0.1379,5347.119,4.4994,0.0975,0.0425,0.0798,5.4438,MARCS,0.12,-0.18,-0.04,00000000000009999999900999900999999999999,0.82770133,0.50447893,0.91015774,2.2297828,142.968,142.78099,143.18365,-0.0943353102723311,-0.18,-0.22,f_spec,1,0,G
1807.01,TIC 180695581,CP,201.282626,38.922367,4831.070547000039,0.54937,0.883,370.0,1.53904,1407.22,1706.0,4612.99,4.56172,0.74,1476485996883837184,1.4764859968838372e+18,9.684284,-0.112,4591.5635,4.5594,0.0002,0.0001,0.0001,6.5405,MARCS,0.13,0.26,,01000022000009999999999999999999999999999,0.7364106,0.21716222,0.72472525,13.058401,42.538902,42.516785,42.566105,-0.1832314922254397,0.26,0.1727019969724961,a_spec,1,0,K
1809.01,TIC 347329162,KP,183.36604,23.055687,4826.915254000109,4.6170519,3.555,12210.0,12.4681,447.82,1281.0,5797.0,4.36164,1.11,4001613814138156416,4.001613814138157e+18,11.99499,0.1232,5667.9756,4.2826,0.0003,0.0001,0.0003,4.3907,PHOENIX,0.02,0.44,,00000010000009999999999999999999999999999,1.1465535,1.222452,0.93954206,11.412985,324.0742,322.42834,325.68314,0.476687171498256,0.44,0.4271340986147224,a_spec,1,0,G
181.01,TIC 76923707,CP,352.172541,-34.49141,3525.1182630001567,4.5320502,2.3754425,7874.5852788,7.0590799,123.9023995,850.9218562,4983.0,4.61445,0.805573,6552346035980010624,6.55234603598001e+18,11.086285,0.4667,4818.802,4.5747,0.0786,0.0319,0.0614,6.1171,MARCS,-0.04,0.28,-0.16,00000000000009999999900999900999999999999,0.78304696,0.2977854,0.7740559,11.026397,96.07239,95.8792,96.22578,0.2688538589969085,0.28,0.12,f_spec,1,0,K
1810.01,TIC 373693175,KP,188.266205,44.915367,4829.701890000142,1.3273482,2.083,18850.0,15.4709,1378.13,1697.0,5555.05,4.36832,1.07,1541532207133249920,1.54153220713325e+18,12.085042,0.3156,5723.511,4.4923,0.1208,0.0533,0.1005,4.6896,MARCS,0.15,0.1,,00000011000009999999999999999999999999999,1.0066803,0.9794154,0.9768033,6.060759,291.476,290.7184,292.40787,0.4852115841011945,0.1,-0.0014717571976025,a_spec,0,0,G
1811.01,TIC 376524552,CP,188.922358,27.214377,4828.050292000175,3.7130701,1.654,19610.0,11.7215,55.9743,762.0,4719.0,4.49738,0.81,3962403923821595264,3.962403923821595e+18,11.755176,0.264,4757.89,4.5646,0.0224,0.0091,0.0174,6.2062,PHOENIX,-0.01,0.28,,00000011000009999999900999999999999999999,0.76699543,0.2716426,0.7615561,11.075096,126.06604,125.64486,126.539604,0.1570636809453754,0.28,0.286353354336424,a_spec,1,0,K
1817.01,TIC 285094173,PC,186.581874,46.470824,4825.62316800002,13.398256,1.909,1460.0,5.93967,87.625,852.0,6131.3,4.18,1.45,1542278333149822208,1.5422783331498222e+18,10.846835,-0.1634,6207.2383,4.222,0.0005,0.0002,0.0004,3.7359,MARCS,0.27,-0.06,-0.13,00000000000009999999900999900999999999999,1.3401687,2.4032493,1.1768492,3.5492036,267.83072,265.92868,269.98483,0.0846453382704559,-0.06,-0.19,f_spec,1,0,F
1818.01,TIC 330799746,PC,193.131175,34.901028,4823.365708000027,5.5115037,4.423,3250.0,9.63687,642.257,1402.0,6236.9,4.09,1.63,1516635729123165184,1.5166357291231652e+18,11.345827,-0.3426,6152.2554,4.1455,0.0134,0.0062,0.0115,3.4281,MARCS,0.12,-0.13,,00000010000009999999900999999999999999999,1.640378,3.4797292,1.2643222,3.6851768,401.5428,397.7944,405.19913,-0.1109483570299523,-0.13,-0.2102828829640841,a_spec,1,0,F
1820.01,TIC 393831507,CP,187.686721,27.452002,4828.328325000126,4.860673,2.632,6140.0,11.4272,292.245,1151.0,5778.2,4.16,1.4,4009018273332089088,4.009018273332089e+18,10.975732,-0.2291,5630.9756,4.1964,0.0134,0.006,0.0112,3.9054,MARCS,0.17,-0.03,-0.04,00000000000009999999900999900999999999999,1.4998137,2.0365512,0.9912528,11.154566,257.73477,255.36243,260.5398,0.0623546595133325,-0.03,-0.07,f_spec,1,0,G
