toi,tid,tfopwg_disp,ra,dec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,Gaia_DR3_ID,Fe_H
2307.01,TIC 270219048,PC,330.135944,-29.148589,2.6820061,1.8238879,8514.9665485,14.1985341,1028.0946298,1444.2022665,5465.0,4.4,1.285,Gaia DR3 2008325681123031552,
2308.01,TIC 234489976,PC,8.980505,-64.722442,3.86866,2.3101443,8058.0771611,13.9784675,957.9449856,1418.9101379,6373.5,4.2,1.3337801,Gaia DR3 2011784916500746624,
2309.01,TIC 328012209,PC,2.944822,-68.57012,20.2656358,6.4172007,802.3053384,4.03042,108.2477155,822.6676779,6276.1,4.25063,1.37617,Gaia DR3 4760166237602380032,0.0560000017285347
231.01,TIC 204376737,KP,348.157128,-22.674125,3.3610013,2.5685869,24081.7810523,12.7400071,273.0272959,1036.7433695,5375.0,4.49371,0.817705,Gaia DR3 4760166237602380032,0.10199999809265137
2311.01,TIC 25139786,APC,326.272747,-20.032514,1.5933772,1.7732569,7842.0221441,9.012542,785.5954321,1350.2664813,5289.4,4.5,0.885125,Gaia DR3 2208942985041169792,
2314.01,TIC 355446093,PC,350.869745,-52.175942,15.937546,4.5395335,4172.2924827,11.9220549,180.2682649,934.5436034,6093.1,4.1,1.55033,Gaia DR3 2225320760490528384,
2315.01,TIC 302333151,APC,320.524083,-27.554409,1.440707,1.8086852,4514.4039925,9.984491,2629.3283978,1826.3371679,5941.2,4.3,1.1648901,Gaia DR3 2010847788998014848,
2316.01,TIC 61980227,FP,335.53692,-30.763927,3.0958985,1.8584684,10354.9916952,19.2443952,1246.3528431,1515.409487,6764.0,4.3,1.25844,Gaia DR3 2209081592227687680,
2319.02,TIC 349488688,KP,253.784885,20.491524,11.6207544,5.6290584,486.0090375,3.207554,239.281495,1003.1064616,6329.0,4.24509,1.39619,Gaia DR3 2012680296929757056,
232.01,TIC 402026209,KP,353.562915,-42.061779,1.3382314,2.1560676,27137.0920051,14.8542602,1188.6218545,1497.5477444,5436.0,4.46024,0.894974,Gaia DR3 2226107083103120640,
2321.01,TIC 138126035,PC,196.736409,16.54934,716.3497402,3.612,867.0,2.90826,0.0174179,101.0,5645.84,4.46148,0.97,Gaia DR3 2210596444367488384,-0.10000000149011612
2322.01,TIC 300812741,PC,116.973103,-71.001967,20.2254946,2.2719961,712.14897,1.9090249,10.4016117,458.0310383,4465.0,4.6,0.697547,Gaia DR3 6405784017920070400,
2322.02,TIC 300812741,PC,116.973103,-71.001967,11.3071786,2.824,264.0,1.02968,18.9311,581.0,4465.0,4.6,0.7,Gaia DR3 2015006932245115648,
2323.01,TIC 293527670,FP,352.192845,-76.636896,0.98656,0.724,390.0,3.78687,574.294,1363.0,5522.0,3.99,1.64,Gaia DR3 2214199475249349376,
2324.01,TIC 69819610,PC,337.887071,-23.16505,1.0361758,2.93,348.0,2.62395,18869.1,3265.0,6413.0,4.2,1.5,Gaia DR3 2296860072230979712,
2325.01,TIC 152800085,APC,343.544632,-36.287777,4.26991,1.509,2240.0,8.95578,667.336,1415.0,6580.0,4.16,1.62,Gaia DR3 2271258974771973888,
2327.01,TIC 177308364,PC,103.422149,-73.075713,82.7899763,5.8475847,1017.8544172,3.1369358,6.459129,406.5961278,6115.0,4.5616,0.957772,Gaia DR3 2187584765512998528,
2328.01,TIC 394287035,CP,31.690742,-81.247376,17.1019622,3.357,11430.0,10.1067,20.0982,589.0,5302.3,4.4,0.93,Gaia DR3 2189462903175494400,
2329.01,TIC 238920875,PC,94.278691,-52.338502,6.5346715,3.304,6370.0,10.7773,121.853,925.0,5424.0,3.35,1.33,Gaia DR3 394878060542362112,
233.01,TIC 415969908,PC,343.708612,-18.912445,11.6700285,2.0534143,2783.7905216,2.0205499,4.0210338,361.1637726,3644.0,4.79912,0.380272,Gaia DR3 422006585818161280,
233.02,TIC 415969908,PC,343.708612,-18.912445,7.2011383,2.1444681,1662.8398306,1.7056002,7.6541813,424.2232195,3644.0,4.79912,0.380272,Gaia DR3 1998672961158273024,
2330.01,TIC 180991313,KP,172.858645,-41.689518,2.2088214,2.544,7770.0,11.6656,1052.08,1586.0,5960.4,4.27,1.26,Gaia DR3 1998672961158273024,
2331.01,TIC 168751223,PC,62.671535,-32.99244,4.7150942,2.436,7460.0,7.48939,118.46,919.0,3798.0,4.67,0.57,Gaia DR3 422108187563946368,
2332.01,TIC 286000547,PC,139.741548,-15.30808,7.4972297,3.589,14480.0,11.9137,143.814,964.0,5596.2,4.43,1.0,Gaia DR3 427614644875238528,
2333.01,TIC 358579111,PC,54.221383,-60.061476,14.2197641,6.416,2390.0,8.78678,215.552,1067.0,6115.0,3.97,1.83,Gaia DR3 424481861371898880,
2334.01,TIC 200743403,PC,49.154193,-48.107918,7.9980831,3.047,3960.0,10.9403,97.3629,875.0,5556.0,3.97,1.7,Gaia DR3 1937965286355036544,
2335.01,TIC 160003961,APC,50.826623,-40.453518,1.4492052,1.104,1200.0,6.15666,551.777,1350.0,6004.9,4.39,1.12,Gaia DR3 1939662451273167744,
2336.01,TIC 88902249,CP,230.230416,-33.69246,7.7119842,4.058,3176.0,10.7188,536.15,1340.0,6458.0,4.03,1.83,Gaia DR3 1995434658898454400,
2338.01,TIC 24358417,CP,81.344582,-34.668249,22.6539607,3.468,11530.0,12.2765,13.8485,537.0,5523.0,4.33,1.12,Gaia DR3 6774883616031582208,
2339.01,TIC 279514271,PC,105.762026,-55.368285,9.7728388,7.4907772,2279.7003176,12.0232332,670.6896654,1297.9266601,5636.8,3.66,2.43731,Gaia DR3 1943909143138767104,
234.01,TIC 12423815,PC,2.568852,-26.282408,2.8392793,1.4011791,35229.7098319,10.4761821,45.5594673,662.6197999,3642.0,4.438,0.54933,Gaia DR3 380209922590480128,
2340.01,TIC 29959761,FP,42.261441,-16.557655,1.6471574,1.033,3880.0,6.06894,362.237,1215.0,5027.0,4.64,0.73,Gaia DR3 384251315018012672,
2341.01,TIC 100267480,FP,306.843521,-53.220653,0.87741,0.472,12050.0,8.59148,26.3008,630.0,3495.0,4.64,0.62,Gaia DR3 1918724039027187840,
2342.01,TIC 100589632,FP,86.458859,-32.947641,3.9471567,1.699,1880.0,3.86968,71.367,809.0,4794.0,4.47,0.84,Gaia DR3 383639883473785472,-0.29600000381469727
2343.01,TIC 166834768,PC,58.616173,-31.344895,3.2553185,2.061,1920.0,6.72917,362.749,1215.0,5927.0,4.28,1.25,Gaia DR3 389211555569897216,
2344.01,TIC 311179742,PC,257.715033,-75.729992,8.3129806,4.171,2680.0,10.7065,237.935,1094.0,5929.0,3.86,2.03,Gaia DR3 6583751420965707648,-0.07000000029802322
2345.01,TIC 91555165,PC,43.884794,-34.977975,1.0526157,1.5288415,358.5076064,1.4203085,706.2654804,1314.8062038,4621.0,4.54,0.758575,Gaia DR3 6583751420965707648,0.14000000059604645
2345.02,TIC 91555165,PC,43.884794,-34.977975,42.1289893,4.6130523,961.655867,2.3404732,5.1588515,384.3775426,4621.0,4.54,0.758575,Gaia DR3 6583751420965707648,
2346.01,TIC 317483660,PC,88.092907,-13.372469,3.3311975,3.705,12390.0,14.877,1437.43,1715.0,6605.0,4.33,1.33,Gaia DR3 6583751420965707648,
2347.01,TIC 301343785,APC,52.487605,-0.904217,1.1736318,1.397,1470.0,8.1147,1505.41,1735.0,6033.7,3.92,1.93,Gaia DR3 400384930169079680,
2348.01,TIC 317019074,PC,86.254678,-13.326617,1.2043785,1.047,1170.0,4.985,1124.6,1613.0,6595.0,4.3,1.38,Gaia DR3 372102020767947392,
2349.01,TIC 405452527,APC,143.259339,-13.830634,11.5738497,6.656,18730.0,22.4042,210.056,1060.0,5782.0,4.04,1.61,Gaia DR3 398891857800597120,
2350.01,TIC 47601197,PC,97.408122,-21.994385,8.6251769,2.704,1690.0,7.55444,161.98,993.0,5484.0,4.35,1.08,Gaia DR3 348551718652896000,
2350.02,TIC 47601197,PC,97.408122,-21.994385,4.8714085,2.643,1180.0,3.8394,350.476,1205.0,5484.0,4.35,1.08,Gaia DR3 2132628489996257920,0.13099999725818634
2351.01,TIC 290036495,APC,192.661632,-14.565099,5.2524792,1.828,23400.0,20.7884,132.072,944.0,5728.0,4.24,1.27,Gaia DR3 2132628489996257920,0.13770000636577606
2352.01,TIC 32925763,PC,87.373285,-25.375613,1.6804461,1.099,2020.0,5.37039,833.25,1496.0,5695.0,4.41,1.04,Gaia DR3 2132628489996257920,0.09000000357627869
2353.01,TIC 177079323,PC,103.245394,-67.53926,5.7517969,3.0489623,701.5728877,6.2303216,1308.6880472,1534.0120939,6510.3,3.97,1.97616,Gaia DR3 2132628489996257920,0.10999999940395355
2354.01,TIC 219766989,FP,192.32172,-21.333033,0.5109902,0.709,2720.0,9.54792,4048.85,2222.0,6095.0,4.13,1.53,Gaia DR3 2132628489996257920,0.17000000178813934
2355.01,TIC 124515764,PC,199.021029,-33.76396,1.2709769,2.335,1400.0,4.10761,4096.84,2228.0,6296.0,4.39,1.17,Gaia DR3 2132628489996257920,0.23000000417232513
2356.01,TIC 30947715,PC,79.61789,-28.00593,3.66275,3.096,970.0,3.52758,782.333,1473.0,6150.0,4.33,1.22,Gaia DR3 2132628489996257920,0.1599999964237213
2357.01,TIC 124206468,PC,197.200536,-31.499464,7.0924883,2.869,5540.0,12.2608,200.057,1047.0,6493.0,4.17,1.58,Gaia DR3 2132628489996257920,0.07699999958276749
2358.01,TIC 124095888,FP,196.285834,-31.985378,1.1258127,0.374,1440.0,13.1558,570.852,1361.0,6423.0,4.36,1.24,Gaia DR3 2132628489996257920,0.2750000059604645
2359.01,TIC 436102447,PC,83.818664,6.587708,5.1858,7.191,4550.0,18.5118,1753.41,1802.0,6130.0,3.64,2.7,Gaia DR3 2132628489996257920,0.23000000417232513
236.01,TIC 9727392,FP,358.444734,-10.884958,4.534451,4.936391,23574.842911,23.183789,1003.7032593,1435.559122,6421.5,4.19,1.47459,Gaia DR3 2132628489996257920,0.17399999499320984
2360.01,TIC 31656385,FP,46.659674,-66.007932,22.84518,7.215,9210.0,15.1752,91.9765,862.0,5963.1,4.08,1.57,Gaia DR3 2132628489996257920,
2361.01,TIC 204671232,PC,184.982551,-27.284837,8.71546,3.934,12010.0,12.1387,103.489,888.0,5395.0,4.36,1.06,Gaia DR3 2132628489996257920,0.1289999932050705
2362.01,TIC 302924206,PC,34.954262,-62.503817,6.9444047,2.7056073,5264.9280735,13.4708551,449.6608267,1174.4675265,6104.5,4.19,1.41945,Gaia DR3 2132628489996257920,0.1599999964237213
2363.01,TIC 445456888,PC,112.875366,-52.985887,5.5436298,3.879,5400.0,13.5659,702.661,1434.0,6510.0,4.05,1.81,Gaia DR3 2132628489996257920,0.009999999776482582
2364.01,TIC 39414571,CP,89.130026,-5.01203,4.0197555,2.688,9750.0,9.57594,211.813,1062.0,5216.0,4.44,0.94,Gaia DR3 2132628489996257920,0.2460000067949295
2365.01,TIC 344085117,FP,108.017449,-50.247778,0.659752,0.6731474,1138.1047916,4.3019481,7130.6861294,2343.7030204,5832.0,4.26,1.25112,Gaia DR3 2132628489996257920,0.07000000029802322
2366.01,TIC 39218269,APC,88.505022,-3.639907,17.1869882,3.845,3130.0,12.9307,97.2728,874.0,6049.7,3.87,2.05,Gaia DR3 2132628489996257920,0.07000000029802322
2367.01,TIC 441159680,PC,333.111347,-26.92637,5.74984,3.734,17690.0,14.4892,329.499,1186.0,6046.0,4.42,1.08,Gaia DR3 2132628489996257920,0.14000000059604645
2368.01,TIC 401125028,CP,134.957623,-48.488493,5.1750108,2.0076562,13020.075325,11.4726621,162.7267425,910.9289033,5177.0,4.48,0.892685,Gaia DR3 2132628489996257920,0.17000000178813934
2369.01,TIC 220068921,PC,83.913807,4.82797,3.36376,3.418,7030.0,10.7493,705.699,1435.0,5713.3,4.24,1.27,Gaia DR3 2132628489996257920,0.3199999928474426
237.01,TIC 305048087,CP,353.243538,-29.416487,5.433729,1.172585,6530.706532,1.741587,3.3240075,344.3778811,3139.0,5.04944,0.214,Gaia DR3 2132628489996257920,
2370.01,TIC 347357977,PC,132.898822,-16.386277,12.6826724,3.827,2490.0,5.24953,76.8372,824.0,5851.0,4.43,1.04,Gaia DR3 2132628489996257920,
2371.01,TIC 432132155,PC,137.31171,-19.778021,4.8984239,3.752,9930.0,12.907,409.667,1253.0,5774.0,4.23,1.29,Gaia DR3 1651826696713169024,-0.2280000001192093
2372.01,TIC 189620016,FP,144.040606,-24.751118,1.1792344,1.7572263,5398.6996811,26.9739777,16257.6914094,2879.9468214,6127.1,3.67,2.6058199,Gaia DR3 2217801367967962496,
2373.01,TIC 332558858,CP,61.68622,-16.755755,13.3368173,4.384,8210.0,11.2448,69.8726,805.0,5517.0,4.26,1.2,Gaia DR3 418103525701198592,
2374.01,TIC 439366538,CP,319.498241,-22.049823,4.31362,1.709,9490.0,8.01917,54.2011,755.0,4929.5,0.1,0.8,Gaia DR3 400173583418970624,
2375.01,TIC 164150537,PC,335.74211,30.573268,6.1600755,1.808,18930.0,17.7265,64.3828,789.0,5669.0,4.29,1.19,Gaia DR3 4720986721294105216,
2376.01,TIC 326522874,PC,344.743989,-23.148028,3.1821969,3.0676639,3746.6638386,9.3708418,1042.5767464,1449.2615097,5672.5,4.4,1.3954,Gaia DR3 4720986721294105216,
2377.01,TIC 146165619,APC,341.871773,-15.572947,1.6766585,1.528711,37391.9473651,16.6532667,180.6590045,935.0496086,4155.0,4.66247,0.622666,Gaia DR3 4720986721294105216,
2378.01,TIC 231063955,PC,31.617523,-56.19888,3.4972769,2.0988025,17834.0824111,11.5840209,192.6704823,950.2186404,4940.0,4.53,0.80797,Gaia DR3 4720986721294105216,0.18400000035762787
2379.01,TIC 201177276,CP,358.092047,-53.043156,5.4693888,1.8076781,32411.855989,11.5779216,27.5364506,584.247334,3770.0,4.61871,0.638902,Gaia DR3 359719041642694144,
238.01,TIC 9006668,CP,349.231081,-18.606646,1.2730965,1.48,414.0,1.57925,660.277,1412.0,5024.0,4.5685,0.77,Gaia DR3 457294415079448704,
2380.01,TIC 176220787,KP,0.325761,-8.926251,5.2153618,5.5895721,5205.8347338,17.7519701,1843.4632721,1671.1997882,6067.2,3.73,2.3901401,Gaia DR3 452278271231500288,
2381.01,TIC 39080923,PC,13.643588,-67.915159,5.0451188,1.8549863,13949.1155643,18.0229867,319.7861956,1078.5360791,5337.0,4.5,1.16636,Gaia DR3 438352166188360064,
2382.01,TIC 2760219,PC,356.375185,-16.114124,4.6612025,2.1408549,5135.6657253,12.7709747,823.9647363,1366.4599455,5884.5,4.3,1.52373,Gaia DR3 527145426719439232,
2383.01,TIC 20897611,APC,1.484836,-20.653955,3.1353607,1.438,8634.0,22.286,459.818,1290.0,5503.0,4.4,1.06,Gaia DR3 440705876990532096,
2386.01,TIC 32487566,KP,4.603042,-15.267404,2.7567395,2.3808565,9248.4759918,13.8044661,1225.5263733,1509.0388299,6034.0,4.26998,1.28427,Gaia DR3 4624979393181971328,0.13500000536441803
2387.01,TIC 237885040,APC,20.410382,-64.87571,5.6601098,1.5377473,8427.6778878,12.3816484,361.1289137,1111.8221321,5859.8,4.4,1.1873699,Gaia DR3 4624979393181971328,0.11190000176429749
2389.01,TIC 89544985,PC,357.962301,-19.17848,2.3372423,1.4487311,11568.4008531,10.5103504,550.1159381,1235.1886902,5335.0,4.5,0.910484,Gaia DR3 4624979393181971328,0.1850000023841858
239.01,TIC 9725627,KP,358.408479,-10.118118,4.1567834,3.9413609,4830.1859522,9.8517709,941.6088632,1412.8217887,6362.5,4.59,1.38831,Gaia DR3 4624979393181971328,0.0989999994635582
2390.01,TIC 369965258,PC,5.128602,-61.386174,2.1192866,1.5061152,1701.2818142,8.4965052,5317.3634661,2177.929595,7022.0,4.2,1.99761,Gaia DR3 442414689856814976,
2391.01,TIC 299897516,PC,10.162056,-60.880424,7.8369842,6.8077198,14532.9486121,21.4721115,434.3612918,1164.3472682,5774.8,4.4,1.75826,Gaia DR3 442414689856814976,
2392.01,TIC 149349867,PC,83.783703,-64.11662,5.9123675,4.672,416.0,3.28952,697.86,1431.0,6187.3,3.87,1.76,Gaia DR3 442000758088682624,
2392.02,TIC 149349867,PC,83.783703,-64.11662,3.4072141,3.892,315.0,2.96344,2770.93,2021.0,6187.3,3.87,1.76,Gaia DR3 352678495029040000,
2392.03,TIC 149349867,PC,83.783703,-64.11662,9.1696498,4.9227951,186.1944669,2.4628421,505.9586098,1209.6187141,6187.3,3.87,1.76167,Gaia DR3 545560867790611072,0.20000000298023224
2393.01,TIC 231071138,PC,32.943352,-56.756226,18.84184,3.184,5970.0,9.05304,30.3347,653.0,5603.0,4.35,1.1,Gaia DR3 545560867790611072,0.2199999988079071
2394.01,TIC 144297844,PC,178.890769,-10.029102,3.4977868,2.236,1790.0,3.47575,248.389,1105.0,5356.0,4.59,0.81,Gaia DR3 545560867790611072,0.14000000059604645
2395.01,TIC 144124187,PC,175.879369,-7.296091,7.8686762,4.0228111,10335.986166,11.8276114,273.0364186,1036.7520296,6394.0,4.43,1.13572,Gaia DR3 545560867790611072,
2396.01,TIC 333734769,APC,170.150082,-26.153136,1.5099302,1.329,2230.0,8.891,1087.82,1599.0,5735.0,3.96,1.76,Gaia DR3 545560867790611072,0.15000000596046448
2397.01,TIC 306337838,PC,18.496744,-6.826842,6.00327,3.947,4920.0,7.59354,271.529,1130.0,5527.0,4.37,1.06,Gaia DR3 545560867790611072,0.23000000417232513
2398.01,TIC 322807675,PC,173.703285,-25.604717,19.4061437,1.961,11150.0,8.75357,4.19986,398.0,5099.0,4.55,0.82,Gaia DR3 545560867790611072,0.1809999942779541
2399.01,TIC 219701535,PC,175.472837,-21.796763,5.4681892,1.814,4290.0,11.2463,251.65,1109.0,6597.0,4.16,1.61,Gaia DR3 545560867790611072,0.20999999344348907
240.01,TIC 101948569,PC,14.75491,-44.160869,19.4723016,4.2893299,1766.1828394,3.6117414,9.9883786,453.4125095,4333.0,4.5109,0.702945,Gaia DR3 545560867790611072,0.23000000417232513
2400.01,TIC 260849386,FP,118.937216,-54.266268,1.0339,1.404,520.0,5.37338,2619.59,1993.0,6444.0,3.84,2.28,Gaia DR3 545560867790611072,0.23000000417232513
2401.01,TIC 11521555,PC,146.44726,-25.457737,5.8681984,3.651,2639.0,18.1157,1402.27,1704.0,6294.0,3.55,3.1,Gaia DR3 545560867790611072,0.12999999523162842
2402.01,TIC 1525480,PC,156.527712,-17.262814,5.5094951,2.892,7700.0,8.55825,165.972,999.0,5519.0,4.45,0.97,Gaia DR3 545560867790611072,0.20999999344348907
2403.01,TIC 293435336,KP,26.632936,2.700389,1.8098811,3.7636624,13033.5612701,21.9555549,5139.026625,2159.4341567,6278.2,3.97,1.89121,Gaia DR3 448183243251170688,
2404.01,TIC 142087638,PC,98.442149,-74.190098,20.362741,4.5890238,1126.8782473,4.2523478,75.428916,751.630191,6142.0,4.35874,1.18003,Gaia DR3 413453072552597504,
2404.02,TIC 142087638,PC,98.442149,-74.190098,74.6068965,4.8874071,2304.7237253,9.1295659,13.3540875,487.5546513,6142.0,4.35874,1.18003,Gaia DR3 458317201414570112,
2404.03,TIC 142087638,PC,98.442149,-74.190098,74.6065192,3.6758167,2377.6887561,9.5163991,13.3541775,487.555473,6142.0,4.35874,1.18003,Gaia DR3 6508105536369837312,
2405.01,TIC 231297123,PC,45.144066,-51.793599,1.9792573,1.6873516,2235.6640941,4.1930997,189.6799154,946.5097378,4001.0,4.47278,0.756551,Gaia DR3 6508105536369837312,
2406.01,TIC 212957629,CP,8.806054,-3.372083,3.0766835,1.2491751,18848.5607395,2.722618,6.6976166,410.2983965,3163.0,5.0701,0.1966,Gaia DR3 6508105536369837312,
2407.01,TIC 153078576,CP,49.746545,-46.458025,2.7029187,1.6998642,5132.6782834,3.7942392,44.0592242,657.0962083,3596.0,4.71597,0.524573,Gaia DR3 359678187913760384,
2408.01,TIC 67630845,PC,18.24241,-32.966016,9.4636148,3.061,5050.0,5.45543,63.7261,787.0,4935.0,4.59823,0.75,Gaia DR3 515206654589680256,
2409.01,TIC 321068176,FA,44.338399,-41.191773,12.9696927,1.1129072,4085.6845383,6.1709882,52.0502944,685.0551684,5017.0,4.38114,0.972753,Gaia DR3 422953712005171328,
241.01,TIC 77031414,KP,354.168696,-34.611304,1.3866519,2.3006751,14246.4665531,12.9811619,1879.9347662,1679.40501,6286.0,4.438,1.07661,Gaia DR3 430971728753637760,
2410.01,TIC 248391319,APC,19.626878,-0.056398,0.7988525,0.831,1700.0,4.00703,512.916,1325.0,4785.0,4.45252,0.86,Gaia DR3 463670891022810112,
2411.01,TIC 10837041,CP,20.922457,-8.701794,0.782765,1.2621481,519.1912192,1.7472713,651.9082071,1288.7431256,4099.0,4.52,0.727642,Gaia DR3 525886657699878016,
2413.01,TIC 206498307,FP,332.188392,-18.992719,13.4190392,5.9221882,4668.5368695,12.4259675,165.23271,914.4158726,5184.9,3.9254,1.69269,Gaia DR3 4626444453769772160,
2414.01,TIC 237320326,KP,344.873588,-60.447819,1.7771109,1.5669528,14073.5021163,12.9084635,1043.2121756,1449.482283,5627.0,4.45645,0.97906,Gaia DR3 4626444453769772160,
2415.01,TIC 161223358,PC,340.976993,-53.428366,0.5153654,1.0,37197.8857871,12.0910878,484.4555527,1196.5565655,3558.0,4.63662,0.617346,Gaia DR3 4626444453769772160,
2416.01,TIC 237922465,CP,57.338941,-60.787186,8.2754608,3.755,6510.0,11.5451,130.93,942.0,5515.2,4.24,1.39,Gaia DR3 4626444453769772160,0.2840000092983246
2417.01,TIC 49617263,FP,37.885227,-40.016204,4.83266,2.308,830.0,4.9031,161.807,993.0,5485.4,3.9,1.83,Gaia DR3 143567085826599168,
2418.01,TIC 65347776,FP,39.725259,-27.324227,25.86696,4.923,2240.0,7.41184,100.989,883.0,5095.0,4.56,0.8,Gaia DR3 432518221914467968,
2419.01,TIC 358248442,PC,53.270375,-56.588436,18.8812961,5.943,915.0,3.61081,103.276,888.0,5924.0,4.14,1.35,Gaia DR3 225122570545058432,
242.01,TIC 120585579,FP,4.451423,-38.110855,6.340315,4.249306,25410.703288,20.517917,400.7201062,1141.1166259,6083.0,4.28983,1.2666,Gaia DR3 242975821883608704,
2420.01,TIC 268532343,CP,14.826814,-19.771164,5.84259,3.747,2670.0,11.8252,307.599,1166.0,5707.0,3.76,2.2,Gaia DR3 244591790437433984,0.0949999988079071
2421.01,TIC 70524163,CP,33.154021,-35.390918,4.3474,4.684,3520.0,10.753,786.037,1475.0,5618.0,3.93,1.79,Gaia DR3 143863129332560768,
2424.01,TIC 313891529,FP,0.315071,-28.493223,12.3750537,6.6166181,4155.6104825,17.1909846,592.6032964,1258.376981,6173.5,3.76326,2.36235,Gaia DR3 342493512661942016,
2425.01,TIC 248387177,PC,19.130697,-0.290103,50.6939885,4.068,11200.0,8.48837,2.93192,364.0,5216.0,4.6039,0.78,Gaia DR3 328636019723252096,1.5809999704360962
2426.01,TIC 97486178,PC,43.811698,-20.78129,4.08165,2.691,460.0,2.38239,376.072,1226.0,5716.0,4.42,1.02,Gaia DR3 328636019723252096,
2427.01,TIC 142937186,CP,52.291732,-31.362867,1.30613,0.634,560.0,1.99844,62.7136,783.0,4072.0,4.58,0.68,Gaia DR3 328636019723252096,-0.20000000298023224
2429.01,TIC 420051632,PC,36.363902,1.057529,7.0846492,3.102328,591.5301151,2.1949984,115.4006791,835.9337133,5517.8,4.57,0.842833,Gaia DR3 328636019723252096,
243.01,TIC 149010208,APC,3.394115,-31.334403,3.4373093,4.3114755,15017.9801247,25.668105,2497.4850189,1802.9989447,6046.0,4.29639,1.94932,Gaia DR3 328636019723252096,
2430.01,TIC 23170835,PC,46.558777,-9.810051,1.10071,0.909,680.0,4.67495,1082.9,1598.0,6409.0,4.14,1.59,Gaia DR3 6601821821552332544,
2431.01,TIC 258804746,CP,37.765299,8.381625,0.224195,0.292,540.0,5.59553,2649.15,1998.0,4079.0,4.58,0.68,Gaia DR3 6601821821552332544,
2432.01,TIC 347553438,PC,45.112779,0.380842,1.82738,1.491,870.0,8.96794,727.6,1446.0,6130.5,3.58,2.89,Gaia DR3 6601821821552332544,
2434.01,TIC 155001079,APC,345.155415,46.032536,1.3808138,0.9133596,329.1752026,7.5531443,98886.497136,4522.7647415,9431.0,3.64947,3.83824,Gaia DR3 331888413775705984,
2437.01,TIC 251094370,PC,37.938574,-5.514987,5.1660127,3.01966,1263.5326305,4.1062551,381.0617054,1126.8564017,5927.0,4.37728,1.11457,Gaia DR3 338382713564401920,0.34299999475479126
2439.01,TIC 274194927,PC,54.028395,1.933815,14.3614789,4.0964994,2859.7577713,5.0510341,50.2582088,679.0808773,5283.0,4.438,0.946146,Gaia DR3 338236787755719936,
244.01,TIC 118327550,CP,10.569754,-36.717974,7.397216,1.3164962,953.5477499,1.2711131,6.6743946,409.942287,3342.0,4.438,0.407103,Gaia DR3 131624808999798656,
2440.01,TIC 129839175,APC,55.270024,-36.943731,0.6461571,1.1963822,6290.6211389,15.3572514,4527.9508872,2092.161358,5256.8,4.27128,1.14951,Gaia DR3 132030803668522880,
2441.01,TIC 219175972,PC,91.410152,-51.679614,12.8900899,2.5413229,3520.6971104,2.9698317,4.1214233,363.3971818,3478.0,4.76582,0.46769,Gaia DR3 217650049001672064,
2441.02,TIC 219175972,PC,91.410152,-51.679614,5.5514857,2.0186927,1282.3227899,2.0319062,12.6719325,481.205367,3478.0,4.76582,0.46769,Gaia DR3 125548289270234880,0.09000000357627869
2442.01,TIC 168871868,FP,65.100654,-31.081604,17.1217196,6.507,131000.0,10.2267,204.585,1053.0,5762.0,4.44944,1.0,Gaia DR3 125548289270234880,
2443.01,TIC 318753380,CP,40.179861,1.199676,15.6692322,4.562853,1393.3814802,2.6868893,13.2931176,486.9971964,4214.44,4.52845,0.732115,Gaia DR3 125548289270234880,
2444.01,TIC 29959760,APC,42.263784,-16.55928,1.6473887,1.3242991,32325.7685306,15.7358835,97.0829105,800.5813089,3556.0,4.65625,0.594044,Gaia DR3 125548289270234880,
2445.01,TIC 439867639,CP,43.316155,0.052337,0.3711334,0.4918187,2322.6218151,1.4062147,204.4873602,964.4647664,3333.0,4.95786,0.272233,Gaia DR3 2239819711085961856,
2446.01,TIC 142868621,PC,50.942745,-31.265187,18.685862,5.4844,1215.9529886,4.2075538,53.8374071,690.8611696,5926.0,4.48242,0.987496,Gaia DR3 1436023281786375168,0.18299999833106995
2448.01,TIC 231721005,FP,80.740227,-53.76459,9.0182016,3.08,492.0,3.54998,762.028,1463.0,9671.0,4.33,1.78,Gaia DR3 1436023281786375168,0.24220000207424164
2448.02,TIC 231721005,PC,80.740227,-53.76459,19.7580247,3.198,483.0,3.80858,191.036,1035.0,9671.0,4.33,1.78,Gaia DR3 1436023281786375168,0.21199999749660492
2449.01,TIC 170729775,PC,67.984371,-34.455533,16.6542431,7.792,10168.0,11.9082,362.642,1215.0,6054.0,4.43,1.08,Gaia DR3 1436023281786375168,0.2070000022649765
245.01,TIC 154618248,PC,345.779176,-33.500473,8.7709021,0.926,1107.0,12.5053,102.621,886.0,6208.0,4.438,1.46,Gaia DR3 2300641567596591488,-0.029999999329447746
2450.01,TIC 408114363,PC,77.952525,6.795745,17.8832414,4.3420932,6750.4878782,6.4171164,27.1279511,582.0683673,5426.0,4.63305,0.776644,Gaia DR3 2300641567596591488,-0.15000000596046448
2451.01,TIC 4294779,FP,81.312676,-0.770748,0.3438892,0.9696069,24850.3953805,8.5611179,449.3159514,1174.242267,3199.0,4.70217,0.540483,Gaia DR3 2300641567596591488,-0.20999999344348907
2453.01,TIC 59128183,PC,74.837485,12.936353,4.4414275,1.393441,3375.8183277,3.0014777,21.7489585,550.7815271,3609.0,4.73522,0.502498,Gaia DR3 2300641567596591488,-0.07999999821186066
