toi,tid,tfopwg_disp,ra,dec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,Gaia_DR3_ID,Fe_H
5175.01,TIC 55266835,PC,139.324444,15.97982,6.8548465,1.5226064,16276.2815794,15.6545004,126.5073461,855.3595051,4797.5,4.27798,1.06192,Gaia DR3 6567569977058424448,
5176.01,TIC 437054764,PC,135.019493,13.273706,20.3550739,3.5018936,37499.7343542,10.5079933,3.5797006,350.8176432,3728.0,4.70337,0.539092,Gaia DR3 6567569977058424448,
5177.01,TIC 350033870,PC,155.072519,7.273586,2.2085904,3.992,151.0,1.8831,3785.82,2185.0,6183.0,4.06,1.68,Gaia DR3 6567569977058424448,
5178.01,TIC 149969625,KP,184.900488,0.968327,14.0666014,2.7078373,1450.8250307,3.1908777,37.0819499,629.3763076,5141.67,4.53051,0.837606,Gaia DR3 6567569977058424448,-0.2980000078678131
5179.01,TIC 288671122,PC,280.251649,83.055747,0.2874782,0.445,1940.0,5.53402,5953.77,2447.0,5702.0,4.43,1.02,Gaia DR3 4987729474846997248,
518.01,TIC 264979636,PC,115.71678,8.866906,17.87897,2.124101,976.801579,3.618524,63.7655934,720.7196301,5596.0,4.32233,1.13674,Gaia DR3 4987729474846997248,
5180.01,TIC 346972413,PC,282.877583,19.560248,2.7779767,1.753,7890.0,15.9998,609.495,1384.0,6976.0,4.16,1.71,Gaia DR3 4987729474846997248,
5181.01,TIC 346667887,PC,280.677474,21.69982,3.8922407,2.652,6100.0,13.0318,387.931,1236.0,5943.0,4.03,1.66,,
5182.01,TIC 99654378,PC,124.20331,71.286898,7.3039588,3.218,2050.0,4.15031,149.732,974.0,5718.0,4.53,0.9,Gaia DR3 3321419774751152128,
5183.01,TIC 298829544,PC,287.764397,52.24468,2.7395591,3.4295122,9227.4218481,15.259201,1691.1708699,1635.5605318,5919.0,4.1,1.5425,Gaia DR3 3122498604956156416,
5184.01,TIC 28643432,FP,282.699884,34.494757,2.2751393,2.087,3350.0,10.5509,1207.23,1642.0,5810.0,3.99,1.71,Gaia DR3 3122498604956156416,
